match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_dispossessed,stat_errorLeadToAGoal,player_firstName,player_lastName,stat_outfielderBlock,stat_wasFouled,stat_onTargetScoringAttempt,stat_keyPass,stat_shotOffTarget,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,player_sofascoreId,captain,stat_blockedScoringAttempt,stat_goals
12544932,home,Al-Shabab,Seung-gyu Kim,seung-gyu-kim,S. Kim,G,81,187.0,324,M,235686,EUR,654652800,G,18,18,False,17.0,14.0,4.0,1.0,0.0,14.0,15.0,2.0,9.0,2.0,1.0,1.0,2.0,2.0,90.0,27.0,6.7,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12544932,home,Al-Shabab,Nader Al Sharari,nader-abdullah-al-sharari,N. A. Sharari,D,4,184.0,534,M,923040,EUR,831513600,D,5,5,False,47.0,38.0,2.0,2.0,0.0,28.0,31.0,17.0,1.0,,,,,,90.0,61.0,6.7,13.0,0,10.0,1.0,2.0,2.0,6.0,5.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12544932,home,Al-Shabab,Gustavo Cuéllar,gustavo-cuellar,G. Cuéllar,M,6,175.0,1944,M,180059,EUR,719020800,D,6,6,False,76.0,70.0,7.0,4.0,0.0,47.0,50.0,27.0,5.0,,,,,,90.0,85.0,6.3,8.0,0,23.0,1.0,1.0,2.0,3.0,5.0,1.0,,3.0,,3.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
12544932,home,Al-Shabab,Moteb Al-Harbi,moteb-al-harbi,M. Al-Harbi,D,24,171.0,848,M,1022679,EUR,950918400,D,24,24,False,77.0,62.0,8.0,4.0,0.0,30.0,33.0,46.0,9.0,,,,,,90.0,89.0,7.2,20.0,0,32.0,2.0,,2.0,1.0,6.0,,,1.0,,2.0,2.0,2.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,,
12544932,home,Al-Shabab,Fahad Al-Muwallad,fahad-al-muwallad,F. Al-Muwallad,M,,167.0,183,M,160909,EUR,779500800,M,8,8,False,22.0,16.0,2.0,1.0,0.0,6.0,7.0,17.0,2.0,,,,,,90.0,50.0,6.9,17.0,1,10.0,2.0,,1.0,5.0,3.0,,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,
12544932,home,Al-Shabab,Majed Omar Kanabah,majed-omar-kanabah,M. O. Kanabah,M,12,172.0,36,M,828444,EUR,730771200,M,12,12,False,53.0,48.0,5.0,3.0,0.0,22.0,23.0,32.0,2.0,,,,,,90.0,75.0,6.7,11.0,0,26.0,2.0,1.0,,9.0,7.0,3.0,1.0,,1.0,6.0,3.0,1.0,2.0,2.0,,,,,1.0,,,,,,,,,,,,,
12544932,home,Al-Shabab,Cristian Guanca,cristian-guanca,C. Guanca,M,10,177.0,565,M,789438,EUR,733190400,M,11,11,False,71.0,65.0,6.0,6.0,0.0,30.0,31.0,40.0,9.0,,,,,,90.0,85.0,7.5,10.0,2,35.0,,1.0,,4.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,1.0,2.0,1.0,,,,,,,,,,
12544932,home,Al-Shabab,Nawaf Al Sadi,nawaf-alsadi,N. A. Sadi,M,18,172.0,64,M,1115888,EUR,972086400,M,21,21,False,37.0,32.0,3.0,,0.0,15.0,15.0,26.0,4.0,,,,,,89.0,61.0,7.9,11.0,1,18.0,4.0,1.0,1.0,5.0,10.0,,4.0,,,5.0,5.0,,1.0,1.0,,Nawaf Alsadi,,,2.0,,2.0,1.0,1.0,2.0,2.0,,,,,,,
12544932,home,Al-Shabab,Giacomo Bonaventura,giacomo-bonaventura,G. Bonaventura,M,,180.0,1098,M,36784,EUR,619747200,F,7,7,False,33.0,28.0,3.0,1.0,0.0,13.0,13.0,22.0,1.0,,,,,,85.0,48.0,7.3,10.0,2,15.0,2.0,,1.0,2.0,4.0,,1.0,,1.0,,,2.0,2.0,1.0,,,,,2.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,
12544932,home,Al-Shabab,Yannick Carrasco,yannick-carrasco,Y. Carrasco,F,10,180.0,4751,M,182001,EUR,747100800,F,10,10,False,45.0,38.0,3.0,1.0,0.0,10.0,10.0,37.0,2.0,,,,,,90.0,67.0,6.4,16.0,2,28.0,2.0,,,6.0,4.0,1.0,4.0,,,,,2.0,,2.0,,,,,3.0,,1.0,2.0,,1.0,,1.0,,,yannickferreiracarrasco,True,,
12544932,home,Al-Shabab,Haroune Camara,haroune-camara,H. Camara,F,70,187.0,2967,M,926730,EUR,883612800,F,70,70,False,6.0,4.0,,,0.0,1.0,2.0,4.0,2.0,,,,,,72.0,14.0,6.7,5.0,1,3.0,,,1.0,6.0,3.0,,4.0,1.0,,,,1.0,4.0,,,,,,,1.0,1.0,,,2.0,1.0,1.0,,1.0,,,,
12544932,home,Al-Shabab,Majed Abdullah,majed-abdullah,M. Abdullah,F,19,186.0,45,M,1847479,EUR,1139788800,F,90,90,True,3.0,3.0,,,0.0,,,3.0,,,,,,,18.0,4.0,6.4,1.0,0,3.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,
12544932,home,Al-Shabab,Nawaf Al Ghulaimish,nawaf-al-ghulaimish,N. A. Ghulaimish,D,66,178.0,46,M,1630170,EUR,1114992000,D,66,66,True,5.0,5.0,,,0.0,4.0,4.0,2.0,2.0,,,,,,12.0,8.0,6.4,1.0,0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,Nawaf Al Ghulaimish,,,,,,,,,,,,,,,,
12544932,home,Al-Shabab,Hamad Al-Khorayef,hamad-al-khorayef,H. Al-Khorayef,F,77,,12,M,1895562,EUR,1132876800,F,77,77,True,,,,,0.0,,,,,,,,,,1.0,,,,0,,,1.0,,1.0,,,,,,,,,,,,Hamad Al-Khorayef,,,,,,,,,,,,,,,,
12544932,home,Al-Shabab,Mohammed Al-Absi,mohammed-al-absi,M. Al-Absi,G,50,180.0,125,M,1168640,EUR,1032825600,G,50,50,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Mohammed Alabsi,,,,,,,,,,,,,,,,
12544932,home,Al-Shabab,Nasser Al Bishi,nasser-al-bishi,N. A. Bishi,M,72,169.0,15,M,1201503,EUR,1023062400,F,28,28,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Nasser Al Bishi,,,,,,,,,,,,,,,,
12544932,home,Al-Shabab,Younes Al-Shanqeeti,al-shanqeeti-younes,Y. Al-Shanqeeti,M,,,44,M,1842132,EUR,1073347200,D,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Younes Al-Shanqeeti,,,,,,,,,,,,,,,,
12544932,away,Al-Ettifaq,Marek Rodák,marek-rodak,M. Rodák,G,1,188.0,518,M,358694,EUR,850435200,G,1,1,False,28.0,17.0,23.0,12.0,0.0,7.0,8.0,20.0,10.0,,2.0,4.0,,,90.0,44.0,7.8,12.0,0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12544932,away,Al-Ettifaq,Radhi Al-Oteibi,radhi-al-oteibi,R. Al-Oteibi,D,61,170.0,28,M,963642,EUR,960768000,D,61,61,False,21.0,20.0,4.0,3.0,0.0,8.0,8.0,16.0,1.0,,,,,,90.0,48.0,6.7,11.0,0,12.0,3.0,,,9.0,4.0,1.0,3.0,4.0,2.0,3.0,1.0,,4.0,2.0,,,,,1.0,,,,,,,,,,,,,
