match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_aerialWon,stat_shotOffTarget,stat_hitWoodwork,stat_outfielderBlock,stat_totalOffside,stat_totalCross,stat_wasFouled,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_bigChanceCreated,stat_goodHighClaim,stat_errorLeadToAShot,stat_clearanceOffLine
14109748,home,Göztepe,Mateusz Lis,mateusz-lis,M. Lis,G,1,192.0,577,M,798375,EUR,857001600,G,1,1,False,True,21.0,12.0,20.0,11.0,0.0,2.0,3.0,10.0,18.0,3.0,4.0,4.0,4.0,1.0,2.0,2.0,90.0,30.0,6.9,10.0,0.0104673,8.9415636775678,1.0,8.925,8.925,0.2909,0,-0.2407,0.21,0.0,-0.2,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109748,home,Göztepe,Taha Altıkardeş,taha-altikardes,T. Altıkardeş,D,4,188.0,271,M,1101279,EUR,1061510400,D,4,4,False,,19.0,16.0,2.0,2.0,0.0,9.0,10.0,7.0,9.0,3.0,6.0,,,,,,90.0,30.0,6.4,5.0,0.046717,55.813917493135,8.0,-5.46,5.04,,1,,0.12,0.2,-0.29,,,,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0149,0.0388,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
14109748,home,Göztepe,Héliton,heliton,Héliton,D,5,196.0,324,M,922725,EUR,816220800,D,5,5,False,,15.0,14.0,4.0,4.0,0.0,9.0,9.0,5.0,6.0,5.0,4.0,,,,,,90.0,26.0,5.9,1.0,0.00571629,54.82941414244,7.0,39.27,18.795,,3,,0.13,0.02,-0.22,,,,6.0,7.0,4.0,1.0,1.0,,,,1.0,0.1471,0.0091,,-0.5,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14109748,home,Göztepe,Malcom Bokele,malcom-bokele,M. Bokele,D,26,193.0,545,M,1122632,EUR,950313600,D,26,26,False,,22.0,19.0,5.0,4.0,0.0,4.0,4.0,15.0,18.0,,4.0,,,,,,89.0,30.0,6.4,4.0,0.0132666,80.386352373218,8.0,16.17,15.015,,1,,0.2,0.05,-0.29,,,,5.0,5.0,3.0,,,2.0,1.0,,,0.0091,,,-0.04,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
14109748,home,Göztepe,Arda Kurtulan,arda-kurtulan,A. Kurtulan,D,2,183.0,386,M,1063395,EUR,1037664000,M,2,2,False,,11.0,9.0,,,0.0,4.0,5.0,5.0,6.0,2.0,3.0,,,,,,90.0,45.0,6.5,18.0,0.0235274,27.56031719896,3.0,19.32,17.325,,1,,0.23,0.03,-0.11,,Arda Kurtulan,,1.0,7.0,5.0,,,3.0,1.0,4.0,1.0,0.1271,,1.0,0.0,,1.0,,,,2.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,,
14109748,home,Göztepe,Anthony Junior Dennis,dennis-anthony-junior,A. J. Dennis,M,30,180.0,461,M,1484438,EUR,1087776000,M,30,30,False,,27.0,25.0,2.0,2.0,0.0,7.0,7.0,18.0,20.0,1.0,7.0,,,,,,90.0,47.0,7.6,7.0,0.0258049,134.44929749132,13.0,-11.97,7.56,,2,,0.17,0.09,0.22,,,,1.0,5.0,7.0,1.0,,1.0,1.0,1.0,1.0,0.0995,0.5745,,0.32,2.0,,,1.0,,1.0,1.0,,,3.0,3.0,3.0,1.0,1.0,,,,,,,
14109748,home,Göztepe,Novatus Miroshi,novatus-miroshi,N. Miroshi,M,20,185.0,3867,M,1103597,EUR,1030924800,M,20,20,False,,21.0,20.0,,,0.0,5.0,5.0,15.0,16.0,1.0,5.0,,,,,,71.0,32.0,6.6,4.0,0.0162273,48.48582121368,7.0,23.835,20.895,,1,,0.18,0.09,-0.05,,,,,2.0,3.0,,1.0,1.0,1.0,3.0,2.0,0.0237,,,-0.05,1.0,,,1.0,,,1.0,,1.0,,,,1.0,,novatus_40,,,,,,
14109748,home,Göztepe,Amine Cherni,cherni-amine,A. Cherni,D,15,181.0,874,M,1094487,EUR,994464000,M,15,15,False,,23.0,17.0,3.0,1.0,0.0,3.0,6.0,14.0,17.0,1.0,2.0,,,,,,90.0,48.0,6.0,18.0,0.108783,114.78168981618,11.0,92.085,25.935,,1,,0.36,0.11,-0.55,,Amine Cherni,,1.0,8.0,4.0,,,3.0,1.0,2.0,5.0,0.0191,,2.0,-0.01,1.0,1.0,,,1.0,12.0,,4.0,,1.0,1.0,,,,,1.0,,,,,
14109748,home,Göztepe,Efkan Bekiroğlu,efkan-bekiroglu,E. Bekiroğlu,M,11,185.0,168,M,800458,EUR,811036800,F,11,11,False,,8.0,6.0,1.0,,0.0,3.0,3.0,3.0,5.0,,2.0,,,,,,51.0,13.0,6.4,6.0,0.00238849,18.775398920948,3.0,2.625,3.57,,0,,-0.08,-0.01,-0.01,,,,1.0,4.0,2.0,,,,,1.0,2.0,,,,,1.0,,,,,2.0,,,,,2.0,1.0,,,,,,,,,
14109748,home,Göztepe,Janderson,janderson,Janderson,F,39,189.0,658,M,1462989,EUR,925948800,F,39,39,False,,23.0,12.0,,,0.0,2.0,2.0,10.0,21.0,,4.0,,,,,,89.0,45.0,6.0,25.0,0.0449632,66.229267220529,8.0,19.425,19.74,,3,,-0.1,0.05,-0.31,,Janderson,,5.0,11.0,9.0,2.0,,,,5.0,3.0,0.4013,0.1437,,-0.35,8.0,1.0,,1.0,,1.0,,,,1.0,3.0,1.0,,,,,1.0,,,,
14109748,home,Göztepe,Juan Santos da Silva,juan,Juan,F,9,176.0,1031,M,1009928,EUR,1015459200,F,9,9,False,,15.0,8.0,2.0,1.0,0.0,2.0,2.0,6.0,13.0,,2.0,,,,,,90.0,31.0,7.1,17.0,0.290418,112.01756068493,9.0,74.865,23.835,,0,,0.12,0.38,-0.11,,,,1.0,6.0,4.0,,,,,7.0,1.0,,,4.0,,2.0,,,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,1.0,,,
14109748,home,Göztepe,Junior Olaitan,junior-olaitan,J. Olaitan,M,15,174.0,5168,M,1124357,EUR,1020902400,M,10,10,True,,16.0,12.0,2.0,1.0,0.0,3.0,3.0,9.0,13.0,,4.0,,,,,,39.0,36.0,6.4,14.0,0.0118812,99.741121361468,11.0,50.4,28.035,,7,,-0.01,0.27,-0.07,,Junior Olaitan,,3.0,5.0,4.0,3.0,,1.0,1.0,2.0,,0.9094,0.2181,,-0.52,2.0,1.0,,,,6.0,,,,,3.0,1.0,3.0,,,,2.0,,,,
14109748,home,Göztepe,Rhaldney,rhaldney,Rhaldney,M,26,184.0,223,M,992024,EUR,911520000,M,6,6,True,,8.0,7.0,1.0,,0.0,4.0,4.0,3.0,4.0,,2.0,,,,,,27.0,11.0,6.0,2.0,0.00694414,31.312042430753,5.0,-0.62999999999999,7.35,,1,,0.03,0.11,-0.03,,,,3.0,4.0,1.0,,,1.0,1.0,,2.0,0.0207,,1.0,-0.09,,,,,,1.0,,,,,,,1.0,,,,,,,,
14109748,home,Göztepe,Allan,allan,Allan,D,3,187.0,118,M,987088,EUR,765417600,D,3,3,True,,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,1.0,3.0,,,0.00188822,17.74473794645,2.0,11.34,13.335,,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
14109748,home,Göztepe,Salem Bouajila,salem-bouajila,S. Bouajila,F,24,188.0,140,M,2029551,EUR,1185926400,F,24,24,True,,,,,,0.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
