match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_fouls,stat_unsuccessfulTouch,stat_shotOffTarget,stat_expectedGoals,stat_dispossessed,stat_outfielderBlock,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_goalAssist,player_sofascoreId
11401912,home,Excelsior,Stijn van Gassel,,,stijn-van-gassel,S. van Gassel,G,1,185,166,M,367118,EUR,845596800,G,1,1,False,True,59.0,35.0,44.0,20.0,17.0,21.0,18.0,38.0,1.0,12.0,1.0,2.0,2.0,3.0,90.0,70.0,7.4,25.0,0.020231,0,-0.0358,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401912,home,Excelsior,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186,201,M,794990,EUR,896745600,D,2,2,False,,33.0,25.0,5.0,4.0,14.0,16.0,13.0,21.0,6.0,1.0,,,,,90.0,66.0,7.6,12.0,0.349207,0,,4.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,3.0,,,,,,,,,,,,,,,,
11401912,home,Excelsior,Casper Widell,,,widell-casper,C. Widell,D,4,192,137,M,1031721,EUR,1052092800,D,5,5,False,,63.0,55.0,15.0,11.0,44.0,49.0,11.0,14.0,2.0,1.0,,,,,90.0,70.0,6.8,8.0,0.00992464,0,,,,4.0,1.0,1.0,,4.0,1.0,,,,3.0,1.0,1.0,,,,,,,,,,,,,
11401912,home,Excelsior,Sven Nieuwpoort,Sven,Nieuwpoort,sven-nieuwpoort,S. Nieuwpoort,D,16,184,8,M,97412,EUR,734659200,D,16,16,False,,50.0,47.0,6.0,5.0,43.0,44.0,4.0,6.0,1.0,6.0,,,,,85.0,54.0,6.6,4.0,0.00183226,0,,,,2.0,,,,1.0,1.0,1.0,,,2.0,,,1.0,,,,,,,,,,,,
11401912,home,Excelsior,Arthur Zagre,Arthur,Zagre,zagre-arthur,A. Zagre,D,12,168,411,M,910053,EUR,1002153600,D,12,12,False,,34.0,27.0,7.0,1.0,18.0,22.0,9.0,13.0,4.0,7.0,,,,,77.0,50.0,6.8,10.0,0.0122631,1,,1.0,,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,,,1.0,1.0,1.0,1.0,0.0282,,,,,,,,,,
11401912,home,Excelsior,Kian Fitz-Jim,,,kian-fitz-jim,K. Fitz-Jim,M,28,173,1158,M,1001945,EUR,1057363200,M,10,10,False,,27.0,26.0,1.0,1.0,8.0,8.0,18.0,19.0,1.0,3.0,,,,,85.0,41.0,6.9,3.0,0.0401011,1,,,,2.0,,,,1.0,4.0,1.0,1.0,,,,1.0,1.0,1.0,0.0241,1.0,,,,,,,,,
11401912,home,Excelsior,Julian Baas,,,julian-baas,J. Baas,M,16,184,147,M,1046143,EUR,1018915200,M,33,33,False,,45.0,40.0,10.0,9.0,26.0,27.0,15.0,20.0,5.0,3.0,3.0,,,,90.0,59.0,7.4,6.0,0.0537836,0,,2.0,1.0,3.0,,,,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,1.0,,,,,,,,
11401912,home,Excelsior,Cisse Sandra,,,cisse-sandra,C. Sandra,M,11,183,563,M,1004449,EUR,1071532800,M,8,8,False,,37.0,34.0,4.0,3.0,25.0,25.0,9.0,13.0,1.0,2.0,1.0,,,,90.0,57.0,7.3,7.0,0.00825362,3,,1.0,,5.0,,,,1.0,2.0,,,,2.0,,,,,0.7692,2.0,1.0,1.0,1.0,2.0,1.0,,,,
11401912,home,Excelsior,Lazaros Lamprou,Lazaros,Lamprou,lazaros-lamprou,L. Lamprou,M,7,177,177,M,823856,EUR,882403200,F,7,7,False,,19.0,14.0,3.0,1.0,3.0,6.0,13.0,18.0,3.0,5.0,2.0,,,,77.0,39.0,7.4,12.0,0.604287,1,,5.0,2.0,2.0,2.0,1.0,2.0,,1.0,,,3.0,,,1.0,3.0,,0.1251,,,,1.0,,,,,,
11401912,home,Excelsior,Troy Parrott,,,troy-parrott,T. Parrott,F,9,185,10474,M,966555,EUR,1012780800,F,9,9,False,,19.0,13.0,,,5.0,7.0,8.0,12.0,4.0,3.0,1.0,,,,77.0,37.0,6.8,13.0,0.0246717,3,,,,9.0,1.0,1.0,,1.0,,1.0,1.0,2.0,5.0,1.0,1.0,4.0,1.0,0.5463,3.0,,,1.0,1.0,,1.0,1.0,,
11401912,home,Excelsior,Couhaib Driouech,,,couhaib-driouech,C. Driouech,F,11,175,4625,M,1047395,EUR,1019001600,F,14,14,False,,15.0,13.0,,,4.0,4.0,10.0,16.0,3.0,4.0,,,,,89.0,43.0,6.4,17.0,0.0148289,3,,5.0,1.0,13.0,4.0,3.0,,2.0,1.0,,,,,,3.0,3.0,2.0,0.2727,7.0,1.0,2.0,1.0,,,1.0,,,
11401912,home,Excelsior,Ian Smeulers,,,ian-smeulers,I. Smeulers,D,,174,14,M,856742,EUR,947635200,D,28,28,True,,7.0,7.0,,,4.0,4.0,3.0,3.0,1.0,1.0,,,,,13.0,13.0,6.8,1.0,0.00147655,0,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,
11401912,home,Excelsior,Derensili Sanches Fernandes,,,derensili-sanches-fernandes,D. S. Fernandes,M,30,176,146,M,1046142,EUR,991008000,F,30,30,True,,8.0,6.0,,,,,6.0,9.0,,2.0,,,,,13.0,11.0,6.7,4.0,0.157204,0,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,
11401912,home,Excelsior,Nikolas Agrafiotis,Nikolas Agrafiotis,,nikolas-agrafiotis,N. Agrafiotis,F,25,190,138,M,1036005,EUR,956620800,F,19,19,True,,8.0,3.0,1.0,,,,3.0,8.0,6.0,,1.0,,,,13.0,14.0,6.7,6.0,0.00281023,2,,,,,,,,1.0,,1.0,,,,4.0,,1.0,1.0,0.1295,,,,1.0,,,1.0,,,
11401912,home,Excelsior,Noah Naujoks,,,noah-naujoks,N. Naujoks,M,10,183,201,M,1048487,EUR,1020297600,M,15,15,True,,4.0,2.0,1.0,,,2.0,2.0,2.0,1.0,3.0,,,,,16.0,9.0,6.6,3.0,0.00312017,0,,,,2.0,,,,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,
11401912,home,Excelsior,Richie Omorowa,,,richie-omorowa,R. Omorowa,F,93,181,182,M,1104954,EUR,1080604800,F,17,17,True,,3.0,1.0,,,,,1.0,3.0,,,,,,,16.0,6.0,6.5,3.0,0.0009734,1,,,,1.0,,,,,,,,,,,1.0,1.0,,0.1524,,,,,1.0,,,,,
11401912,home,Excelsior,Mimeirhel Benita,Mimeirhel Benita,,mimeirhel-benita,M. Benita,D,2,176,216,M,1130308,EUR,1069027200,D,22,22,True,,,,,,,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
