match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_challengeLost,stat_wasFouled,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_goals,stat_totalOffside,stat_errorLeadToAShot,stat_errorLeadToAGoal,stat_accurateCross,stat_hitWoodwork
10385719,home,Nottingham Forest,Keylor Navas,keylor-navas,K. Navas,G,1,185,13049,M,keylornavas_1,56113,EUR,534988800,G,12,12,False,23.0,8.0,19.0,4.0,5.0,5.0,3.0,18.0,1.0,10.0,2.0,3.0,3.0,1.0,89.0,29.0,7.1,15.0,0.0,0.0,0.00100215,0,0.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385719,home,Nottingham Forest,Joe Worrall,joe-worrall,J. Worrall,D,4,193,320,M,,838399,EUR,852854400,D,4,4,False,25.0,11.0,18.0,5.0,6.0,6.0,5.0,19.0,6.0,2.0,,,,,90.0,40.0,6.8,18.0,0.0963,0.0,0.00261766,1,,True,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10385719,home,Nottingham Forest,Felipe,felipe,Felipe,D,,191,773,M,,242211,EUR,611280000,D,38,38,False,11.0,7.0,3.0,2.0,4.0,4.0,3.0,7.0,2.0,7.0,,,,,79.0,26.0,7.3,6.0,0.1116,0.0,0.0441697,1,,,2.0,2.0,3.0,5.0,,2.0,2.0,1.0,,,1.0,1.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,,
10385719,home,Nottingham Forest,Moussa Niakhaté,moussa-niakhate,M. Niakhaté,D,19,190,8301,M,niakhate,758168,EUR,826243200,D,19,19,False,13.0,9.0,4.0,1.0,3.0,4.0,6.0,10.0,1.0,4.0,,,,,90.0,30.0,7.0,12.0,0.0,0.0,0.0435828,0,,,,1.0,2.0,4.0,,3.0,2.0,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,
10385719,home,Nottingham Forest,Serge Aurier,serge-aurier,S. Aurier,D,,176,2934,M,Serge_aurier,105697,EUR,725155200,M,24,24,False,16.0,11.0,3.0,1.0,6.0,7.0,5.0,10.0,4.0,4.0,,,,,90.0,33.0,7.1,8.0,0.0,0.0,0.0191515,0,,,3.0,,3.0,5.0,,2.0,1.0,,,,3.0,3.0,,1.0,2.0,,1.0,,,,,,,,,,,,
10385719,home,Nottingham Forest,Ryan Yates,ryan-yates,R. Yates,M,22,190,881,M,,846252,EUR,880070400,M,22,22,False,12.0,7.0,2.0,,7.0,9.0,,4.0,4.0,6.0,,,,,90.0,23.0,6.7,6.0,0.0,0.0,0.00019296,0,,,1.0,,4.0,4.0,,2.0,1.0,4.0,,,,,,,,,1.0,,2.0,,,,,,,,,,
10385719,home,Nottingham Forest,Orel Mangala,orel-mangala,O. Mangala,M,5,178,1576,M,,793988,EUR,890179200,M,5,5,False,8.0,5.0,,,2.0,2.0,3.0,6.0,1.0,5.0,,,,,90.0,21.0,6.9,4.0,0.0,0.0,0.00036148,0,,,2.0,,4.0,4.0,,1.0,1.0,1.0,,,,,,3.0,,,,,3.0,1.0,,,,,,,,,
10385719,home,Nottingham Forest,Renan Lodi,renan-lodi,R. Lodi,D,16,173,4176,M,renan_lodi,851150,EUR,891993600,M,32,32,False,11.0,5.0,5.0,2.0,2.0,5.0,3.0,9.0,2.0,5.0,,,,,90.0,26.0,6.9,9.0,0.0414,0.0,0.0835292,1,,,,1.0,4.0,8.0,1.0,4.0,1.0,,,,,,,1.0,,,3.0,4.0,3.0,,,,,,,,,,
10385719,home,Nottingham Forest,Morgan Gibbs-White,morgan-gibbs-white,M. Gibbs-White,M,10,171,6974,M,Morgangibbs27,865912,EUR,948931200,F,10,10,False,18.0,7.0,4.0,1.0,3.0,5.0,4.0,14.0,1.0,8.0,,,,,90.0,34.0,6.9,14.0,0.1956,0.0266,0.00880392,2,,,11.0,2.0,13.0,6.0,1.0,1.0,1.0,1.0,,,3.0,2.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,
10385719,home,Nottingham Forest,Danilo,danilo,Danilo,M,8,177,5250,M,Danilo,1064039,EUR,988502400,F,28,28,False,7.0,2.0,1.0,,1.0,4.0,1.0,3.0,,4.0,,,,,73.0,20.0,6.8,9.0,0.0,0.0,0.0101298,0,,,,,1.0,1.0,,,,,,,1.0,1.0,,1.0,2.0,2.0,,,,1.0,,,1.0,,,,,,
