match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_keyPass,stat_aerialLost,stat_ownGoals,stat_totalCross,stat_dispossessed,stat_wonContest,stat_bigChanceMissed,stat_goalAssist,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceCreated,captain,stat_outfielderBlock
11453019,home,Al-Ahli,Edouard Mendy,,,edouard-mendy,E. Mendy,G,16,195.0,19839,M,edou_mendy,845074,EUR,699408000,G,16,16,False,23.0,17.0,11.0,5.0,14.0,15.0,3.0,8.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,28.0,6.6,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453019,home,Al-Ahli,Bassam Al-Hurayji,Mohammed Bassam Alhurayji,,bassam-al-hurayji,B. Al-Hurayji,D,66,175.0,126,M,,1085357,EUR,954288000,D,6,6,False,37.0,32.0,3.0,,21.0,25.0,11.0,12.0,7.0,1.0,,,,,,90.0,52.0,7.0,8.0,1,1.0,1.0,5.0,1.0,2.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11453019,home,Al-Ahli,Roger Ibañez,,,roger-ibanez,R. Ibañez,D,3,185.0,2314,M,,888949,EUR,911779200,D,3,3,False,75.0,65.0,10.0,4.0,49.0,54.0,16.0,21.0,7.0,,,,,,,90.0,88.0,7.6,11.0,1,2.0,3.0,3.0,,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,
11453019,home,Al-Ahli,Abdulbaset Hindi,,,abdulbaset-hindi,A. Hindi,D,37,181.0,80,M,,949218,EUR,854841600,D,37,37,False,71.0,65.0,7.0,5.0,47.0,50.0,18.0,21.0,4.0,,,,,,,90.0,76.0,6.6,6.0,0,1.0,3.0,3.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,2.0,1.0,,,,,,,,,,,
11453019,home,Al-Ahli,Abdullah Al-Amar,,,abdullah-al-amar,A. Al-Amar,D,,177.0,110,M,,817911,EUR,762480000,D,15,15,False,30.0,27.0,1.0,1.0,16.0,17.0,11.0,15.0,8.0,,,,,,,89.0,45.0,6.4,9.0,0,,7.0,3.0,,,2.0,1.0,,2.0,2.0,2.0,,,,1.0,,,2.0,2.0,1.0,,,,,,,,
11453019,home,Al-Ahli,Mohammed Al-Majhad,,,mohammed-al-majhad,M. Al-Majhad,M,29,177.0,80,M,,893260,EUR,900547200,M,29,29,False,36.0,27.0,10.0,5.0,11.0,15.0,16.0,21.0,4.0,,,,,,,78.0,45.0,6.8,11.0,0,,4.0,3.0,,,2.0,2.0,1.0,,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,
11453019,home,Al-Ahli,Franck Kessié,,,franck-kessie,F. Kessié,M,79,183.0,43381,M,franckkessie,359226,EUR,850953600,M,79,79,False,29.0,27.0,1.0,,20.0,22.0,7.0,7.0,6.0,2.0,,,,,,50.0,37.0,6.3,6.0,1,,5.0,,,1.0,,,,1.0,,,1.0,,,,3.0,,,1.0,,1.0,,,,,,,
11453019,home,Al-Ahli,Riyad Mahrez,,,riyad-mahrez,R. Mahrez,M,7,179.0,70718,M,RMahrez,158213,EUR,667094400,M,7,7,False,35.0,30.0,3.0,2.0,12.0,12.0,20.0,29.0,5.0,2.0,,,,,,90.0,55.0,8.2,14.0,5,1.0,7.0,4.0,2.0,,,,2.0,2.0,,2.0,2.0,1.0,,1.0,2.0,,6.0,2.0,1.0,,1.0,2.0,1.0,1.0,,,
11453019,home,Al-Ahli,Gabri Veiga,,,gabri-veiga,G. Veiga,M,10,184.0,5191,M,,1010505,EUR,1022457600,M,24,24,False,22.0,19.0,2.0,2.0,5.0,6.0,14.0,17.0,4.0,1.0,,,,,,90.0,36.0,7.3,7.0,3,,5.0,4.0,1.0,,1.0,,2.0,1.0,2.0,3.0,,,,4.0,,,1.0,,1.0,1.0,1.0,,2.0,,2.0,,
11453019,home,Al-Ahli,Allan Saint-Maximin,,,allan-saint-maximin,A. Saint-Maximin,F,9,173.0,12636,M,st_maximin,347010,EUR,858124800,M,97,97,False,23.0,18.0,2.0,2.0,6.0,6.0,12.0,18.0,6.0,4.0,,,,,,89.0,43.0,7.8,14.0,2,2.0,6.0,9.0,1.0,,3.0,2.0,2.0,,2.0,2.0,1.0,1.0,,2.0,2.0,,1.0,2.0,2.0,,,,,,,,
