match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_unsuccessfulTouch,stat_dispossessed,stat_blockedScoringAttempt,stat_fouls,stat_totalOffside,captain,stat_totalCross,stat_accurateCross,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_penaltyConceded,stat_shotOffTarget,stat_totalContest,stat_onTargetScoringAttempt,stat_wonContest,stat_goals,player_sofascoreId
10388492,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,36.0,22.0,27.0,13.0,11.0,12.0,11.0,24.0,1.0,1.0,1.0,1.0,11.0,1.0,3.0,3.0,1.0,4.0,1.0,90.0,48.0,7.2,14.0,0.0,0.0,0.00300596,0,0.3796,,,,,,,,,,,,,,,,,,,,,,,,,,
10388492,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,45.0,30.0,9.0,2.0,18.0,23.0,12.0,22.0,5.0,5.0,5.0,4.0,5.0,2.0,,,,,,90.0,57.0,6.7,15.0,0.0,0.0,0.00903272,0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10388492,home,1. FC Union Berlin,Robin Knoche,robin-knoche,R. Knoche,D,31,190,148,M,130433,EUR,706492800,D,31,31,False,60.0,49.0,12.0,5.0,33.0,37.0,16.0,23.0,2.0,4.0,5.0,4.0,15.0,1.0,,,,,,90.0,70.0,6.7,12.0,0.0,0.0,0.0104066,0,,,,2.0,,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
10388492,home,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,69.0,52.0,7.0,1.0,30.0,35.0,22.0,34.0,6.0,10.0,4.0,8.0,12.0,,,,,,,90.0,84.0,6.3,18.0,0.0195,0.0,0.0141606,1,,,,4.0,,1.0,,,1.0,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,
10388492,home,1. FC Union Berlin,Christopher Trimmel,christopher-trimmel,C. Trimmel,M,28,189,354,M,48557,EUR,541123200,M,28,28,False,29.0,16.0,8.0,1.0,6.0,8.0,12.0,28.0,1.0,3.0,3.0,,7.0,,,,,,,90.0,51.0,6.3,24.0,0.0,0.0,0.150313,0,,,,3.0,,,,,2.0,2.0,,,,,True,7.0,2.0,1.0,,,,,,,,,
10388492,home,1. FC Union Berlin,Paul Seguin,paul-seguin,P. Seguin,M,30,186,138,M,253687,EUR,796435200,M,14,14,False,26.0,18.0,3.0,2.0,7.0,7.0,13.0,23.0,,6.0,1.0,1.0,4.0,,,,,,,79.0,39.0,6.3,14.0,0.0156,0.0,0.577205,1,,,,1.0,,,,,1.0,1.0,3.0,1.0,3.0,,,4.0,2.0,1.0,1.0,1.0,1.0,,,,,,
10388492,home,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,35.0,22.0,5.0,,7.0,9.0,15.0,26.0,,1.0,6.0,2.0,4.0,,,,,,,90.0,41.0,6.7,13.0,0.0658,0.0,0.0143051,1,,,,4.0,,,2.0,2.0,,,,,1.0,,,,,,,,,1.0,,,,,
10388492,home,1. FC Union Berlin,Janik Haberer,janik-haberer,J. Haberer,M,19,187,178,M,168985,EUR,765244800,M,19,19,False,31.0,25.0,3.0,1.0,12.0,16.0,13.0,17.0,1.0,5.0,2.0,,6.0,1.0,,,,,,69.0,40.0,6.2,13.0,0.0,0.0,0.0196875,0,,,,1.0,,,,,1.0,3.0,1.0,,1.0,,,2.0,,,,,,,1.0,,,,
10388492,home,1. FC Union Berlin,Jérôme Roussillon,jerome-roussillon,J. Roussillon,D,21,175,187,M,146500,EUR,726278400,M,26,26,False,40.0,29.0,3.0,1.0,18.0,24.0,12.0,21.0,1.0,3.0,2.0,2.0,5.0,1.0,,,,,,79.0,68.0,6.8,21.0,0.095,0.0851,0.0325174,2,,,,,,,1.0,,,2.0,,,1.0,,,5.0,1.0,,,,,1.0,1.0,1.0,,,
10388492,home,1. FC Union Berlin,Sheraldo Becker,sheraldo-becker,S. Becker,F,23,180,1505,M,352544,EUR,792288000,F,27,27,False,13.0,4.0,,,,,5.0,15.0,2.0,6.0,2.0,,,1.0,,,,,,89.0,23.0,6.4,12.0,0.0547,0.0,0.0424186,2,,,,1.0,,,,,1.0,,2.0,2.0,1.0,,,2.0,1.0,1.0,,,,,,,,,
