match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_ownGoals,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,player_sofascoreId,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_interceptionWon,stat_challengeLost,stat_shotOffTarget,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAShot
13472750,home,Fortaleza,João Ricardo,joao-ricardo,J. Ricardo,G,1,188,675,M,839761,EUR,589507200,G,1,1,False,12.0,10.0,5.0,3.0,0.0,8.0,8.0,2.0,4.0,6.0,1.0,1.0,1.0,90.0,22.0,5.9,3.0,0.00035049,0,-1.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472750,home,Fortaleza,Emanuel Brítez,emanuel-britez,E. Brítez,D,33,178,532,M,789395,EUR,701568000,D,33,33,False,46.0,35.0,4.0,1.0,0.0,7.0,7.0,28.0,39.0,3.0,,,,90.0,78.0,6.4,21.0,0.137703,0,,True,4.0,1.0,1.0,3.0,6.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,
13472750,home,Fortaleza,David Luiz,david-luiz,D. Luiz,D,4,189,22748,M,21300,EUR,546048000,D,23,23,False,47.0,43.0,2.0,1.0,0.0,27.0,28.0,16.0,19.0,4.0,,,,90.0,58.0,6.8,6.0,0.00832079,2,,,,,2.0,5.0,4.0,7.0,,,,3.0,1.0,1.0,1.0,2.0,1.0,,,davidluiz23,1.0,1.0,1.0,2.0,0.0994,0.0673,,,,,,,,,,,,,
13472750,home,Fortaleza,Gustavo Mancha,gustavo-mancha,G. Mancha,D,39,190,583,M,2034540,EUR,1089849600,D,39,39,False,62.0,55.0,10.0,5.0,0.0,25.0,27.0,30.0,35.0,4.0,,,,90.0,70.0,6.9,7.0,0.0174019,2,,,,,1.0,1.0,1.0,5.0,,,,2.0,3.0,2.0,1.0,,,,,,1.0,1.0,,,0.1175,0.2173,,,,,,,,,,,,,
13472750,home,Fortaleza,Bruno Pacheco,bruno-pacheco,B. Pacheco,D,91,174,374,M,870691,EUR,692150400,D,6,6,False,33.0,27.0,2.0,,0.0,5.0,5.0,22.0,28.0,4.0,,,,90.0,51.0,6.5,8.0,0.0169115,0,,,,,2.0,2.0,5.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,
13472750,home,Fortaleza,Emmanuel Martínez,emmanuel-martinez,E. Martinez,M,6,177,616,M,794312,EUR,770688000,M,8,8,False,43.0,40.0,,,0.0,16.0,17.0,24.0,26.0,4.0,,,,60.0,47.0,6.5,3.0,0.0736917,2,,,1.0,1.0,1.0,1.0,6.0,2.0,,,,,1.0,1.0,,3.0,2.0,,,,,2.0,,,0.0325,,,2.0,,,,,,,,,,,
13472750,home,Fortaleza,Zé Welison,ze-welison,Zé Welison,M,28,177,354,M,551422,EUR,794880000,M,17,17,False,42.0,34.0,5.0,2.0,0.0,13.0,14.0,21.0,28.0,6.0,,,,90.0,60.0,7.0,13.0,0.027035,1,,,3.0,,,2.0,6.0,6.0,1.0,,,1.0,3.0,3.0,1.0,2.0,3.0,,,,,,,,0.0164,,2.0,3.0,1.0,,,,,,,,,,
13472750,home,Fortaleza,Marinho,marinho,Marinho,M,7,169,2296,M,798127,EUR,643939200,M,11,11,False,19.0,13.0,3.0,1.0,0.0,,,13.0,19.0,1.0,,,,60.0,47.0,6.3,17.0,0.0558794,6,,,1.0,1.0,1.0,,12.0,6.0,4.0,2.0,,,2.0,,4.0,4.0,1.0,,,,1.0,3.0,,3.0,0.2392,0.0343,,1.0,2.0,1.0,,,,,,,,,
13472750,home,Fortaleza,Tomás Pochettino,tomas-pochettino,T. Pochettino,M,7,178,994,M,824626,EUR,823132800,M,7,7,False,28.0,19.0,4.0,2.0,0.0,4.0,6.0,15.0,22.0,5.0,,,,90.0,63.0,7.1,28.0,0.226342,4,,,17.0,5.0,1.0,,7.0,3.0,2.0,5.0,2.0,,1.0,,,,5.0,,,,2.0,1.0,,1.0,0.0846,0.0567,1.0,1.0,1.0,1.0,,,,,,,,,
13472750,home,Fortaleza,Breno Lopes,breno-lopes,B. Lopes,M,26,178,1395,M,937552,EUR,822441600,M,26,26,False,30.0,26.0,2.0,2.0,0.0,6.0,7.0,20.0,23.0,3.0,,,,77.0,53.0,7.6,14.0,0.181851,5,,,9.0,1.0,1.0,,2.0,4.0,1.0,1.0,1.0,,,,3.0,,3.0,,,,1.0,1.0,,,0.2647,0.1752,,,3.0,1.0,1.0,1.0,,,,,,,
13472750,home,Fortaleza,Deyverson,deyverson,Deyverson,F,16,185,4460,M,270287,EUR,673660800,F,18,18,False,15.0,12.0,1.0,1.0,0.0,2.0,3.0,10.0,12.0,1.0,,,,77.0,27.0,7.1,7.0,0.0647058,5,,,1.0,,2.0,1.0,3.0,2.0,1.0,,,,,,1.0,,3.0,,,,1.0,1.0,,1.0,0.2682,0.0827,,,3.0,2.0,,1.0,1.0,,,,,,
13472750,home,Fortaleza,Calebe Gonçalves,calebe,Calebe,M,20,173,641,M,1046796,EUR,957052800,M,10,10,True,8.0,5.0,,,0.0,1.0,1.0,4.0,7.0,,,,,30.0,15.0,6.8,5.0,0.0366118,1,,,2.0,1.0,,1.0,,3.0,,,,,1.0,1.0,1.0,,1.0,Calebe,,,,1.0,,1.0,0.03,,,,,,,,,,,,,,
