match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotOffTarget,stat_totalTackle,stat_penaltyConceded,stat_fouls,stat_wonContest,stat_blockedScoringAttempt,stat_wonTackle,player_sofascoreId,captain,stat_goalAssist,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_bigChanceMissed,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_accurateCross,player_lastName,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_penaltyWon
11352421,home,Brighton & Hove Albion,Jason Steele,jason-steele,J. Steele,G,23,188,538,M,31867,EUR,650937600,G,23,23,False,28.0,19.0,17.0,8.0,16.0,20.0,3.0,8.0,1.0,8.0,1.0,1.0,1.0,90.0,35.0,6.8,9.0,0.00118782,0,-0.0111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352421,home,Brighton & Hove Albion,Jack Hinshelwood,jack-hinshelwood,J. Hinshelwood,D,13,182,1561,M,1142315,EUR,1113177600,D,41,41,False,25.0,22.0,2.0,2.0,12.0,13.0,10.0,12.0,3.0,,,,,73.0,39.0,8.3,5.0,0.124002,1,,Jack Hinshelwood,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.1585,0.6315,1.0,,,,,,,,,,,,,,,,,,,,,,,
11352421,home,Brighton & Hove Albion,Jan Paul van Hecke,jan-paul-van-hecke,J. P. van Hecke,D,6,189,3186,M,962012,EUR,960422400,D,29,29,False,68.0,58.0,8.0,5.0,30.0,34.0,28.0,34.0,2.0,6.0,,,,90.0,77.0,6.9,10.0,0.0278022,2,,,,6.0,1.0,7.0,,,1.0,,,,1.0,0.143,0.2493,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11352421,home,Brighton & Hove Albion,Igor Júlio,igor-julio,I. Júlio,D,3,185,1338,M,842513,EUR,886809600,D,3,3,False,79.0,77.0,1.0,1.0,37.0,39.0,40.0,40.0,2.0,10.0,,,,90.0,89.0,7.6,2.0,0.018892,1,,,2.0,5.0,2.0,8.0,1.0,,,,,1.0,1.0,0.0627,,,,2.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,
11352421,home,Brighton & Hove Albion,Pascal Groß,pascal-gross,P. Groß,M,30,181,4733,M,48480,EUR,676944000,D,13,13,False,66.0,58.0,7.0,5.0,7.0,8.0,51.0,60.0,,5.0,,,,90.0,86.0,8.3,14.0,0.311937,3,,,1.0,2.0,5.0,5.0,,,1.0,1.0,,,,0.3989,0.4204,1.0,1.0,2.0,,,,1.0,,pascalgross65,True,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,
11352421,home,Brighton & Hove Albion,Carlos Baleba,baleba-carlos,C. Baleba,M,17,179,25912,M,1199043,EUR,1073088000,M,20,20,False,66.0,61.0,4.0,3.0,35.0,36.0,26.0,30.0,3.0,8.0,,,,84.0,75.0,7.2,8.0,0.0137559,0,,,1.0,3.0,5.0,5.0,,,,,,,1.0,,,2.0,,2.0,,2.0,,,2.0,carlos_baleba,,,,,2.0,,,1.0,,,,,,,
11352421,home,Brighton & Hove Albion,Billy Gilmour,gilmour-billy,B. Gilmour,M,6,169,4342,M,907668,EUR,992217600,M,11,11,False,79.0,72.0,5.0,5.0,25.0,28.0,50.0,57.0,1.0,5.0,,,,90.0,101.0,7.4,16.0,0.275169,1,,,1.0,3.0,6.0,5.0,2.0,,,,,1.0,1.0,0.0498,,3.0,,,,1.0,,1.0,,billygilmour,,,6.0,1.0,1.0,,,3.0,2.0,3.0,,,,,
11352421,home,Brighton & Hove Albion,Simon Adingra,simon-adingra,S. Adingra,M,24,175,53010,M,1110842,EUR,1009843200,M,24,24,False,30.0,23.0,2.0,,3.0,3.0,20.0,29.0,2.0,3.0,,,,84.0,50.0,7.6,15.0,0.0609917,4,,,,,5.0,6.0,7.0,,2.0,,,,,0.2108,0.6524,2.0,2.0,1.0,,1.0,3.0,,1.0,simon.adingra,,,2.0,,,,,2.0,2.0,,,1.0,,,
11352421,home,Brighton & Hove Albion,Facundo Buonanotte,facundo-buonanotte,F. Buonanotte,M,40,174,18092,M,1117025,EUR,1103760000,M,40,40,False,29.0,26.0,1.0,1.0,5.0,6.0,21.0,23.0,,7.0,,,,69.0,43.0,6.7,8.0,0.130083,1,,Facundo Buonanotte,2.0,,9.0,6.0,2.0,,,,,,,0.0267,,1.0,1.0,3.0,,3.0,1.0,,2.0,facubuonanotte_,,,,1.0,2.0,,,2.0,2.0,,,,,,
11352421,home,Brighton & Hove Albion,Kaoru Mitoma,mitoma-kaoru,K. Mitoma,M,22,178,20820,M,936849,EUR,864086400,M,22,22,False,65.0,52.0,1.0,,8.0,10.0,45.0,57.0,1.0,3.0,,,,90.0,85.0,7.3,22.0,0.242681,1,,,1.0,1.0,10.0,5.0,8.0,,,,,1.0,,0.0268,,3.0,1.0,1.0,,2.0,3.0,,,KaoruM,,1.0,2.0,2.0,,,,3.0,,1.0,,,,,
