match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_penaltyConceded,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_totalOffside,captain,player_sofascoreId,stat_crossNotClaimed,stat_goodHighClaim,stat_penaltyWon,stat_goals
11067650,home,Internacional,Sergio Rochet,sergio-rochet,S. Rochet,G,1,190,2554,M,581060,EUR,732844800,G,33,33,False,29.0,25.0,7.0,3.0,22.0,23.0,3.0,6.0,1.0,2.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,90.0,38.0,6.5,4.0,0.0,0.0,0.0022178,0,0.1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067650,home,Internacional,Igor Gomes,igor-gomes,I. Gomes,D,25,186,325,M,997023,EUR,983836800,D,21,21,False,79.0,69.0,5.0,,33.0,37.0,38.0,44.0,,11.0,6.0,4.0,3.0,9.0,,,,,,,90.0,118.0,7.4,16.0,0.0409,0.0,0.307414,1,,,,2.0,2.0,2.0,7.0,1.0,1.0,1.0,2.0,5.0,5.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,
11067650,home,Internacional,Vitão,vitao,Vitão,D,44,185,3503,M,876625,EUR,949449600,D,44,44,False,57.0,51.0,2.0,1.0,28.0,30.0,23.0,27.0,1.0,2.0,,,1.0,5.0,,,,,,,62.0,61.0,6.8,6.0,0.0,0.0,0.00821497,0,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,
11067650,home,Internacional,Nicolás Hernández,nicolas-hernandez,N. Hernández,D,22,180,256,M,887155,EUR,885081600,D,22,22,False,84.0,77.0,2.0,1.0,44.0,46.0,33.0,38.0,1.0,4.0,,,1.0,6.0,,,,,,,90.0,93.0,7.5,7.0,0.0548,0.0,0.0221992,1,,,,,,,1.0,,,,,2.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,
11067650,home,Internacional,Carlos De Pena,carlos-de-pena,Carlos De Pena,M,27,177,495,M,311394,EUR,700272000,D,14,14,False,30.0,23.0,1.0,1.0,9.0,11.0,14.0,22.0,2.0,4.0,,,1.0,1.0,,,,,,,45.0,41.0,6.3,11.0,0.0121,0.0,0.0401568,1,,,,3.0,,,3.0,,,,,2.0,1.0,,,3.0,,,1.0,,1.0,,,,,,,,,
11067650,home,Internacional,Bruno Henrique,bruno-henrique,B. Henrique,M,8,180,899,M,345113,EUR,624931200,M,8,8,False,57.0,50.0,1.0,1.0,16.0,17.0,38.0,50.0,,2.0,,,,6.0,,,,,,,76.0,76.0,7.4,15.0,0.0729,0.2117,0.131498,3,,,,10.0,4.0,5.0,8.0,2.0,,1.0,,,,2.0,2.0,1.0,4.0,,,,,2.0,1.0,,,,,,,
11067650,home,Internacional,Gabriel Girotto,gabriel-girotto,Gabriel,M,6,171,540,M,242052,EUR,710726400,M,23,23,False,102.0,96.0,5.0,4.0,41.0,43.0,55.0,59.0,1.0,4.0,,,1.0,7.0,,,,,,,90.0,113.0,7.2,8.0,0.0,0.0,0.142597,0,,,,,,1.0,4.0,,1.0,,2.0,2.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,
11067650,home,Internacional,Matheus Dias,dias-matheus,Matheus Dias,M,6,187,234,M,1020610,EUR,1020902400,M,41,41,False,16.0,13.0,,,3.0,4.0,12.0,16.0,1.0,8.0,3.0,3.0,1.0,2.0,,,,,,,45.0,35.0,7.4,8.0,0.0,0.0,0.0857831,0,,,,4.0,2.0,,3.0,1.0,1.0,,2.0,4.0,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,
11067650,home,Internacional,Pedro Henrique,pedro-henrique,P. Henrique,M,7,179,1742,M,219190,EUR,645580800,M,28,28,False,21.0,17.0,,,7.0,7.0,10.0,16.0,4.0,7.0,4.0,1.0,1.0,3.0,,,,,,,90.0,39.0,6.5,11.0,0.3729,0.0,0.0103409,3,,,,2.0,,3.0,11.0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,1.0,,,,,,
11067650,home,Internacional,Mauricio,mauricio,Mauricio,M,18,174,5655,M,986233,EUR,993168000,M,27,27,False,32.0,23.0,2.0,,7.0,9.0,16.0,25.0,,3.0,3.0,2.0,,8.0,,,,,,,62.0,44.0,6.7,13.0,0.0866,0.0,0.0964461,2,,,,2.0,,2.0,4.0,1.0,,1.0,,,,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,,,
