match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_accurateCross,stat_wasFouled,stat_keyPass,stat_shotOffTarget,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_goodHighClaim,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
12451015,home,Saint-Étienne,Gautier Larsonneur,,,gautier-larsonneur,G. Larsonneur,G,30,181.0,266,M,810526,EUR,856656000,G,30,30,False,True,21.0,13.0,9.0,2.0,0.0,13.0,16.0,5.0,1.0,1.0,2.0,7.0,3.0,6.0,1.0,90.0,35.0,7.6,8.0,8.969e-05,0,0.8255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451015,home,Saint-Étienne,Dennis Appiah,,,dennis-appiah,D. Appiah,D,8,179.0,168,M,123164,EUR,708048000,D,8,8,False,,52.0,44.0,4.0,,0.0,13.0,15.0,38.0,1.0,3.0,6.0,5.0,,,,89.0,74.0,6.8,11.0,0.151927,1,,31.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0539,0.0738,,,,,,,,,,,,,,,
12451015,home,Saint-Étienne,Léo Pétrot,,,leo-petrot,L. Pétrot,D,21,188.0,232,M,827504,EUR,861062400,D,19,19,False,,43.0,39.0,2.0,,0.0,27.0,30.0,13.0,2.0,3.0,9.0,5.0,,,,90.0,57.0,6.9,4.0,0.0135723,0,,12.0,,1.0,,,1.0,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,
12451015,home,Saint-Étienne,Mickael Nade,,,mickael-nade,M. Nade,D,3,186.0,169,M,865847,EUR,920505600,D,3,3,False,,48.0,47.0,1.0,1.0,0.0,25.0,26.0,22.0,3.0,5.0,8.0,6.0,,,,90.0,61.0,6.7,2.0,0.00767385,0,,22.0,,5.0,3.0,1.0,,,,2.0,2.0,1.0,,,,,,,2.0,,,,,,,,,,,
12451015,home,Saint-Étienne,Pierre Cornud,,,pierre-cornud,P. Cornud,D,27,177.0,101,M,900697,EUR,850348800,D,17,17,False,,56.0,45.0,8.0,2.0,0.0,20.0,24.0,37.0,2.0,8.0,7.0,7.0,,,,90.0,85.0,7.0,17.0,0.0586766,0,,26.0,5.0,2.0,2.0,,1.0,,,4.0,2.0,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,
12451015,home,Saint-Étienne,Benjamin Bouchouari,,,benjamin-bouchouari,B. Bouchouari,M,8,165.0,2363,M,1046446,EUR,1005609600,M,6,6,False,,65.0,57.0,,,0.0,13.0,14.0,53.0,1.0,5.0,,5.0,,,,90.0,86.0,6.9,17.0,0.126699,1,,45.0,2.0,7.0,,3.0,4.0,,,2.0,2.0,,,0.0176,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,
12451015,home,Saint-Étienne,Pierre Ekwah,,,pierre-ekwah,P. Ekwah,M,4,187.0,490,M,996908,EUR,1011052800,M,4,4,False,,70.0,63.0,5.0,5.0,0.0,27.0,30.0,40.0,2.0,8.0,4.0,11.0,,,,90.0,96.0,7.8,10.0,0.0643383,1,,36.0,,4.0,1.0,1.0,,,,4.0,3.0,2.0,,0.0455,,,,1.0,5.0,,2.0,,,2.0,1.0,,,,,
12451015,home,Saint-Étienne,Louis Mouton,Louis Mouton,,louis-mouton,L. Mouton,M,6,180.0,136,M,1172936,EUR,1023062400,M,14,14,False,,30.0,26.0,1.0,1.0,0.0,10.0,11.0,19.0,2.0,3.0,1.0,2.0,,,,45.0,34.0,6.6,5.0,0.0281124,1,,16.0,,5.0,1.0,1.0,,,,1.0,,2.0,,0.0673,,1.0,,,,,,,1.0,,,,,,,
12451015,home,Saint-Étienne,Augustine Boakye,Augustine Boakye,,augustine-boakye,A. Boakye,F,20,178.0,540,M,1138352,EUR,973209600,F,20,20,False,,22.0,15.0,,,0.0,2.0,3.0,20.0,,,,,,,,45.0,25.0,6.4,10.0,0.0520412,0,,13.0,1.0,5.0,1.0,2.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
12451015,home,Saint-Étienne,Lucas Stassin,,,lucas-stassin,L. Stassin,F,9,184.0,2196,M,1126521,EUR,1101686400,F,32,32,False,,31.0,23.0,,,0.0,10.0,11.0,21.0,,2.0,,1.0,,,,76.0,43.0,6.7,14.0,0.198374,0,,13.0,1.0,2.0,,1.0,1.0,,,,,,1.0,,,1.0,1.0,,,,1.0,1.0,,3.0,,,,,,
