match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_aerialLost,stat_outfielderBlock,stat_lastManTackle,stat_unsuccessfulTouch,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,stat_blockedScoringAttempt,stat_wonContest,stat_hitWoodwork,stat_totalOffside,stat_goodHighClaim,player_sofascoreId
13981497,home,Parma,Zion Suzuki,,,zion-suzuki,Z. Suzuki,G,31,189.0,4904,M,905351,EUR,1029888000,G,31,31,False,31.0,19.0,24.0,12.0,0.0,10.0,10.0,9.0,21.0,1.0,1.0,11.0,1.0,2.0,2.0,1.0,1.0,90.0,40.0,7.2,12.0,0.00954506,0.1301,0,0.2811,0.14,0.01,0.17,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981497,home,Parma,Enrico Del Prato,,,enrico-del-prato,E. Del Prato,D,15,183.0,860,M,928103,EUR,942192000,D,15,15,False,15.0,13.0,1.0,,0.0,11.0,13.0,2.0,2.0,6.0,2.0,3.0,1.0,,,,,90.0,36.0,7.4,7.0,0.00262798,,1,,0.01,-0.01,0.24,,True,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0913,0.2177,0.19,,,,,,,,,,,,,,,
13981497,home,Parma,Alessandro Circati,,,alessandro-circati,A. Circati,D,39,190.0,800,M,1155423,EUR,1065744000,D,39,39,False,25.0,22.0,2.0,,0.0,14.0,16.0,8.0,9.0,3.0,4.0,2.0,1.0,,,,,90.0,37.0,7.2,4.0,0.0062231,,0,,0.11,0.04,0.87,,,,,,3.0,,,,,2.0,1.0,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,
13981497,home,Parma,Lautaro Valenti,,,lautaro-valenti,L. Valenti,D,5,188.0,629,M,958517,EUR,916272000,D,5,5,False,20.0,12.0,5.0,,0.0,9.0,9.0,3.0,11.0,1.0,4.0,3.0,1.0,,,,,90.0,42.0,6.9,14.0,0.0455973,,2,,-0.01,0.08,0.33,,,1.0,,,3.0,1.0,,1.0,3.0,,,,0.0264,0.0177,-0.06,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,
13981497,home,Parma,Adrián Bernabé,,,adrian-bernabe,A. Bernabé,M,10,170.0,2308,M,934384,EUR,990835200,M,10,10,False,30.0,25.0,1.0,1.0,0.0,13.0,16.0,12.0,14.0,3.0,3.0,4.0,1.0,,,,,76.0,49.0,7.0,11.0,0.0152044,,2,,0.17,0.04,0.24,,,3.0,,,3.0,,1.0,,,2.0,2.0,1.0,0.1313,,-0.37,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,
13981497,home,Parma,Nahuel Estévez,,,nahuel-estevez,N. Estévez,M,8,183.0,519,M,895868,EUR,816307200,M,8,8,False,33.0,27.0,6.0,4.0,0.0,11.0,11.0,16.0,22.0,4.0,,3.0,1.0,,,,,90.0,41.0,7.1,10.0,0.0649575,,0,,0.33,0.07,-0.12,,,1.0,,3.0,5.0,1.0,,,1.0,,,,,,,1.0,,,2.0,3.0,,1.0,,2.0,,,,,,
13981497,home,Parma,Mandela Keita,Mandela Keita,,mandela-keita,M. Keita,M,16,180.0,1230,M,1110136,EUR,1020988800,M,16,16,False,17.0,15.0,2.0,2.0,0.0,7.0,8.0,8.0,9.0,6.0,,3.0,3.0,,,,,90.0,33.0,7.0,5.0,0.00284543,,0,,-0.04,-0.13,0.24,,,,,,4.0,2.0,,,2.0,2.0,2.0,1.0,,,,,,,,,2.0,,,,,1.0,,,,
13981497,home,Parma,Christian Ordoñez,Christian Ordoñez,,christian-ordonez,C. Ordoñez,M,24,177.0,746,M,1201388,EUR,1088035200,M,24,24,False,7.0,7.0,,,0.0,1.0,1.0,6.0,6.0,,,3.0,,,,,,72.0,15.0,6.4,5.0,0.0168217,,0,,0.21,0.05,-0.07,,,,,,6.0,2.0,,,,,,1.0,,,,,,,2.0,2.0,1.0,,,,,,,,,
13981497,home,Parma,Sascha Britschgi,,,sascha-britschgi,S. Britschgi,D,27,182.0,440,M,1963449,EUR,1156636800,M,27,27,False,12.0,8.0,,,0.0,3.0,6.0,5.0,6.0,5.0,,2.0,,,,,,90.0,34.0,6.9,12.0,0.0665031,,1,,0.2,-0.34,-0.04,,,2.0,2.0,1.0,3.0,2.0,,,,4.0,3.0,,0.0083,,-0.02,,,,2.0,1.0,,1.0,1.0,1.0,,,,,,
13981497,home,Parma,Patrick Cutrone,,,patrick-cutrone,P. Cutrone,F,10,183.0,2328,M,795044,EUR,883785600,F,32,32,False,13.0,8.0,1.0,,0.0,,1.0,8.0,12.0,5.0,,2.0,3.0,,,,,89.0,28.0,6.5,10.0,0.00351149,,3,,-0.24,0.39,-0.08,,,1.0,,2.0,5.0,,2.0,1.0,1.0,,,1.0,0.2892,0.2545,-0.56,1.0,,,2.0,1.0,2.0,,1.0,,1.0,,1.0,1.0,,
