match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_wasFouled,stat_keyPass,player_jerseyNumber,captain,stat_challengeLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_wonTackle,player_firstName,player_lastName,stat_outfielderBlock,stat_fouls,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_shotOffTarget,stat_totalOffside,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_hitWoodwork,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals
10985726,home,Nottingham Forest,Wayne Hennessey,wayne-hennessey,W. Hennessey,G,198,245,M,16620,EUR,538444800,G,13,13,False,40.0,22.0,35.0,17.0,16.0,19.0,6.0,21.0,1.0,7.0,1.0,1.0,1.0,3.0,90.0,50.0,6.3,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10985726,home,Nottingham Forest,Serge Aurier,serge-aurier,S. Aurier,D,176,2921,M,105697,EUR,725155200,D,24,24,False,37.0,29.0,3.0,2.0,17.0,18.0,13.0,21.0,11.0,10.0,,1.0,,,90.0,76.0,6.9,11.0,0,Serge_aurier,2.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10985726,home,Nottingham Forest,Joe Worrall,joe-worrall,J. Worrall,D,193,315,M,838399,EUR,852854400,D,4,4,False,36.0,32.0,2.0,1.0,28.0,29.0,4.0,7.0,3.0,7.0,,1.0,,,90.0,46.0,6.2,5.0,1,,,,3.0,2.0,5.0,,1.0,,4.0,,,4,True,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
10985726,home,Nottingham Forest,Scott McKenna,scott-mckenna,S. McKenna,D,188,986,M,358108,EUR,847756800,D,26,26,False,24.0,22.0,5.0,4.0,13.0,14.0,9.0,10.0,,2.0,,,,,90.0,27.0,6.3,2.0,0,,,,1.0,,2.0,,,,2.0,,,26,,,,,,,,1.0,1.0,,,,,,,,,,,,
10985726,home,Nottingham Forest,Renan Lodi,renan-lodi,R. Lodi,D,173,4256,M,851150,EUR,891993600,D,32,32,False,23.0,19.0,,,12.0,14.0,8.0,10.0,5.0,5.0,,2.0,,,73.0,39.0,6.8,6.0,0,renan_lodi,1.0,1.0,1.0,,2.0,1.0,,,1.0,3.0,1.0,16,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,
10985726,home,Nottingham Forest,Remo Freuler,remo-freuler,R. Freuler,M,181,1912,M,115516,EUR,703296000,M,23,23,False,25.0,18.0,,,11.0,14.0,7.0,11.0,,3.0,,,,,90.0,28.0,6.3,7.0,0,,,,,,,,,,,,,8,,,,1.0,,,,,,,,,,,,,,,,,
10985726,home,Nottingham Forest,Danilo,danilo,Danilo,M,177,5268,M,1064039,EUR,988502400,M,28,28,False,23.0,21.0,3.0,2.0,11.0,11.0,10.0,12.0,7.0,9.0,,3.0,,,58.0,38.0,7.3,5.0,1,Danilo,,,,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,8,,,,1.0,2.0,,,,,1.0,2.0,,,,,,,,,,
10985726,home,Nottingham Forest,Gustavo Scarpa,gustavo-scarpa,G. Scarpa,M,177,5525,M,559036,EUR,757728000,M,31,31,False,12.0,7.0,3.0,1.0,2.0,4.0,5.0,16.0,1.0,5.0,,,,,64.0,28.0,6.6,16.0,3,gustavoscarpa10,8.0,,,,1.0,,1.0,,,1.0,1.0,10,,,1.0,1.0,,,,,,1.0,2.0,1.0,,,,,,,,,
10985726,home,Nottingham Forest,Brennan Johnson,brennan-johnson,B. Johnson,F,186,10644,M,1085180,EUR,990576000,F,20,20,False,16.0,7.0,1.0,,3.0,5.0,4.0,12.0,2.0,3.0,,,,,90.0,32.0,6.6,17.0,2,brenjohnson_,1.0,,,,5.0,3.0,2.0,2.0,,,,11,,1.0,,,,,,,1.0,1.0,3.0,1.0,1.0,,,,,,,,
10985726,home,Nottingham Forest,Sam Surridge,sam-surridge,S. Surridge,F,191,1646,M,817567,EUR,901584000,F,16,16,False,9.0,4.0,1.0,1.0,3.0,4.0,1.0,5.0,4.0,2.0,,,,,64.0,17.0,6.4,10.0,1,,,,5.0,3.0,8.0,,2.0,1.0,1.0,,,9,,2.0,,,,,,,,,4.0,1.0,1.0,,,,,,,,
