match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_possessionLostCtrl,stat_keyPass,stat_wonContest,stat_outfielderBlock,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11409026,home,Benfica,Anatoliy Trubin,anatoliy-trubin,A. Trubin,G,1,200,9533,M,anatoliytrubin81,966616,EUR,996624000,G,1,1,False,10.0,10.0,2.0,2.0,10.0,10.0,4.0,2.0,90.0,15.0,7.2,6.859e-05,0,0.0843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409026,home,Benfica,Alexander Bah,alexander-bah,A. Bah,D,6,183,2276,M,,850976,EUR,881625600,D,6,6,False,65.0,48.0,2.0,1.0,12.0,15.0,4.0,,90.0,95.0,8.1,0.141713,0,,,,1.0,36.0,54.0,4.0,1.0,2.0,6.0,8.0,1.0,1.0,2.0,1.0,2.0,4.0,6.0,3.0,1.0,1.0,1.0,25.0,2.0,,,,,,,,,,,,,,,,
11409026,home,Benfica,António Silva,antonio-silva,A. Silva,D,4,187,8155,M,antoniosilva.66,1006069,EUR,1067472000,D,4,4,False,59.0,56.0,2.0,1.0,18.0,19.0,8.0,,79.0,69.0,7.8,0.0323333,0,,,,,38.0,40.0,,1.0,2.0,1.0,5.0,,,1.0,,3.0,,2.0,2.0,,,1.0,4.0,,1.0,3.0,,,,,,,,,,,,,,
11409026,home,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,Notamendi30,74915,EUR,571622400,D,30,30,False,54.0,52.0,3.0,3.0,23.0,25.0,10.0,,90.0,68.0,7.7,0.0253045,1,,,,,29.0,29.0,,,3.0,4.0,6.0,1.0,2.0,,,6.0,1.0,3.0,3.0,,1.0,,4.0,,,,True,1.0,1.0,0.2453,0.6068,,,,,,,,,
11409026,home,Benfica,Fredrik Aursnes,fredrik-aursnes,F. Aursnes,M,8,179,3950,M,,228364,EUR,818553600,D,8,8,False,52.0,50.0,6.0,4.0,9.0,9.0,2.0,,90.0,65.0,7.4,0.0594122,1,,,,,41.0,45.0,2.0,1.0,,3.0,,1.0,,1.0,,,1.0,,,,,1.0,5.0,,,,,,1.0,0.0157,0.2287,,,,,,,,,
11409026,home,Benfica,João Neves,joao-neves,J. Neves,M,87,174,37142,M,joao_neves,1190933,EUR,1096243200,M,87,87,False,88.0,83.0,6.0,5.0,22.0,24.0,11.0,,66.0,97.0,7.0,0.070009,0,,,,,61.0,64.0,,,,7.0,1.0,2.0,2.0,1.0,,,,1.0,,2.0,2.0,,10.0,,,1.0,,,,,,,,,,,,,,
11409026,home,Benfica,João Mário,joao-mario,J. Mário,M,10,179,3804,M,JoaoMario,97001,EUR,727401600,M,20,20,False,99.0,96.0,4.0,4.0,17.0,17.0,7.0,,80.0,105.0,7.4,0.112296,0,,,,,79.0,83.0,1.0,2.0,,6.0,1.0,,,,,,,1.0,,,4.0,,5.0,1.0,,,,,,,,,,,,,,,,
11409026,home,Benfica,Ángel Di María,angel-di-maria,Á. Di María,F,11,180,84815,M,ÁDiMaría,30027,EUR,571795200,M,11,11,False,78.0,62.0,10.0,6.0,5.0,7.0,3.0,,90.0,115.0,8.0,0.622851,6,,,,,59.0,78.0,7.0,,,13.0,4.0,6.0,2.0,8.0,,,1.0,,,2.0,,,32.0,1.0,3.0,,,,3.0,0.5182,1.2676,2.0,1.0,2.0,1.0,1.0,,,,
11409026,home,Benfica,Orkun Kökçü,orkun-kokcu,O. Kökçü,M,10,175,12817,M,orkunkokcu,907461,EUR,978048000,M,10,10,False,88.0,81.0,5.0,4.0,13.0,15.0,7.0,,90.0,108.0,9.7,0.47119,5,,,,2.0,68.0,74.0,1.0,,,2.0,4.0,1.0,,,3.0,,,1.0,1.0,3.0,2.0,,13.0,5.0,,,,1.0,3.0,0.5601,1.0525,,2.0,,,3.0,,,,
11409026,home,Benfica,David Neres,david-neres,D. Neres,F,7,175,15134,M,davidneres,850993,EUR,857347200,M,7,7,False,45.0,41.0,1.0,1.0,5.0,5.0,4.0,,66.0,64.0,7.9,0.528848,2,,,,,37.0,43.0,3.0,,,3.0,4.0,,2.0,5.0,,,1.0,,,4.0,,,13.0,3.0,4.0,,,1.0,1.0,1.2316,0.9261,1.0,1.0,,1.0,,,,,
