match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_bigChanceCreated,stat_keyPass,stat_totalOffside,captain,stat_totalCross,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_blockedScoringAttempt,stat_errorLeadToAShot
12437040,home,Arsenal,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,22,22,False,33.0,23.0,21.0,11.0,0.0,17.0,18.0,6.0,15.0,1.0,1.0,8.0,1.0,1.0,2.0,2.0,90.0,40.0,6.8,10.0,0.00121963,0,-0.1885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437040,home,Arsenal,Thomas Partey,thomas-partey,T. Partey,M,16,185,42575,M,TPartey5,316148,EUR,739929600,D,5,5,False,45.0,39.0,3.0,1.0,0.0,19.0,21.0,20.0,24.0,13.0,3.0,3.0,4.0,,,,90.0,79.0,7.2,17.0,0.0194948,0,,,,1.0,4.0,8.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,2.0,2.0,,,,,,,,,,,,,,
12437040,home,Arsenal,Ben White,benjamin-white,B. White,D,4,186,13830,M,benwhite,846036,EUR,876268800,D,4,4,False,52.0,46.0,7.0,3.0,1.0,31.0,32.0,15.0,20.0,2.0,6.0,4.0,,,,,90.0,60.0,6.9,6.0,0.0136461,0,,,,,2.0,2.0,2.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,
12437040,home,Arsenal,Gabriel Magalhães,gabriel-magalhaes,Gabriel,D,6,190,49131,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,False,31.0,25.0,3.0,,0.0,16.0,17.0,9.0,14.0,5.0,1.0,2.0,3.0,,,,54.0,37.0,6.7,6.0,0.00368028,0,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,
12437040,home,Arsenal,Jurriën Timber,jurrien-timber,J. Timber,D,12,179,21624,M,jurrientimber,958959,EUR,992736000,D,12,12,False,19.0,17.0,,,0.0,7.0,8.0,10.0,11.0,2.0,4.0,2.0,,,,,76.0,30.0,6.5,3.0,0.0187172,0,,,,,,3.0,3.0,,,,,2.0,,1.0,,,1.0,1.0,,,,,,,,,,,
12437040,home,Arsenal,Bukayo Saka,bukayo-saka,B. Saka,F,7,178,182271,M,BSaka7,934235,EUR,999648000,M,7,7,False,23.0,15.0,1.0,,0.0,8.0,10.0,7.0,16.0,7.0,,5.0,2.0,,,,85.0,41.0,7.5,16.0,0.00935445,2,,,,,2.0,2.0,,,3.0,,,1.0,1.0,4.0,1.0,,,,True,3.0,2.0,1.0,1.0,1.0,0.2021,0.7092,,,
12437040,home,Arsenal,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,52.0,43.0,5.0,4.0,1.0,14.0,15.0,31.0,40.0,3.0,1.0,5.0,,,,,90.0,63.0,7.8,12.0,0.200894,0,,,,1.0,1.0,4.0,,1.0,,1.0,2.0,2.0,1.0,,2.0,1.0,2.0,,,3.0,,,,,,,2.0,,
12437040,home,Arsenal,Mikel Merino,mikel-merino,M. Merino,M,23,188,29240,M,mikelmerino,592010,EUR,835401600,M,23,23,False,34.0,27.0,2.0,,0.0,7.0,8.0,20.0,26.0,7.0,,4.0,,,,,90.0,47.0,7.1,12.0,0.0379894,2,,,,3.0,4.0,10.0,1.0,2.0,,,1.0,3.0,2.0,3.0,4.0,,1.0,1.0,,,,,1.0,1.0,0.3995,0.8751,,1.0,1.0
12437040,home,Arsenal,Gabriel Martinelli,gabriel-martinelli,G. Martinelli,F,11,180,68888,M,GabiMartinelli,922573,EUR,992822400,M,11,11,False,23.0,14.0,1.0,,0.0,2.0,4.0,13.0,23.0,4.0,1.0,5.0,,,,,85.0,40.0,6.8,18.0,0.394729,1,,,,,1.0,3.0,,3.0,2.0,,,1.0,1.0,2.0,,,1.0,,,4.0,2.0,1.0,,,0.0504,,1.0,,
12437040,home,Arsenal,Kai Havertz,kai-havertz,K. Havertz,F,29,193,67778,M,KaiHav,836705,EUR,929059200,F,29,29,False,24.0,18.0,,,0.0,3.0,5.0,15.0,19.0,3.0,2.0,,1.0,,,,90.0,42.0,6.7,13.0,0.474733,2,,,,3.0,2.0,9.0,1.0,1.0,3.0,,,,,3.0,1.0,,2.0,,,,,2.0,,,0.1654,,,,
