match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_firstName,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_errorLeadToAGoal,stat_totalContest,stat_wonContest,stat_fouls,stat_keyPass,captain,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_punches,stat_goalAssist,stat_goals,stat_hitWoodwork
10411501,home,Roma,Rui Patrício,rui-patricio,R. Patrício,G,190,3199,M,rpatricio1,17737,EUR,571881600,G,1,1,False,21.0,17.0,9.0,5.0,14.0,14.0,3.0,7.0,1.0,1.0,5.0,1.0,2.0,90.0,25.0,6.3,4.0,0.0,0.0,0.00285536,0,-0.6931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411501,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,190,4038,M,,611210,EUR,829699200,D,23,23,False,57.0,51.0,12.0,9.0,29.0,30.0,23.0,32.0,1.0,1.0,,,,90.0,73.0,6.8,12.0,0.0931,0.0,0.0560394,1,,23,5.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10411501,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,186,2731,M,,186855,EUR,794188800,D,4,4,False,71.0,64.0,6.0,3.0,43.0,45.0,21.0,26.0,2.0,6.0,6.0,,,90.0,87.0,6.7,8.0,0.1527,0.0,0.0213184,3,,4,,,,2.0,2.0,,1.0,4.0,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,
10411501,home,Roma,Roger Ibañez,roger-ibanez,R. Ibañez,D,185,2299,M,,888949,EUR,911779200,D,3,3,False,51.0,48.0,2.0,2.0,35.0,37.0,13.0,14.0,1.0,4.0,9.0,,,90.0,69.0,6.6,5.0,0.1487,0.0715,0.0108263,2,,3,,,,,,,1.0,1.0,,4.0,2.0,,3.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,
10411501,home,Roma,Nicola Zalewski,nicola-zalewski,N. Zalewski,M,175,16244,M,nico_zale,984184,EUR,1011744000,M,59,59,False,33.0,28.0,6.0,2.0,13.0,14.0,16.0,20.0,,6.0,2.0,,,89.0,54.0,7.0,9.0,0.0416,0.1434,0.0371196,1,,59,1.0,1.0,,4.0,,1.0,,1.0,,1.0,1.0,,2.0,2.0,2.0,,,,1.0,,4.0,2.0,1.0,2.0,,,,,,,
10411501,home,Roma,Mady Camara,mady-camara,M. M. Camara,M,182,1756,M,,867546,EUR,857088000,M,20,20,False,28.0,22.0,2.0,2.0,9.0,9.0,13.0,19.0,3.0,4.0,2.0,,,89.0,38.0,6.3,10.0,0.1446,0.0,0.0105965,1,,2,,,,5.0,3.0,,1.0,1.0,,1.0,3.0,,,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,
10411501,home,Roma,Nemanja Matić,nemanja-matic,N. Matić,M,194,3565,M,Mati,44241,EUR,586396800,M,8,8,False,62.0,55.0,6.0,5.0,18.0,19.0,37.0,44.0,,6.0,6.0,,,89.0,77.0,6.8,12.0,0.0538,0.0,0.121467,1,,18,1.0,,,7.0,2.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,5.0,5.0,2.0,1.0,,,,,,,
10411501,home,Roma,Edoardo Bove,edoardo-bove,E. Bove,M,181,2073,M,,986352,EUR,1021507200,M,52,52,False,27.0,22.0,,,5.0,5.0,17.0,22.0,2.0,7.0,5.0,,,71.0,43.0,6.8,9.0,0.0,0.0,0.0210101,0,,15,,,,5.0,1.0,1.0,,,,,2.0,,3.0,1.0,2.0,,,,,,1.0,,2.0,2.0,,,,,,,
10411501,home,Roma,Leonardo Spinazzola,leonardo-spinazzola,L. Spinazzola,D,185,3729,M,,148899,EUR,733017600,M,37,37,False,41.0,29.0,6.0,2.0,10.0,12.0,21.0,33.0,,,5.0,,,90.0,59.0,6.5,19.0,0.0,0.0,0.0544378,0,,37,4.0,2.0,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,
10411501,home,Roma,Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,186,5687,M,lorepelle7,555540,EUR,835142400,F,7,7,False,29.0,22.0,1.0,,6.0,6.0,21.0,39.0,2.0,8.0,4.0,,,90.0,63.0,8.0,22.0,0.2893,0.113,0.287203,5,,7,16.0,5.0,2.0,4.0,,1.0,2.0,,,1.0,1.0,2.0,2.0,,4.0,,,,1.0,,2.0,1.0,,4.0,True,1.0,,,,,
