match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_challengeLost,player_firstName,stat_blockedScoringAttempt,stat_expectedGoals,stat_interceptionWon,stat_totalOffside,stat_outfielderBlock,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_goals,captain,player_lastName,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
13473419,home,Vasco da Gama,Léo Jardim,leo-jardim,L. Jardim,G,1,188,5904,M,leocjardim,595598,EUR,795657600,G,1,1,False,30.0,22.0,16.0,8.0,0.0,17.0,18.0,5.0,12.0,6.0,2.0,2.0,3.0,90.0,40.0,7.6,8.0,0.00092618,0,0.4197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473419,home,Vasco da Gama,Paulo Henrique,paulo-henrique,P. Henrique,D,96,175,6662,M,,1021721,EUR,838252800,D,96,96,False,37.0,30.0,5.0,2.0,1.0,14.0,17.0,16.0,20.0,6.0,,,,90.0,70.0,7.6,15.0,0.449656,0,,5.0,2.0,3.0,9.0,7.0,1.0,7.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,
13473419,home,Vasco da Gama,João Victor,joao-victor,J. Victor,D,38,187,1769,M,,982998,EUR,900633600,D,38,38,False,37.0,31.0,3.0,1.0,0.0,19.0,20.0,12.0,17.0,3.0,,,,90.0,51.0,7.2,8.0,0.0257699,0,,,,,2.0,2.0,,,,,10.0,,,2.0,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
13473419,home,Vasco da Gama,Luiz Gustavo,gustavo-luiz,L. Gustavo,D,44,188,882,M,,1634148,EUR,1144800000,D,44,44,False,34.0,31.0,3.0,1.0,0.0,24.0,26.0,7.0,8.0,,,,,89.0,47.0,6.9,4.0,0.00256338,1,,,,1.0,3.0,4.0,,,,,8.0,1.0,1.0,,1.0,2.0,,2.0,,Luiz Gustavo Marinho Ribeiro dos Santos,1.0,0.0254,,,,,,,,,,,,,
13473419,home,Vasco da Gama,Lucas Piton,lucas-piton,L. Piton,D,6,176,3645,M,,982174,EUR,971049600,D,6,6,False,50.0,43.0,5.0,2.0,1.0,23.0,27.0,20.0,23.0,3.0,,,,90.0,77.0,7.6,12.0,0.579155,0,,6.0,3.0,1.0,3.0,4.0,,1.0,,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,,
13473419,home,Vasco da Gama,Tchê Tchê,tche-tche,Tchê Tchê,M,3,175,2494,M,,840398,EUR,715132800,M,3,3,False,40.0,38.0,2.0,2.0,0.0,18.0,19.0,20.0,21.0,5.0,,,,89.0,48.0,7.1,3.0,0.0197449,0,,,,,,2.0,,,,,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,
13473419,home,Vasco da Gama,Hugo Moura,hugo-moura,H. Moura,M,25,177,1953,M,,973293,EUR,883785600,M,25,25,False,48.0,46.0,3.0,1.0,1.0,28.0,29.0,18.0,19.0,3.0,,,,87.0,59.0,6.7,5.0,0.0248985,1,,,,1.0,7.0,,2.0,1.0,,,3.0,,,,,1.0,2.0,,2.0,,1.0,0.0145,,,1.0,,,,,,,,,,
13473419,home,Vasco da Gama,Rayan,rayan,Rayan,M,37,185,31537,M,,1464966,EUR,1154563200,M,77,77,False,18.0,14.0,1.0,1.0,0.0,5.0,6.0,9.0,12.0,2.0,,,,87.0,41.0,7.6,12.0,0.22566,3,,1.0,,,2.0,10.0,,8.0,6.0,,3.0,1.0,,5.0,,,,3.0,,Rayan,,0.0699,,,,2.0,1.0,1.0,0.0277,,,,,,
13473419,home,Vasco da Gama,Philippe Coutinho,philippe-coutinho,P. Coutinho,M,,172,68539,M,Coutinho,119159,EUR,708307200,M,11,11,False,40.0,32.0,2.0,2.0,0.0,11.0,12.0,21.0,28.0,3.0,,,,68.0,53.0,6.9,11.0,0.0494887,3,,,,,,5.0,,1.0,1.0,,,3.0,2.0,2.0,1.0,,1.0,,,,1.0,0.1275,,,,1.0,1.0,,0.0388,,,,,,
13473419,home,Vasco da Gama,Nuno Moreira,nuno-moreira,N. Moreira,M,17,173,4340,M,,851285,EUR,929491200,M,17,17,False,39.0,35.0,2.0,2.0,0.0,13.0,14.0,22.0,25.0,5.0,,,,87.0,53.0,7.6,8.0,0.0957367,2,,1.0,,,6.0,3.0,,5.0,2.0,,1.0,1.0,1.0,,,1.0,1.0,,2.0,,,0.0521,,1.0,,,2.0,,0.7239,1.0,,,,,
13473419,home,Vasco da Gama,Pablo Vegetti,pablo-vegetti,P. Vegetti,F,99,187,16902,M,pablovegetti,583974,EUR,592876800,F,99,99,False,19.0,14.0,,,0.0,7.0,8.0,7.0,11.0,4.0,,,,90.0,35.0,8.7,7.0,0.406842,3,,,,2.0,7.0,6.0,2.0,,,,4.0,1.0,1.0,,2.0,2.0,,5.0,1.0,,,1.3514,,1.0,,1.0,2.0,,1.8185,2.0,True,,,,
13473419,home,Vasco da Gama,Mateus Carvalho,mateus-carvalho,M. Carvalho,M,85,180,1394,M,,1391962,EUR,1016409600,M,85,85,True,7.0,6.0,,,0.0,4.0,5.0,2.0,2.0,,,,,10.0,7.0,6.5,1.0,0.00053287,0,,,,,,,,,,,,,,,,,,,,Matheus Carvalho,,,,,,,,,,,,,,,
13473419,home,Vasco da Gama,Adson,adson,Adson,M,28,171,2153,M,,1105970,EUR,970790400,F,28,28,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,1.0,,,,10.0,6.0,6.6,1.0,0.0004394,1,,,,,1.0,,,1.0,,,,,,,,,,,,Adson,,0.0501,,,,,1.0,,0.1331,,,,,,
13473419,home,Vasco da Gama,Loide Augusto,loide-augusto,L. Augusto,M,50,183,1033,M,,1110708,EUR,951523200,F,45,45,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,10.0,4.0,6.5,1.0,0.00020577,0,,,,,2.0,1.0,1.0,,,,,,,,1.0,1.0,,,,Loide Augusto,,,,,,,,,,,,,,,
13473419,home,Vasco da Gama,Mauricio Lemos,mauricio-lemos,M. Lemos,D,4,186,1260,M,,385916,EUR,820108800,D,4,4,True,3.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,,,,,1.0,5.0,,,0.00019907,0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
13473419,home,Vasco da Gama,Paulinho Paula,paulinho-paula,Paulinho,M,18,173,1795,M,,879902,EUR,852681600,M,18,18,True,5.0,5.0,,,0.0,3.0,3.0,2.0,2.0,,,,,1.0,5.0,,,0.00030813,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473419,home,Vasco da Gama,Daniel Fuzato,daniel-fuzato,D. Fuzato,G,13,190,953,M,,863276,EUR,867974400,G,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473419,home,Vasco da Gama,Victor Luis,victor-luis,V. Luis,D,12,180,1056,M,,252781,EUR,740793600,D,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473419,home,Vasco da Gama,Puma Rodríguez,puma-rodriguez,P. Rodríguez,D,2,183,2505,M,,877591,EUR,858297600,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473419,home,Vasco da Gama,Lucas Oliveira,lucas-oliveira,L. Oliveira,M,29,187,766,M,,867907,EUR,823219200,D,29,29,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473419,home,Vasco da Gama,Benjamín Garré,benjamin-garre,B. Garré,M,90,171,1416,M,,904847,EUR,963273600,M,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473419,home,Vasco da Gama,Juan Sforza,juan-sforza,J. Sforza,M,13,179,1614,M,,1003013,EUR,1013644800,M,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473419,home,Vasco da Gama,Alex Teixeira,alex-teixeira,A. Teixeira,F,90,173,1081,M,,39649,EUR,631584000,F,90,90,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473419,away,Fortaleza,João Ricardo,joao-ricardo,J. Ricardo,G,1,188,675,M,,839761,EUR,589507200,G,1,1,False,19.0,12.0,11.0,4.0,0.0,10.0,11.0,2.0,8.0,10.0,1.0,1.0,4.0,90.0,32.0,6.7,7.0,0.00061178,0,-0.2581,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
13473419,away,Fortaleza,Eros Mancuso,eros-mancuso,E. Mancuso,D,40,171,489,M,,1116624,EUR,924307200,D,14,14,False,11.0,7.0,2.0,,0.0,3.0,4.0,4.0,7.0,2.0,,,,58.0,30.0,6.1,9.0,0.00689163,1,,,,2.0,4.0,2.0,1.0,2.0,1.0,,1.0,1.0,1.0,3.0,,,1.0,,,Eros Mancuso,,0.5497,,,,1.0,,,,,,,,,1.0
13473419,away,Fortaleza,Benjamin Kuscevic,benjamin-kuscevic,B. Kuscevic,D,13,185,1470,M,,590324,EUR,830995200,D,13,13,False,53.0,50.0,2.0,,0.0,33.0,34.0,17.0,19.0,3.0,,,,90.0,61.0,6.6,3.0,0.00808029,0,,,,3.0,4.0,3.0,,1.0,1.0,,4.0,,,,,3.0,,2.0,,,,,1.0,,2.0,,,,,,,,,,
13473419,away,Fortaleza,Gustavo Mancha,gustavo-mancha,G. Mancha,D,39,190,583,M,,2034540,EUR,1089849600,D,39,39,False,56.0,47.0,11.0,6.0,0.0,25.0,28.0,22.0,28.0,2.0,,,,90.0,65.0,6.4,9.0,0.0206329,0,,,,2.0,4.0,5.0,,1.0,1.0,,4.0,1.0,1.0,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,
13473419,away,Fortaleza,Gastón Ávila,gaston-avila,G. Ávila,D,13,182,1203,M,,975526,EUR,1001808000,D,3,3,False,41.0,32.0,5.0,3.0,0.0,16.0,17.0,16.0,24.0,7.0,,,,90.0,63.0,6.3,15.0,0.0275958,0,,5.0,1.0,2.0,7.0,5.0,,1.0,,,2.0,4.0,3.0,1.0,,,,1.0,4.0,,,,1.0,,,,,,,,,,,,
13473419,away,Fortaleza,Lucas Sasha,lucas-sasha,L. Sasha,M,88,177,479,M,,123225,EUR,636249600,M,88,88,False,24.0,23.0,1.0,,0.0,7.0,8.0,16.0,16.0,3.0,,,,45.0,33.0,6.9,2.0,0.0126637,0,,,,,3.0,3.0,,,,,1.0,3.0,3.0,1.0,,,,,3.0,,,,1.0,,1.0,,,,,,,,,,
13473419,away,Fortaleza,Matheus Rossetto,matheus-rossetto,M. Rossetto,M,20,180,350,M,,842682,EUR,833760000,M,20,20,False,21.0,19.0,2.0,1.0,0.0,10.0,11.0,9.0,10.0,1.0,,,,45.0,24.0,6.4,4.0,0.00750707,0,,,,,2.0,,1.0,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
13473419,away,Fortaleza,Tomás Pochettino,tomas-pochettino,T. Pochettino,M,7,178,994,M,,824626,EUR,823132800,M,7,7,False,33.0,21.0,4.0,1.0,0.0,7.0,9.0,14.0,24.0,5.0,,,,90.0,64.0,7.0,27.0,0.0315957,5,,9.0,,1.0,7.0,6.0,1.0,3.0,,,1.0,3.0,2.0,2.0,1.0,1.0,,2.0,1.0,,,0.1137,1.0,,,3.0,2.0,,0.2373,,,,,,
13473419,away,Fortaleza,Yago Pikachu,yago-pikachu,Y. Pikachu,M,22,170,1544,M,,363688,EUR,707702400,F,22,22,False,15.0,13.0,1.0,1.0,0.0,4.0,5.0,9.0,10.0,,,,,76.0,25.0,7.0,5.0,0.0152716,0,,3.0,,,,4.0,,,,,1.0,1.0,1.0,,3.0,1.0,1.0,,,,,,,,,,,,,,True,,,,
13473419,away,Fortaleza,Juan Martín Lucero,juan-martin-lucero,J. M. Lucero,F,9,179,1899,M,,359024,EUR,691459200,F,9,9,False,11.0,9.0,,,0.0,3.0,4.0,6.0,7.0,1.0,,,,90.0,16.0,7.0,4.0,0.619002,1,,,,2.0,4.0,2.0,1.0,,,1.0,,,,1.0,1.0,1.0,2.0,1.0,,,,0.0849,,1.0,,,1.0,,0.1824,,,,,,
13473419,away,Fortaleza,Breno Lopes,breno-lopes,B. Lopes,M,26,178,1395,M,,937552,EUR,822441600,F,26,26,False,25.0,21.0,,,0.0,5.0,5.0,16.0,20.0,3.0,,,,89.0,42.0,7.0,12.0,0.161495,2,,5.0,,,3.0,4.0,1.0,,,,,,,2.0,4.0,1.0,2.0,,1.0,,1.0,0.0476,1.0,,,1.0,,,,,,,,,
13473419,away,Fortaleza,Emmanuel Martínez,emmanuel-martinez,E. Martinez,M,6,177,616,M,,794312,EUR,770688000,M,8,8,True,27.0,22.0,,,0.0,5.0,6.0,17.0,21.0,2.0,,,,45.0,41.0,6.8,9.0,0.0476888,0,,3.0,1.0,,2.0,5.0,,3.0,3.0,,1.0,2.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,
13473419,away,Fortaleza,Pol Fernández,pol-fernandez,G. Fernández,M,28,178,378,M,,250231,EUR,689731200,M,5,5,True,41.0,38.0,4.0,4.0,0.0,12.0,13.0,26.0,28.0,3.0,,,,45.0,45.0,6.8,4.0,0.0249267,1,,1.0,,,1.0,2.0,,,,,,2.0,,,,,1.0,,1.0,,,0.0242,,,,1.0,,,,,,,,,
13473419,away,Fortaleza,Marinho,marinho,Marinho,M,7,169,2296,M,,798127,EUR,643939200,F,11,11,True,5.0,5.0,,,0.0,1.0,1.0,4.0,4.0,,,,,10.0,6.0,4.6,1.0,0.00254959,0,,,,,2.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,
13473419,away,Fortaleza,Deyverson,deyverson,Deyverson,F,16,185,4460,M,,270287,EUR,673660800,F,18,18,True,9.0,5.0,,,0.0,2.0,2.0,3.0,7.0,2.0,,,,14.0,13.0,6.7,5.0,0.0021171,0,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
13473419,away,Fortaleza,Kervin Andrade,kervin-andrade,K. Andrade,F,10,163,2620,M,,1117065,EUR,1113350400,F,77,77,True,2.0,1.0,2.0,1.0,0.0,,,1.0,2.0,,,,,1.0,2.0,,1.0,0.0004154,0,,,,,,,,,,,,,,,,,,,,Kervin Andrade,,,,,,,,,,,,,,,
13473419,away,Fortaleza,Brenno,brenno,Brenno,G,12,188,501,M,,914481,EUR,922924800,G,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473419,away,Fortaleza,David Luiz,david-luiz,D. Luiz,D,4,189,22748,M,davidluiz23,21300,EUR,546048000,D,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473419,away,Fortaleza,Titi,titi,Titi,D,4,187,324,M,,243435,EUR,574128000,D,4,4,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473419,away,Fortaleza,Emanuel Brítez,emanuel-britez,E. Brítez,D,33,178,532,M,,789395,EUR,701568000,D,33,33,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473419,away,Fortaleza,Bruno Pacheco,bruno-pacheco,B. Pacheco,D,91,174,374,M,,870691,EUR,692150400,D,6,6,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473419,away,Fortaleza,Calebe Gonçalves,calebe,Calebe,M,20,173,641,M,,1046796,EUR,957052800,M,10,10,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Calebe,,,,,,,,,,,,,,,
13473419,away,Fortaleza,Allanzinho,allanzinho,Allanzinho,M,19,178,301,M,,988782,EUR,954806400,F,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
