match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_wonTackle,stat_expectedGoals,player_firstName,player_lastName,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalCross,stat_totalOffside,stat_accurateCross,stat_keyPass,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork,stat_errorLeadToAGoal
11391380,home,RC Lens,Brice Samba,brice-samba,B. Samba,G,30,186,2098,M,164055,EUR,767232000,G,30,30,False,True,32.0,28.0,9.0,5.0,25.0,26.0,3.0,6.0,1.0,9.0,1.0,2.0,5.0,1.0,1.0,90.0,42.0,7.8,4.0,0.00027723,0,1.0392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391380,home,RC Lens,Jonathan Gradit,jonathan-gradit,J. Gradit,D,24,180,273,M,369650,EUR,722563200,D,24,24,False,,60.0,52.0,9.0,6.0,31.0,33.0,21.0,27.0,3.0,4.0,,,,,,90.0,76.0,7.4,9.0,0.00912181,0,,1.0,3.0,4.0,7.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11391380,home,RC Lens,Kevin Danso,danso-kevin,K. Danso,D,4,190,3440,M,794953,EUR,906163200,D,4,4,False,,50.0,45.0,2.0,,33.0,36.0,12.0,14.0,4.0,5.0,,,,,,90.0,67.0,7.5,6.0,0.00459565,1,,,2.0,1.0,6.0,,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0352,,,,,,,,,,,,,,,,,
11391380,home,RC Lens,Facundo Medina,facundo-medina,F. Medina,D,32,184,4462,M,860307,EUR,927849600,D,14,14,False,,73.0,64.0,9.0,6.0,38.0,39.0,26.0,34.0,2.0,11.0,,,,,,88.0,88.0,7.6,11.0,0.0549235,1,,,2.0,5.0,6.0,1.0,1.0,2.0,1.0,,2.0,2.0,1.0,1.0,,1.0,0.0521,,,2.0,1.0,0.0603,,,,,,,,,,,,
11391380,home,RC Lens,Ruben Aguilar,ruben-aguilar,R. Aguilar,M,2,172,407,M,579576,EUR,735782400,M,2,2,False,,42.0,33.0,,,14.0,15.0,19.0,30.0,3.0,2.0,,,,,,90.0,72.0,6.9,16.0,0.0150782,0,,,2.0,1.0,7.0,,,,3.0,3.0,2.0,,,,,1.0,,,,1.0,,,3.0,1.0,,,,,,,,,,
11391380,home,RC Lens,Andy Diouf,andy-diouf,A. Diouf,M,17,187,3993,M,1048889,EUR,1053129600,M,18,18,False,,43.0,33.0,,,10.0,12.0,24.0,33.0,,2.0,,,,,,71.0,56.0,6.7,16.0,0.103531,1,,,,6.0,2.0,,,,1.0,,,1.0,3.0,1.0,,1.0,0.0461,,,3.0,1.0,0.3861,2.0,,1.0,1.0,,,,,,,,
11391380,home,RC Lens,Neil El Aynaoui,neil-el-aynaoui,N. El Aynaoui,M,8,186,16055,M,1128530,EUR,994032000,M,23,23,False,,35.0,30.0,2.0,1.0,15.0,15.0,15.0,20.0,3.0,1.0,,,,,,90.0,51.0,6.6,7.0,0.00886739,0,,,1.0,3.0,5.0,1.0,,1.0,2.0,,3.0,,1.0,,,,,Neil,El Aynaoui,1.0,,,,,,,,,,,,,,
11391380,home,RC Lens,Jhoanner Chávez,jhoanner-chavez,Jhoanner Chávez,M,13,182,1070,M,1002458,EUR,1019606400,M,13,13,False,,25.0,17.0,5.0,2.0,8.0,10.0,9.0,15.0,1.0,4.0,,,,,,81.0,40.0,6.2,14.0,0.0804932,1,,1.0,1.0,7.0,1.0,1.0,,,,3.0,,3.0,,,,,0.0811,,,2.0,,,,,,,1.0,,,,,,,
11391380,home,RC Lens,David Pereira da Costa,david-pereira-da-costa,D. P. d. Costa,M,10,165,576,M,1023091,EUR,978652800,F,10,10,False,,31.0,25.0,,,6.0,7.0,21.0,30.0,,5.0,,,,,,90.0,52.0,8.5,18.0,0.702433,1,,,,8.0,5.0,1.0,,1.0,3.0,2.0,,1.0,5.0,2.0,,2.0,0.1618,,,3.0,1.0,0.768,6.0,,2.0,3.0,,1.0,1.0,1.0,,,,
11391380,home,RC Lens,Florian Sotoca,florian-sotoca,F. Sotoca,F,7,187,757,M,788921,EUR,656812800,F,7,7,False,,41.0,32.0,1.0,,11.0,15.0,22.0,27.0,2.0,1.0,,,,,,81.0,58.0,7.7,15.0,0.186296,2,,1.0,2.0,6.0,5.0,,,1.0,1.0,2.0,2.0,2.0,,,1.0,,0.2426,,,3.0,1.0,0.6828,1.0,,1.0,2.0,,,,1.0,,,,
11391380,home,RC Lens,Elye Wahi,elye-wahi,E. Wahi,F,11,180,3162,M,979315,EUR,1041465600,F,9,9,False,,9.0,6.0,,,3.0,4.0,3.0,6.0,1.0,2.0,,,,,,71.0,19.0,8.0,7.0,0.00266553,2,,1.0,,5.0,2.0,1.0,,,1.0,2.0,,2.0,1.0,1.0,,1.0,0.8728,,,1.0,1.0,0.8009,1.0,,,2.0,1.0,1.0,1.0,1.0,e.wahi7,,,
11391380,home,RC Lens,Salis Abdul Samed,abdul-samed-salis,S. A. Samed,M,99,180,2025,M,993455,EUR,954028800,M,6,6,True,,6.0,6.0,,,2.0,2.0,4.0,4.0,,1.0,,,,,,19.0,7.0,6.6,,0.00105948,0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11391380,home,RC Lens,Wesley Saïd,wesley-said,W. Saïd,F,22,171,742,M,227862,EUR,798249600,F,22,22,True,,5.0,4.0,,,3.0,4.0,1.0,1.0,,3.0,,,,,,19.0,8.0,6.7,1.0,0.000856,1,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,0.0792,,,,1.0,0.059,,,,,,,,,,,,
11391380,home,RC Lens,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176,5767,M,286909,EUR,797644800,M,29,29,True,,3.0,2.0,,,1.0,1.0,1.0,2.0,,1.0,,,,,,9.0,5.0,6.4,2.0,0.00257308,0,,1.0,,3.0,1.0,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,przemek.franek_,,,
11391380,home,RC Lens,Morgan Guilavogui,morgan-guilavogui,M. Guilavogui,F,29,188,3076,M,990743,EUR,889488000,F,27,27,True,,5.0,4.0,,,,,4.0,6.0,,1.0,,,,,,9.0,10.0,6.6,3.0,0.00601308,0,,,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,MorganGuila,,,
11391380,home,RC Lens,Massadio Haïdara,massadio-haidara,M. Haïdara,D,21,179,600,M,143344,EUR,723254400,D,21,21,True,,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,2.0,3.0,,1.0,0.00027143,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
