match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_lastName,stat_aerialWon,captain,stat_outfielderBlock,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyMiss,stat_wonContest,stat_penaltyConceded,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_clearanceOffLine
13444498,home,AV Alta FC,Carlos Avilez,carlos-avilez,C. Avilez,G,23,183.0,3,M,884214,EUR,915840000,G,23,23,False,32.0,20.0,22.0,10.0,0.0,13.0,15.0,7.0,17.0,5.0,1.0,1.0,1.0,90.0,36.0,6.6,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13444498,home,AV Alta FC,Christian Ortiz,christian-ortiz,C. Ortiz,D,2,170.0,3,,2064075,EUR,997660800,D,2,2,False,55.0,48.0,1.0,,0.0,28.0,32.0,20.0,23.0,4.0,,,,90.0,87.0,7.4,14.0,2,Christian Ortiz,3.0,2.0,1.0,4.0,7.0,1.0,1.0,2.0,5.0,3.0,6.0,5.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
13444498,home,AV Alta FC,Luca Mastrantonio,luca-mastrantonio,L. Mastrantonio,D,4,185.0,7,M,1113510,EUR,833155200,D,4,4,False,54.0,47.0,11.0,8.0,0.0,32.0,35.0,15.0,19.0,4.0,,,,90.0,63.0,7.0,7.0,0,Luca Mastrantonio,,,2.0,3.0,4.0,,,,2.0,2.0,3.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
13444498,home,AV Alta FC,Miguel Pajaro,miguel-pajaro,M. Pajaro,D,,187.0,10,,1469747,EUR,967248000,D,26,26,False,39.0,33.0,2.0,,0.0,26.0,32.0,7.0,7.0,6.0,,,,90.0,62.0,7.5,7.0,0,,1.0,,,1.0,6.0,1.0,,,12.0,3.0,4.0,4.0,,1.0,,,,1.0,True,1.0,,,,,,,,,,,,,,,,,
13444498,home,AV Alta FC,Erick Ceja,erick-ceja,E. Ceja,D,16,,1,M,1477109,EUR,999302400,D,16,16,False,52.0,46.0,,,0.0,21.0,23.0,25.0,29.0,7.0,,,,81.0,79.0,7.7,10.0,0,Erick Ceja,,,,3.0,9.0,1.0,,,5.0,1.0,5.0,4.0,2.0,2.0,1.0,2.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,
13444498,home,AV Alta FC,Maboumou Alassane,maboumou-alassane,M. Alassane,M,5,,82,M,1471547,EUR,1065052800,M,5,5,False,54.0,47.0,6.0,5.0,0.0,19.0,20.0,28.0,34.0,11.0,,,,90.0,77.0,7.7,10.0,1,,,,,3.0,10.0,,,1.0,1.0,3.0,5.0,2.0,2.0,3.0,2.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,
13444498,home,AV Alta FC,Sebastian Cruz,sebastian-cruz,S. Cruz,M,19,170.0,1,M,1489959,EUR,965001600,M,19,19,False,37.0,32.0,1.0,1.0,0.0,8.0,9.0,24.0,28.0,4.0,,,,72.0,48.0,8.1,7.0,3,Sebastian Cruz,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,3.0,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,
13444498,home,AV Alta FC,Eduardo Blancas,eduardo-blancas,E. Blancas,F,30,159.0,15,M,1520843,EUR,1005696000,M,30,30,False,41.0,33.0,4.0,2.0,0.0,10.0,11.0,23.0,30.0,3.0,,,,72.0,60.0,6.7,17.0,2,,2.0,,,5.0,2.0,,,,,,1.0,,3.0,1.0,2.0,,,,,,3.0,,1.0,,,,1.0,,,,,,,,,,
13444498,home,AV Alta FC,Harrison Robledo,harrison-robledo,H. Robledo,M,35,170.0,4,M,1186862,EUR,1013126400,M,35,35,False,41.0,35.0,2.0,1.0,1.0,8.0,9.0,27.0,32.0,2.0,,,,65.0,52.0,7.4,8.0,1,Harrison Robledo,,,,2.0,5.0,,1.0,,,2.0,4.0,1.0,,,,2.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,
13444498,home,AV Alta FC,Jerry Desdunes,jerry-desdunes,J. Desdunes,M,,165.0,718,M,1109617,EUR,987033600,M,7,7,False,59.0,48.0,4.0,4.0,0.0,16.0,18.0,32.0,41.0,7.0,,,,90.0,89.0,9.2,25.0,5,,3.0,,2.0,7.0,4.0,1.0,1.0,,1.0,,1.0,1.0,7.0,3.0,,3.0,,,,,3.0,,4.0,,2.0,,1.0,1.0,2.0,1.0,,,,,,,
