match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_interceptionWon,stat_fouls,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_challengeLost,stat_wonContest,captain,stat_totalOffside,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed
10434216,home,Port Vale,Aidan Stone,aidan-stone,A. Stone,G,24,186.0,17,M,987345,EUR,932428800,G,1,1,False,39.0,25.0,27.0,13.0,13.0,15.0,12.0,24.0,1.0,10.0,2.0,2.0,2.0,1.0,2.0,2.0,90.0,46.0,6.4,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434216,home,Port Vale,William Forrester,william-forrester,W. Forrester,D,6,180.0,24,M,1007040,EUR,993772800,D,15,15,False,53.0,41.0,6.0,3.0,14.0,18.0,28.0,36.0,6.0,6.0,,,,,,,90.0,74.0,7.1,15.0,0,,,1.0,1.0,4.0,4.0,4.0,7.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10434216,home,Port Vale,Nathan Smith,nathan-smith,N. Smith,D,5,182.0,11,M,551224,EUR,828489600,D,6,6,False,16.0,9.0,2.0,,9.0,13.0,,3.0,,6.0,,,,,,,70.0,21.0,6.3,7.0,0,Nathan,Smith,,,,3.0,3.0,6.0,,1.0,1.0,,2.0,,1.0,3.0,,,,,,,,,,,,,,
10434216,home,Port Vale,Daniel Jones,daniel-jones,D. Jones,D,3,183.0,6,M,340473,EUR,787363200,D,3,3,False,52.0,42.0,14.0,7.0,21.0,24.0,21.0,30.0,4.0,3.0,,,,,,,90.0,72.0,7.0,16.0,0,,,2.0,,3.0,7.0,3.0,8.0,,,,1.0,1.0,,3.0,,,,,,,,,,,,,,,
10434216,home,Port Vale,Sam Robinson,sam-robinson,S. Robinson,D,27,,13,M,983814,EUR,1010534400,M,27,27,False,30.0,22.0,3.0,2.0,7.0,10.0,16.0,25.0,,,,,,,,,70.0,66.0,6.2,23.0,1,Sam,Robinson,5.0,1.0,,,6.0,5.0,1.0,1.0,1.0,2.0,4.0,1.0,,,2.0,4.0,1.0,,,,,,,,,,,
10434216,home,Port Vale,Tom Pett,tom-pett,T. Pett,M,4,173.0,19,M,582760,EUR,691718400,M,23,23,False,34.0,25.0,4.0,1.0,10.0,12.0,15.0,22.0,,5.0,,,,,,,69.0,43.0,6.1,10.0,0,,,,,2.0,2.0,3.0,4.0,,1.0,1.0,,1.0,,2.0,,1.0,,,1.0,,,,,,,,,,
10434216,home,Port Vale,Brad Walker,brad-walker,B. Walker,M,38,186.0,4,M,314378,EUR,798768000,M,4,4,False,41.0,36.0,3.0,1.0,21.0,24.0,15.0,17.0,,7.0,,,,,,,90.0,50.0,6.7,8.0,0,,,,,1.0,3.0,5.0,8.0,,1.0,1.0,,1.0,,,2.0,,4.0,,,1.0,3.0,,,,,,,,
10434216,home,Port Vale,Thierry Small,small-thierry,T. Small,M,26,183.0,203,M,1100606,EUR,1091318400,M,18,18,False,10.0,7.0,,,7.0,10.0,1.0,2.0,,2.0,,,,,,,70.0,21.0,6.4,7.0,0,,,2.0,1.0,1.0,1.0,3.0,2.0,,,,2.0,,,,1.0,,2.0,,,,1.0,,,,,,,,
10434216,home,Port Vale,Tom Conlon,tom-conlon,T. Conlon,M,10,173.0,19,M,356402,EUR,823305600,F,10,10,False,35.0,27.0,3.0,1.0,8.0,10.0,19.0,28.0,4.0,10.0,,,,,,,90.0,53.0,6.9,14.0,0,,,3.0,,,2.0,4.0,4.0,,,,,1.0,1.0,,,3.0,1.0,,,1.0,1.0,True,,,,,,,
10434216,home,Port Vale,Ben Garrity,ben-garrity,B. Garrity,M,8,182.0,29,M,1022861,EUR,856483200,F,8,8,False,26.0,15.0,,,6.0,10.0,9.0,18.0,,2.0,,,,,,,90.0,40.0,7.1,16.0,1,Ben,Garrity,2.0,,6.0,11.0,8.0,16.0,,3.0,,2.0,2.0,,,1.0,1.0,,1.0,,,,,1.0,,,,,,
