match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_lastName,captain,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_totalClearance,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_outfielderBlock,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_punches,stat_lastManTackle,stat_bigChanceCreated,stat_bigChanceMissed
13473410,home,Palmeiras,Weverton,weverton,Weverton,G,1,189,7138,M,Weverton,243529,EUR,566352000,G,21,21,False,21.0,12.0,12.0,3.0,0.0,10.0,13.0,2.0,8.0,5.0,1.0,2.0,2.0,1.0,1.0,90.0,28.0,7.1,9.0,0.00087924,0,0.9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473410,home,Palmeiras,Agustín Giay,agustin-giay,A. Giay,D,4,180,5030,M,,1106603,EUR,1074211200,D,4,4,False,58.0,49.0,8.0,3.0,0.0,27.0,29.0,22.0,29.0,8.0,,,,,,90.0,79.0,7.0,12.0,0.0338037,0,,Agustín Giay,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
13473410,home,Palmeiras,Gustavo Gómez,gustavo-gomez,G. Gómez,D,15,185,8380,M,gustavogomez,220833,EUR,736646400,D,15,15,False,50.0,43.0,7.0,4.0,0.0,28.0,29.0,15.0,21.0,3.0,,,,,,90.0,69.0,7.8,9.0,0.00795597,1,,,,,4.0,10.0,,2.0,1.0,1.0,,2.0,,,,True,4.0,8.0,1.0,11.0,1.0,2.0,0.0077,,,,,,,,,,,,
13473410,home,Palmeiras,Bruno Fuchs,bruno-fuchs,B. Fuchs,D,3,190,3790,M,,973737,EUR,922924800,D,3,3,False,47.0,42.0,3.0,2.0,0.0,26.0,28.0,16.0,19.0,2.0,,,,,,90.0,63.0,7.3,8.0,0.00770757,0,,,1.0,,,4.0,,,1.0,,,2.0,,,,,,2.0,,8.0,1.0,,,1.0,,,,,,,,,,,
13473410,home,Palmeiras,Allan,allan,Allan,F,40,175,4618,M,,1835889,EUR,1082332800,M,40,40,False,22.0,19.0,,,0.0,9.0,11.0,10.0,11.0,7.0,,,,,,62.0,36.0,6.4,10.0,0.054992,0,,Allan,,,10.0,5.0,1.0,1.0,2.0,,,1.0,1.0,2.0,,,2.0,1.0,,1.0,2.0,,,,2.0,4.0,,,,,,,,,
13473410,home,Palmeiras,Richard Ríos,richard-rios,R. Ríos,M,20,185,34402,M,richardrios,1015292,EUR,959904000,M,8,8,False,37.0,32.0,2.0,1.0,0.0,16.0,18.0,16.0,19.0,11.0,,,,,,62.0,49.0,6.8,10.0,0.0270279,2,,,2.0,,7.0,4.0,,1.0,2.0,1.0,,,3.0,,,,1.0,1.0,1.0,,1.0,,0.1293,,1.0,2.0,1.0,,,,,,,,
13473410,home,Palmeiras,Aníbal Moreno,anibal-moreno,A. Moreno,M,5,177,5203,M,,977677,EUR,926553600,M,5,5,False,44.0,37.0,5.0,3.0,0.0,19.0,19.0,18.0,25.0,4.0,,,,,,79.0,61.0,6.9,11.0,0.00941301,1,,,,,7.0,6.0,,,5.0,3.0,,1.0,1.0,,,,3.0,1.0,1.0,2.0,,,0.0044,,3.0,,,,,,,,,,
13473410,home,Palmeiras,Joaquín Piquerez,joaquin-piquerez,J. Piquerez,D,22,183,6392,M,,881110,EUR,903916800,M,22,22,False,41.0,30.0,3.0,,0.0,12.0,16.0,18.0,25.0,13.0,,,,,,90.0,71.0,6.9,23.0,0.129857,0,,,8.0,1.0,2.0,4.0,,3.0,3.0,2.0,1.0,2.0,1.0,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,
13473410,home,Palmeiras,Estêvão,estevao,Estêvão,M,41,176,196577,M,Estêvão,1597265,EUR,1177372800,F,41,41,False,22.0,19.0,4.0,3.0,0.0,3.0,3.0,16.0,19.0,5.0,,,,,,79.0,52.0,7.4,19.0,0.321504,2,,Estêvão,13.0,6.0,7.0,5.0,,,1.0,,,4.0,2.0,1.0,,,1.0,,2.0,,1.0,,0.1151,,2.0,6.0,,3.0,,,,,,,
13473410,home,Palmeiras,Paulinho,paulinho,Paulinho,F,10,175,11050,M,paulinho10,885179,EUR,963619200,F,10,10,False,32.0,26.0,,,0.0,7.0,7.0,19.0,25.0,4.0,,,,,,65.0,44.0,7.2,10.0,0.469097,3,,,3.0,1.0,1.0,5.0,,,,,,1.0,,1.0,,,,3.0,1.0,,,,0.1801,,,3.0,1.0,2.0,1.0,0.1025,,,,,
