match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,player_id,player_name,length,description,reason,confirmed,playerName,rescinded
12624948,FT,1.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
12624948,,,,,90,8.0,,1,,,substitution,123453077.0,False,True,regular,,,,,,,,
12624948,,1.0,1.0,,90,3.0,,1,,,goal,193932101.0,,False,regular,818572.0,Fawaz Al-Sagour,,,,,,
12624948,,1.0,0.0,,90,1.0,,1,,,goal,193932000.0,,True,regular,876626.0,Fashion Sakala,,,,,,
12624948,,,,,90,0.0,,1,,,injuryTime,,,,,,,9.0,,,,,
12624948,,,,,88,,,3,,,inGamePenalty,118510591.0,,False,missed,846081.0,Houssem Aouar,,Goalkeeper save,goalkeeperSave,,,
12624948,,,,,86,,,5,,,varDecision,30498.0,,False,penaltyNotAwarded,1006089.0,Mario Mitaj,,,,False,,
12624948,,,,,84,,,7,,,substitution,123452995.0,False,False,regular,,,,,,,,
12624948,,,,,84,,,7,,,substitution,123452994.0,False,False,regular,,,,,,,,
12624948,,,,,73,,,18,,,substitution,123452959.0,False,True,regular,,,,,,,,
12624948,,,,,73,,,18,,,substitution,123452958.0,False,True,regular,,,,,,,,
12624948,,,,,70,,,21,,,substitution,123452950.0,False,False,regular,,,,,,,,
12624948,,,,,57,,,34,,,inGamePenalty,118510589.0,,False,missed,3306.0,Karim Benzema,,Goalkeeper save,goalkeeperSave,,,
12624948,,,,,56,,,35,,,varDecision,30497.0,,False,penaltyNotAwarded,1006089.0,Mario Mitaj,,,,False,,
12624948,,,,,48,,,43,,,card,121834165.0,,True,yellow,358890.0,Otabek Shukurov,,,Foul,,Otabek Shukurov,False
12624948,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
12624948,,,,,45,0.0,,1,,,injuryTime,,,,,,,3.0,,,,,
12624948,,,,,32,,,14,,,card,121834059.0,,True,yellow,983833.0,Faris Abdi,,,Foul,,Faris Abdi,False
12624948,,,,,20,,,26,,,card,121834013.0,,False,yellow,1048371.0,Awad Al-Nashri,,,Foul,,Awad Al-Nashri,False
12624948,,,,,16,,,30,,,card,121834004.0,,True,yellow,926513.0,Renzo López,,,Foul,,Renzo López,False
12624948,,,,,13,,,33,,,substitution,123452529.0,True,False,injury,,,,,,,,
