match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_fouls,stat_expectedGoals,player_sofascoreId,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_interceptionWon,stat_lastManTackle,stat_unsuccessfulTouch,stat_dispossessed,stat_blockedScoringAttempt,stat_wasFouled,captain,stat_totalCross,stat_accurateCross,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_errorLeadToAShot
12436479,home,Nottingham Forest,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,26,26,False,19.0,8.0,18.0,7.0,0.0,2.0,3.0,6.0,16.0,1.0,1.0,2.0,5.0,1.0,4.0,4.0,2.0,90.0,31.0,7.9,12.0,0.00150473,0,0.9263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436479,home,Nottingham Forest,Ola Aina,ola-aina,O. Aina,D,34,182,4052,M,800417,EUR,844732800,D,34,34,False,25.0,21.0,4.0,3.0,0.0,9.0,11.0,12.0,14.0,,1.0,5.0,8.0,,,,,90.0,41.0,6.9,8.0,0.00729286,1,,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,0.2442,,,,,,,,,,,,,,,,,,,,,,
12436479,home,Nottingham Forest,Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,195,5064,M,836168,EUR,876614400,D,31,31,False,19.0,15.0,4.0,3.0,0.0,12.0,12.0,3.0,7.0,3.0,7.0,4.0,1.0,,,,,90.0,29.0,7.4,4.0,0.00162373,1,,,,,,,,1.0,,0.2017,milenkovicn_4,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,
12436479,home,Nottingham Forest,Murillo,murillo,Murillo,D,5,180,9781,M,1199282,EUR,1025740800,D,5,5,False,28.0,20.0,9.0,2.0,0.0,12.0,16.0,8.0,12.0,1.0,7.0,10.0,2.0,,,,,90.0,59.0,7.8,12.0,0.00268677,0,,,3.0,1.0,2.0,2.0,,,2.0,,murillosantiago40,3.0,4.0,4.0,Murillo,,1.0,1.0,3.0,,,,,,,,,,,,,
12436479,home,Nottingham Forest,Neco Williams,williams-neco,N. Williams,D,3,183,3198,M,927356,EUR,987120000,D,7,7,False,19.0,16.0,2.0,1.0,0.0,8.0,11.0,8.0,8.0,,8.0,2.0,5.0,,,,,90.0,47.0,7.4,8.0,0.00555398,1,,1.0,5.0,1.0,1.0,,,,1.0,0.0434,,1.0,4.0,3.0,,,4.0,,1.0,1.0,1.0,4.0,,,,,,,,,,
12436479,home,Nottingham Forest,Ryan Yates,ryan-yates,R. Yates,M,22,190,881,M,846252,EUR,880070400,M,22,22,False,24.0,19.0,,,0.0,12.0,12.0,7.0,12.0,2.0,7.0,2.0,3.0,,,,,90.0,34.0,6.7,6.0,0.00230567,0,,,3.0,2.0,,,,,1.0,,,,2.0,1.0,,,,,1.0,,,3.0,True,,,,,,,,,
12436479,home,Nottingham Forest,Elliot Anderson,elliot-anderson,E. Anderson,M,8,179,7705,M,994546,EUR,1036540800,M,8,8,False,30.0,21.0,5.0,,0.0,8.0,10.0,14.0,21.0,,6.0,2.0,7.0,,,,,82.0,49.0,7.0,12.0,0.191857,1,,2.0,7.0,1.0,3.0,2.0,,,2.0,0.056,,,4.0,3.0,,,2.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,
12436479,home,Nottingham Forest,Anthony Elanga,anthony-elanga,A. Elanga,M,20,178,10434,M,979232,EUR,1019865600,M,21,21,False,10.0,9.0,,,0.0,4.0,4.0,5.0,10.0,,1.0,1.0,2.0,,,,,74.0,25.0,7.6,10.0,0.0206621,3,,1.0,1.0,,1.0,1.0,,1.0,,0.3493,anthonyelanga,,,,,,,,5.0,,,,,4.0,,,2.0,1.0,1.0,1.2102,,
12436479,home,Nottingham Forest,Morgan Gibbs-White,morgan-gibbs-white,M. Gibbs-White,M,10,171,6974,M,865912,EUR,948931200,M,10,10,False,33.0,26.0,4.0,3.0,1.0,4.0,5.0,22.0,28.0,1.0,4.0,,6.0,,,,,82.0,49.0,7.7,13.0,0.295498,1,,3.0,8.0,,3.0,1.0,,,2.0,0.1514,Morgangibbs27,,1.0,,,,2.0,,2.0,1.0,,1.0,,,,2.0,1.0,,,0.15,1.0,
12436479,home,Nottingham Forest,Callum Hudson-Odoi,callum-hudson-odoi,C. Hudson-Odoi,M,7,177,9224,M,867442,EUR,973555200,M,14,14,False,25.0,22.0,1.0,,0.0,8.0,8.0,14.0,18.0,,4.0,,7.0,,,,,87.0,42.0,6.9,11.0,0.0290965,1,,,5.0,1.0,1.0,1.0,,1.0,,0.0458,Calteck10,,1.0,1.0,,,1.0,,3.0,4.0,,2.0,,1.0,,2.0,,,,,,
