match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_totalTackle,stat_challengeLost,stat_wonTackle,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_accurateCross,stat_shotOffTarget,stat_hitWoodwork,stat_goals,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_penaltyConceded,player_sofascoreId,stat_totalOffside
12530667,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192.0,4886,M,754330,EUR,828662400,G,1,1,False,True,52.0,43.0,18.0,10.0,0.0,38.0,39.0,5.0,13.0,1.0,1.0,2.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,64.0,6.5,9.0,0.00186166,0,-0.5897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530667,home,Trabzonspor,Pedro Malheiro,pedro-malheiro,P. Malheiro,D,79,179.0,416,M,1131249,EUR,980035200,D,79,79,False,,49.0,42.0,6.0,2.0,0.0,25.0,28.0,17.0,23.0,,1.0,5.0,7.0,,1.0,,,,,,,,90.0,70.0,6.7,12.0,0.0406048,1,,,,2.0,4.0,2.0,1.0,1.0,2.0,2.0,0.0173,0.0386,2.0,,,,,,,,,,,,,,,,,
12530667,home,Trabzonspor,Okay Yokuşlu,okay-yokuslu,O. Yokuşlu,M,5,190.0,809,M,97967,EUR,763171200,D,35,35,False,,53.0,46.0,4.0,4.0,0.0,32.0,37.0,14.0,16.0,1.0,3.0,4.0,4.0,,,,,,,,,,90.0,62.0,6.6,7.0,0.00434576,1,,,,,3.0,,1.0,,,1.0,0.0236,0.0862,,2.0,2.0,,,,,,,,,,,,,,,
12530667,home,Trabzonspor,Arseniy Batagov,arsenii-batahov,A. Batagov,D,44,185.0,941,M,981395,EUR,1015286400,D,44,44,False,,72.0,64.0,13.0,8.0,0.0,42.0,45.0,22.0,27.0,1.0,2.0,6.0,3.0,,,,,,,,,,90.0,83.0,6.6,9.0,0.0152632,0,,,,,4.0,,,1.0,,1.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12530667,home,Trabzonspor,Mustafa Eskihellaç,mustafa-eskihellac,M. Eskihellaç,D,19,175.0,571,M,899069,EUR,862790400,D,19,19,False,,46.0,44.0,3.0,3.0,0.0,26.0,26.0,18.0,20.0,1.0,4.0,1.0,3.0,,1.0,,,,,,,,80.0,66.0,6.5,8.0,0.0180076,0,,,,,2.0,1.0,,,1.0,1.0,,,,,,,,3.0,2.0,2.0,,,,,,,,,,
12530667,home,Trabzonspor,Batista Mendy,batista-mendy,B. Mendy,M,19,191.0,1292,M,859021,EUR,947635200,M,6,6,False,,25.0,25.0,1.0,1.0,0.0,19.0,19.0,6.0,6.0,1.0,7.0,1.0,2.0,,2.0,,,,,,,,71.0,34.0,7.0,1.0,0.0364865,0,,,,,1.0,,,,,1.0,,,1.0,,2.0,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,
12530667,home,Trabzonspor,Oleksandr Zubkov,oleksandr-zubkov,O. Zubkov,M,22,182.0,1318,M,353282,EUR,839030400,M,22,22,False,,31.0,24.0,6.0,4.0,1.0,10.0,12.0,15.0,22.0,,4.0,,1.0,,2.0,,,,,,,,89.0,51.0,8.5,15.0,0.152809,4,,,,3.0,7.0,1.0,3.0,1.0,,3.0,0.3944,1.5934,2.0,,,,,2.0,5.0,2.0,,1.0,1.0,1.0,1.0,,,,,
12530667,home,Trabzonspor,Danylo Sikan,sikan-danylo,D. Sikan,F,14,185.0,1357,M,945479,EUR,987379200,M,14,14,False,,8.0,8.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,,1.0,1.0,1.0,,,,,,,,,,71.0,15.0,8.6,1.0,0.451939,3,,,,,,,2.0,,,,0.757,1.2647,1.0,,1.0,,1.0,1.0,,,1.0,,1.0,,2.0,,,,,
12530667,home,Trabzonspor,Ozan Tufan,ozan-tufan,O. Tufan,M,11,182.0,2045,M,251907,EUR,795916800,M,11,11,False,,39.0,35.0,3.0,1.0,0.0,18.0,19.0,17.0,20.0,,,,,,,,,,,,,,89.0,42.0,6.2,6.0,0.0476825,0,,,,,4.0,,,,,,,,,,,4.0,,2.0,,,,,,,,,,,,
12530667,home,Trabzonspor,Edin Višća,edin-visca,E. Višća,M,7,172.0,1000,M,109779,EUR,635212800,M,7,7,False,,30.0,24.0,2.0,2.0,0.0,5.0,6.0,19.0,28.0,,2.0,2.0,3.0,,1.0,,,,,,,,90.0,47.0,6.5,12.0,0.214728,2,,,,4.0,3.0,,,,2.0,2.0,0.2329,,3.0,,,1.0,,1.0,2.0,1.0,,,1.0,,,1.0,1.0,1.0,,
