match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_outfielderBlock,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,captain,stat_bigChanceMissed,stat_punches,stat_errorLeadToAGoal
10385477,home,Tottenham Hotspur,Fraser Forster,fraser-forster,F. Forster,G,17,201,1229,M,19314,EUR,574560000,G,20,20,False,23.0,17.0,8.0,2.0,15.0,16.0,2.0,7.0,6.0,1.0,1.0,1.0,1.0,90.0,26.0,7.2,6.0,0.0,0.0,0.00023945,0,0.1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385477,home,Tottenham Hotspur,Cristian Romero,cristian-romero,C. Romero,D,17,185,37910,M,829932,EUR,893635200,D,17,17,False,70.0,62.0,4.0,2.0,37.0,41.0,25.0,29.0,7.0,,,,,90.0,91.0,7.5,11.0,0.0219,0.0,0.0532271,1,,,,cutiromero2,1.0,2.0,5.0,6.0,1.0,2.0,1.0,1.0,6.0,4.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,
10385477,home,Tottenham Hotspur,Eric Dier,eric-dier,E. Dier,D,3,191,4317,M,146101,EUR,758592000,D,15,15,False,80.0,70.0,4.0,1.0,57.0,60.0,13.0,20.0,9.0,,,,,90.0,90.0,7.3,10.0,0.0,0.0,0.0110118,0,,,,ericdier,1.0,6.0,3.0,8.0,,,,,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10385477,home,Tottenham Hotspur,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186,7982,M,580550,EUR,803347200,D,34,34,False,74.0,55.0,9.0,1.0,37.0,47.0,19.0,28.0,9.0,,,,,78.0,82.0,6.1,21.0,0.021,0.0,0.0449501,1,,,,clement_lenglet,4.0,2.0,9.0,2.0,1.0,,,,1.0,1.0,,,1.0,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,,
10385477,home,Tottenham Hotspur,Emerson Royal,emerson-royal,E. Royal,D,22,183,10057,M,856123,EUR,916272000,M,12,12,False,41.0,38.0,2.0,2.0,14.0,15.0,25.0,28.0,5.0,,,,,90.0,67.0,7.5,8.0,0.3258,0.7316,0.168695,2,,,,emerson_royal,1.0,,7.0,2.0,1.0,2.0,,,5.0,,2.0,1.0,,3.0,,,,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,
10385477,home,Tottenham Hotspur,Oliver Skipp,skipp-oliver,O. Skipp,M,22,175,1315,M,859901,EUR,969062400,M,4,4,False,56.0,49.0,3.0,2.0,26.0,29.0,23.0,27.0,9.0,,,,,89.0,74.0,7.3,11.0,0.0783,0.0,0.0310573,1,,,,,,1.0,3.0,8.0,1.0,2.0,1.0,,2.0,1.0,4.0,3.0,2.0,1.0,,,2.0,,,1.0,,,1.0,,,,,,
10385477,home,Tottenham Hotspur,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185,4495,M,149593,EUR,807580800,M,5,5,False,81.0,76.0,7.0,7.0,35.0,36.0,41.0,45.0,9.0,,,,,90.0,95.0,7.3,7.0,0.0545,0.1286,0.199257,2,,,,hojbjerg23,,1.0,3.0,4.0,1.0,,,,4.0,,1.0,1.0,1.0,1.0,1.0,,2.0,,,1.0,1.0,,,,,,,,
10385477,home,Tottenham Hotspur,Ben Davies,ben-davies,B. Davies,D,33,181,2694,M,94758,EUR,735609600,M,33,33,False,28.0,19.0,1.0,,11.0,13.0,8.0,20.0,2.0,,,,,90.0,52.0,7.1,15.0,0.0341,0.0,0.0651633,1,,,,,4.0,4.0,6.0,4.0,,1.0,,1.0,6.0,,,,,1.0,,,,5.0,,,,,1.0,1.0,1.0,,,,
10385477,home,Tottenham Hotspur,Dejan Kulusevski,dejan-kulusevski,D. Kulusevski,M,21,186,11735,M,928124,EUR,956620800,F,21,21,False,35.0,31.0,,,7.0,7.0,25.0,37.0,6.0,,,,,89.0,58.0,7.3,18.0,0.0763,0.0753,0.0929976,2,,,,dejan_k10,2.0,,5.0,5.0,,1.0,,,,,4.0,3.0,4.0,2.0,,,1.0,9.0,1.0,1.0,1.0,,3.0,,,,,,
10385477,home,Tottenham Hotspur,Richarlison,richarlison,Richarlison,F,9,184,44707,M,840217,EUR,863222400,F,9,9,False,13.0,9.0,2.0,2.0,1.0,2.0,8.0,12.0,2.0,,,,,68.0,26.0,6.8,9.0,0.2692,0.076,0.0240944,2,,,,Richarlison,4.0,1.0,9.0,4.0,2.0,1.0,,,,,3.0,2.0,1.0,,2.0,,,1.0,,,2.0,,1.0,,,,,,
10385477,home,Tottenham Hotspur,Harry Kane,harry-kane,H. Kane,F,9,188,297679,M,108579,EUR,743817600,F,10,10,False,25.0,17.0,2.0,2.0,4.0,4.0,13.0,22.0,3.0,,,,,90.0,48.0,7.1,20.0,0.1759,0.0,0.087815,3,,,,HurriKane,1.0,2.0,7.0,6.0,1.0,3.0,2.0,2.0,,,,,9.0,1.0,3.0,,2.0,1.0,,1.0,,,2.0,1.0,1.0,True,1.0,,
10385477,home,Tottenham Hotspur,Heung-min Son,heung-min-son,H. M. Son,F,7,184,117494,M,111505,EUR,710553600,F,7,7,True,9.0,8.0,,,2.0,2.0,6.0,7.0,2.0,,,,,22.0,14.0,7.4,3.0,0.4967,0.4672,0.0160564,1,,,,HMSon,1.0,,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,
10385477,home,Tottenham Hotspur,Ivan Perišić,ivan-perisic,I. Perišić,M,5,187,17408,M,38710,EUR,602380800,M,14,14,True,5.0,5.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,,,,,12.0,10.0,6.5,1.0,0.0,0.0,0.00299418,0,,,,ivanperisic444,1.0,,4.0,1.0,,,,,1.0,,1.0,,,2.0,1.0,,,1.0,,,,,,,,,,,
10385477,home,Tottenham Hotspur,Pape Matar Sarr,pape-matar-sarr,P. M. Sarr,M,29,185,32679,M,1002711,EUR,1031961600,M,29,29,True,3.0,3.0,,,3.0,3.0,,,,,,,,1.0,4.0,,,0.0,0.0,2.917e-05,0,,,,pape,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
