match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,stat_outfielderBlock,stat_wonTackle,stat_goals,stat_errorLeadToAShot,stat_shotOffTarget,stat_totalOffside,stat_challengeLost,stat_bigChanceCreated,stat_dispossessed,player_lastName,captain,stat_blockedScoringAttempt,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_hitWoodwork
12117166,home,Bahia,Marcos Felipe,marcos-felipe,M. Felipe,G,1,189,1142,M,358524,EUR,829353600,G,22,22,False,38.0,33.0,12.0,7.0,0.0,29.0,31.0,4.0,7.0,1.0,12.0,1.0,1.0,1.0,4.0,4.0,90.0,50.0,6.4,6.0,0.00055281,0,0.1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117166,home,Bahia,Gilberto,gilberto,Gilberto,D,2,181,1500,M,261687,EUR,731462400,D,2,2,False,53.0,43.0,4.0,3.0,0.0,27.0,29.0,17.0,29.0,1.0,5.0,,,,,,90.0,89.0,7.0,20.0,0.0755003,1,,5.0,1.0,1.0,3.0,5.0,8.0,6.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.4748,0.0858,3.0,,,,,,,,,,,,,,,,
12117166,home,Bahia,Gabriel Xavier,gabriel-xavier,G. Xavier,D,3,190,1259,M,1117710,EUR,989107200,D,3,3,False,63.0,54.0,6.0,4.0,0.0,47.0,53.0,7.0,10.0,3.0,3.0,,,,,,90.0,80.0,7.7,9.0,0.00192908,0,,,,,5.0,2.0,9.0,1.0,1.0,,,5.0,2.0,,1.0,2.0,,,,Gabriel Xavier,1.0,2.0,,,,,,,,,,,,,
12117166,home,Bahia,David Duarte,david-duarte,D. Duarte,D,33,192,765,M,810715,EUR,790905600,D,33,33,False,46.0,41.0,6.0,4.0,0.0,35.0,38.0,6.0,8.0,3.0,3.0,,,,,,76.0,52.0,7.5,5.0,0.00495818,1,,,,1.0,4.0,1.0,5.0,,,,1.0,,,,1.0,,0.1484,0.8197,,,1.0,,1.0,1.0,,,,,,,,,,,
12117166,home,Bahia,Luciano Juba,luciano-juba,L. Juba,D,46,176,3659,M,1017264,EUR,935884800,D,46,46,False,66.0,57.0,6.0,5.0,0.0,36.0,44.0,21.0,23.0,1.0,9.0,,,,,,90.0,83.0,7.0,12.0,0.0301246,1,,1.0,,,1.0,,3.0,1.0,1.0,,,3.0,1.0,,,,0.0374,,,,,,,,1.0,1.0,,,,,,,,,
12117166,home,Bahia,Carlos De Pena,carlos-de-pena,Carlos De Pena,M,27,177,495,M,311394,EUR,700272000,M,14,14,False,35.0,27.0,2.0,2.0,1.0,14.0,17.0,15.0,22.0,1.0,3.0,,,,,,57.0,46.0,7.6,10.0,0.115455,0,,4.0,2.0,,1.0,1.0,4.0,,,,,,2.0,,1.0,,,,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,
12117166,home,Bahia,Caio Alexandre,caio-alexandre,C. Alexandre,M,19,174,1777,M,1008832,EUR,919814400,M,19,19,False,67.0,59.0,9.0,5.0,0.0,36.0,38.0,23.0,29.0,,4.0,,,,,,90.0,79.0,6.9,11.0,0.226714,0,,,,,,6.0,6.0,3.0,2.0,,,1.0,1.0,1.0,3.0,3.0,,,1.0,,,,,1.0,,,2.0,1.0,1.0,,,,,,
12117166,home,Bahia,Thaciano,thaciano,Thaciano,M,16,182,1796,M,872039,EUR,800236800,M,16,16,False,12.0,8.0,2.0,1.0,0.0,5.0,6.0,3.0,6.0,1.0,,,,,,,58.0,18.0,7.0,4.0,0.00862237,1,,,,3.0,3.0,5.0,5.0,1.0,1.0,,1.0,2.0,1.0,,,,0.0189,0.608,,,,1.0,,,,1.0,2.0,,,,,,,,
12117166,home,Bahia,Cauly,cauly,Cauly,M,8,175,2903,M,255873,EUR,811123200,M,8,8,False,35.0,26.0,2.0,1.0,0.0,4.0,6.0,23.0,31.0,,2.0,,,,,,90.0,49.0,6.8,16.0,0.065439,0,,2.0,1.0,1.0,,6.0,3.0,1.0,1.0,,,2.0,1.0,5.0,1.0,4.0,,,1.0,,,,,,,,,,1.0,,True,,,,
12117166,home,Bahia,Biel,biel,Biel,F,20,169,2141,M,1106140,EUR,986083200,F,11,11,False,12.0,9.0,1.0,1.0,0.0,2.0,2.0,7.0,11.0,,3.0,,,,,,58.0,31.0,6.6,10.0,0.027078,2,,1.0,,1.0,,6.0,5.0,4.0,2.0,,,,1.0,2.0,2.0,,0.0509,,,Gabriel,,1.0,,,,,2.0,,1.0,Teixeira Aragão,,2.0,,,
12117166,home,Bahia,Everaldo,everaldo,Everaldo,F,9,181,2414,M,386212,EUR,678672000,F,9,9,False,11.0,6.0,,,0.0,1.0,1.0,5.0,10.0,,2.0,,,,,,67.0,17.0,6.7,8.0,0.00389863,1,,,,3.0,4.0,6.0,6.0,1.0,,,,,,1.0,2.0,1.0,0.0825,,,,,,,,1.0,,,,1.0,,,,,,
12117166,home,Bahia,Everton Ribeiro,everton-ribeiro,E. Ribeiro,M,10,174,5845,M,145063,EUR,608169600,M,10,10,True,25.0,21.0,1.0,1.0,0.0,5.0,6.0,16.0,19.0,,2.0,,,,,,33.0,31.0,7.0,4.0,0.021066,0,,,,,,,5.0,,,,,,2.0,,3.0,,,,,,,,,,,,,,,,,,evertonri,,
12117166,home,Bahia,Iago Borduchi,iago,I. Borduchi,D,25,181,848,M,869644,EUR,859075200,D,25,25,True,10.0,9.0,2.0,1.0,0.0,7.0,7.0,2.0,3.0,1.0,1.0,,,,,,32.0,16.0,6.4,3.0,0.00088205,0,,,,,,2.0,2.0,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,
12117166,home,Bahia,Rafael Ratão,rafael-ratao,R. Ratão,F,18,182,3402,M,352838,EUR,817689600,F,21,21,True,10.0,7.0,2.0,1.0,0.0,2.0,3.0,5.0,7.0,,1.0,,,,,,32.0,16.0,6.4,7.0,0.00504505,0,,,,,,3.0,2.0,3.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12117166,home,Bahia,Luciano Rodríguez,luciano-rodriguez,L. Rodríguez,F,19,179,4244,M,1099361,EUR,1058313600,F,17,17,True,6.0,5.0,,,0.0,1.0,1.0,4.0,5.0,,1.0,,,,,,23.0,15.0,6.4,6.0,0.00254073,2,,,,,,3.0,2.0,4.0,1.0,,,,,1.0,1.0,,0.0773,,,,,,,,1.0,1.0,,,,,,1.0,,,
