match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ownGoals,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_keyPass,stat_blockedScoringAttempt,stat_accurateCross,player_firstName,player_lastName,stat_goalAssist,stat_shotOffTarget,stat_totalOffside,captain,stat_savedShotsFromInsideTheBox,stat_punches,stat_clearanceOffLine
10411532,home,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194.0,1818,M,308182,EUR,763862400,G,94,94,False,28.0,27.0,7.0,6.0,26.0,26.0,1.0,2.0,6.0,4.0,90.0,35.0,6.6,1.0,0.0,0.0,0.00012524,0,-0.861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411532,home,Lazio,Manuel Lazzari,manuel-lazzari,M. Lazzari,D,29,173.0,753,M,273405,EUR,754531200,D,29,29,False,63.0,60.0,,,31.0,32.0,29.0,33.0,10.0,,90.0,91.0,6.3,11.0,0.0,0.0,0.0286346,0,,2.0,1.0,4.0,5.0,5.0,3.0,3.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10411532,home,Lazio,Nicolò Casale,nicolo-casale,N. Casale,D,16,191.0,431,M,862697,EUR,887414400,D,15,15,False,87.0,84.0,4.0,3.0,64.0,64.0,20.0,23.0,5.0,,90.0,92.0,6.8,3.0,0.0,0.0,0.0058996,0,,,2.0,2.0,2.0,,,2.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10411532,home,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185.0,1922,M,227864,EUR,789868800,D,13,13,False,92.0,91.0,8.0,7.0,70.0,70.0,21.0,22.0,5.0,,90.0,100.0,6.9,2.0,0.0324,0.0294,0.0107987,1,,,,1.0,1.0,,,2.0,,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
10411532,home,Lazio,Elseid Hysaj,elseid-hysaj,E. Hysaj,D,23,182.0,1316,M,136322,EUR,760147200,D,23,23,False,69.0,59.0,2.0,1.0,34.0,38.0,25.0,31.0,6.0,,80.0,87.0,7.3,12.0,0.0836,0.5694,0.0148407,1,,,1.0,2.0,3.0,1.0,,,,1.0,1.0,,,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10411532,home,Lazio,Sergej Milinković-Savić,sergej-milinkovic-savic,S. Milinković-Savić,M,22,191.0,13428,M,331447,EUR,793843200,M,21,21,False,49.0,40.0,3.0,1.0,26.0,28.0,14.0,22.0,3.0,,90.0,69.0,8.6,15.0,1.296,1.1502,0.131337,3,,1.0,1.0,8.0,6.0,3.0,2.0,1.0,,1.0,,3.0,1.0,,3.0,3.0,2.0,3.0,2.0,sms,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
10411532,home,Lazio,Matías Vecino,matias-vecino,M. Vecino,M,15,187.0,1431,M,158615,EUR,682992000,M,5,5,False,59.0,56.0,3.0,2.0,32.0,32.0,24.0,27.0,6.0,,90.0,72.0,7.3,4.0,0.0949,0.353,0.0167652,2,,,,2.0,5.0,,,3.0,,1.0,,1.0,1.0,,2.0,4.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,
10411532,home,Lazio,Luis Alberto,luis-alberto,L. Alberto,M,32,182.0,1864,M,111416,EUR,717638400,M,10,10,False,64.0,54.0,3.0,2.0,20.0,23.0,35.0,46.0,4.0,,89.0,80.0,7.3,17.0,0.0464,0.1537,0.0771227,1,,5.0,1.0,5.0,4.0,1.0,1.0,,,1.0,,,,,,3.0,2.0,1.0,,,4.0,,,,1.0,,1.0,,,,,,,,,
10411532,home,Lazio,Pedro,pedro,Pedro,F,9,167.0,5026,M,35428,EUR,554428800,F,9,9,False,26.0,24.0,1.0,1.0,15.0,15.0,10.0,14.0,2.0,,60.0,36.0,7.2,6.0,0.0395,0.0,0.0511445,1,,3.0,,2.0,3.0,,,,,2.0,2.0,4.0,,,,1.0,,,,Pedro,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,
10411532,home,Lazio,Ciro Immobile,ciro-immobile,C. Immobile,F,36,185.0,15127,M,45923,EUR,635472000,F,17,17,False,22.0,18.0,,,6.0,6.0,12.0,16.0,,,90.0,34.0,7.2,7.0,0.313,0.0,0.11529,2,,,,1.0,2.0,1.0,1.0,2.0,,2.0,,1.0,,,,1.0,,,,ciroimmobile17,,,1.0,1.0,2.0,,,,,1.0,2.0,3.0,True,,,
