match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,player_firstName,stat_aerialLost,stat_totalClearance,stat_interceptionWon,stat_fouls,captain,stat_outfielderBlock,stat_bigChanceCreated,stat_totalOffside,stat_shotOffTarget,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_goals,player_sofascoreId,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches
12117076,home,Bahia,Marcos Felipe,marcos-felipe,M. Felipe,G,1,189,1142,M,358524,EUR,829353600,G,22,22,False,30.0,27.0,8.0,7.0,0.0,26.0,29.0,1.0,1.0,8.0,1.0,90.0,35.0,6.7,3.0,0.00042188,0,-0.0931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117076,home,Bahia,Gilberto,gilberto,Gilberto,D,2,181,1500,M,261687,EUR,731462400,D,2,2,False,57.0,51.0,3.0,1.0,0.0,18.0,19.0,34.0,43.0,4.0,,75.0,88.0,6.8,18.0,0.0632587,1,,5.0,1.0,2.0,7.0,10.0,1.0,2.0,7.0,3.0,1.0,3.0,2.0,1.0,2.0,0.0149,1.0,,,,,,,,,,,,,,,,,,,,
12117076,home,Bahia,Gabriel Xavier,gabriel-xavier,G. Xavier,D,3,190,1259,M,1117710,EUR,989107200,D,3,3,False,69.0,64.0,7.0,5.0,0.0,42.0,43.0,22.0,26.0,1.0,,90.0,75.0,6.8,5.0,0.010492,0,,,,2.0,4.0,4.0,1.0,,,,,2.0,1.0,,,,,Gabriel Xavier,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,
12117076,home,Bahia,Kanu,kanu,Kanu,D,4,186,926,M,871705,EUR,857692800,D,4,4,False,83.0,81.0,7.0,7.0,0.0,50.0,50.0,31.0,33.0,6.0,,90.0,89.0,7.1,2.0,0.011428,0,,,,2.0,,3.0,,,,,,1.0,,,,,,,,1.0,,,True,1.0,,,,,,,,,,,,,
12117076,home,Bahia,Luciano Juba,luciano-juba,L. Juba,D,46,176,3659,M,1017264,EUR,935884800,D,46,46,False,70.0,64.0,3.0,1.0,1.0,28.0,29.0,37.0,47.0,6.0,,90.0,84.0,7.2,11.0,0.0603519,0,,6.0,1.0,,,1.0,,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,
12117076,home,Bahia,Caio Alexandre,caio-alexandre,C. Alexandre,M,19,174,1777,M,1008832,EUR,919814400,M,19,19,False,102.0,93.0,9.0,8.0,0.0,32.0,32.0,61.0,70.0,7.0,,90.0,121.0,7.7,13.0,0.0865044,0,,,,,3.0,6.0,1.0,2.0,,,,2.0,1.0,2.0,4.0,,3.0,,,,2.0,1.0,,,,1.0,,,,,,,,,,,
12117076,home,Bahia,Carlos De Pena,carlos-de-pena,Carlos De Pena,M,27,177,495,M,311394,EUR,700272000,M,14,14,False,37.0,33.0,1.0,1.0,0.0,11.0,12.0,23.0,31.0,,,45.0,53.0,7.0,9.0,0.0316419,2,,6.0,1.0,,,3.0,,,3.0,3.0,1.0,,,,,0.0383,,,,1.0,,,,,,,1.0,,,,,,,,,,
12117076,home,Bahia,Cauly,cauly,Cauly,M,8,175,2903,M,255873,EUR,811123200,M,8,8,False,23.0,19.0,1.0,,0.0,3.0,3.0,16.0,21.0,1.0,,45.0,29.0,6.3,8.0,0.0111961,0,,1.0,,,5.0,,1.0,2.0,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,
12117076,home,Bahia,Jean Lucas,jean-lucas,J. Lucas,M,6,181,3752,M,927975,EUR,898473600,M,6,6,False,52.0,46.0,4.0,3.0,0.0,16.0,16.0,30.0,39.0,8.0,,90.0,75.0,7.3,16.0,0.0462806,2,,3.0,,1.0,5.0,6.0,,3.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,0.1206,1.0,,1.0,1.0,,1.0,,,,,,,1.0,0.6135,,,,,,,
12117076,home,Bahia,Everaldo,everaldo,Everaldo,F,9,181,2414,M,386212,EUR,678672000,F,9,9,False,23.0,19.0,1.0,,0.0,7.0,8.0,13.0,20.0,4.0,,80.0,35.0,7.3,11.0,0.081401,2,,5.0,1.0,1.0,4.0,3.0,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,0.1094,2.0,,1.0,,,2.0,,,,,1.0,,,,1.0,,,,,,
