match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_wonContest,stat_outfielderBlock,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_accurateCross,stat_wasFouled,stat_fouls,stat_challengeLost,stat_totalOffside,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,captain,stat_goals,player_sofascoreId,stat_hitWoodwork
10382087,home,Fortuna Sittard,Ivor Pandur,ivor-pandur,I. Pandur,G,1,187,669,M,943212,EUR,953942400,G,31,31,False,42.0,21.0,29.0,8.0,17.0,21.0,4.0,21.0,14.0,3.0,1.0,2.0,90.0,51.0,7.5,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382087,home,Fortuna Sittard,Ivo Pinto,ivo-pinto,I. Pinto,D,12,184,113,M,78730,EUR,631670400,D,12,12,False,27.0,23.0,3.0,2.0,14.0,16.0,9.0,11.0,3.0,,,,90.0,45.0,7.0,8.0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10382087,home,Fortuna Sittard,Rodrigo Guth,rodrigo-guth,R. Guth,D,14,191,291,M,905458,EUR,973814400,D,14,14,False,48.0,39.0,10.0,5.0,35.0,41.0,4.0,8.0,3.0,,,,90.0,67.0,8.0,10.0,0,,6.0,,1.0,,7.0,2.0,4.0,1.0,,Rodrigo,Guth,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
10382087,home,Fortuna Sittard,Dimitrios Siovas,dimitrios-siovas,D. Siovas,D,,191,184,M,41165,EUR,590284800,D,33,33,False,42.0,32.0,10.0,2.0,29.0,32.0,3.0,10.0,3.0,,,,73.0,53.0,6.5,12.0,1,2.0,2.0,,,,3.0,,1.0,1.0,,Dimitrios,Siovas,,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,
10382087,home,Fortuna Sittard,George Cox,george-cox,G. Cox,M,,171,91,M,920556,EUR,884736000,D,5,5,False,32.0,24.0,5.0,3.0,15.0,18.0,10.0,18.0,9.0,,,,90.0,52.0,7.3,12.0,0,2.0,3.0,,1.0,,1.0,3.0,,,,George,Cox,4.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,
10382087,home,Fortuna Sittard,Tijjani Noslin,tijjani-noslin,T. Noslin,F,14,177,1224,M,1069244,EUR,931305600,M,77,77,False,14.0,9.0,1.0,,3.0,4.0,6.0,10.0,6.0,,,,55.0,22.0,6.6,7.0,0,3.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,2.0,,1.0,1.0,2.0,,,,,,,
10382087,home,Fortuna Sittard,Deroy Duarte,deroy-duarte,D. Duarte,M,23,177,217,M,921089,EUR,931046400,M,6,6,False,17.0,14.0,,,10.0,11.0,4.0,6.0,4.0,,,,55.0,20.0,6.6,3.0,0,1.0,1.0,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
10382087,home,Fortuna Sittard,Arianit Ferati,arianit-ferati,A. Ferati,M,10,168,71,M,548088,EUR,873590400,M,19,19,False,40.0,29.0,4.0,3.0,17.0,20.0,12.0,20.0,7.0,,,,90.0,52.0,6.8,13.0,0,7.0,3.0,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,1.0,,1.0,3.0,2.0,,,,,,,
10382087,home,Fortuna Sittard,Íñigo Cordoba,inigo-cordoba,I. Cordoba,M,21,178,215,M,605650,EUR,858211200,M,7,7,False,15.0,8.0,1.0,,4.0,5.0,5.0,11.0,2.0,,,,61.0,29.0,6.0,11.0,1,4.0,3.0,,2.0,,,3.0,,,,,,1.0,1.0,1.0,,2.0,2.0,1.0,3.0,1.0,1.0,,1.0,1.0,,,,,,
10382087,home,Fortuna Sittard,Burak Yılmaz,burak-yilmaz,B. Yılmaz,F,,188,1198,,18864,EUR,490233600,F,17,17,False,7.0,5.0,,,2.0,3.0,3.0,4.0,1.0,,,,90.0,20.0,6.8,5.0,6,7.0,1.0,1.0,1.0,,2.0,,,,3.0,,,,1.0,,,4.0,1.0,1.0,1.0,,,,1.0,2.0,3.0,2.0,,,,
10382087,home,Fortuna Sittard,Mats Seuntjens,mats-seuntjens,M. Seuntjens,M,20,187,138,M,163541,EUR,703468800,F,10,10,False,23.0,16.0,2.0,1.0,9.0,12.0,8.0,12.0,4.0,,,,77.0,40.0,6.8,14.0,2,10.0,4.0,3.0,2.0,1.0,,,1.0,1.0,2.0,,,1.0,,2.0,,2.0,,1.0,2.0,1.0,1.0,4.0,1.0,,,1.0,True,,,
10382087,home,Fortuna Sittard,Úmaro Embaló,umaro-embalo,Ú. Embaló,M,,170,335,M,901857,EUR,989107200,F,85,85,True,7.0,3.0,2.0,1.0,1.0,4.0,2.0,5.0,2.0,,,,35.0,15.0,7.0,6.0,1,,4.0,,2.0,,,,1.0,1.0,1.0,,,2.0,,2.0,,,,,,,1.0,,,,,1.0,,,,
10382087,home,Fortuna Sittard,Oğuzhan Özyakup,oguzhan-ozyakup,O. Özyakup,M,,180,252,M,137642,EUR,717206400,M,15,15,True,10.0,6.0,1.0,,3.0,4.0,4.0,9.0,2.0,,,,35.0,15.0,6.8,6.0,0,1.0,,,,1.0,,,,,1.0,,,3.0,,,,,,,,1.0,,1.0,,,,,,,,
10382087,home,Fortuna Sittard,Rémy Vita,remy-vita,R. Vita,D,21,170,144,M,1035696,EUR,986083200,D,61,61,True,6.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,,,,29.0,16.0,7.7,3.0,2,1.0,6.0,1.0,1.0,,,,2.0,2.0,1.0,,,,,1.0,,,,1.0,1.0,,3.0,,,,1.0,,,1.0,,
10382087,home,Fortuna Sittard,Roel Janssen,roel-janssen,R. Janssen,D,,177,10,M,110360,EUR,645494400,D,4,4,True,8.0,7.0,2.0,1.0,5.0,5.0,2.0,3.0,1.0,,,,17.0,12.0,6.8,1.0,0,,2.0,,,,3.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
