match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_totalClearance,stat_unsuccessfulTouch,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_penaltyConceded,player_sofascoreId,stat_challengeLost,stat_bigChanceCreated,stat_outfielderBlock,stat_totalOffside,stat_goodHighClaim,stat_errorLeadToAGoal,stat_penaltyWon,stat_bigChanceMissed
14053815,home,Feyenoord,Timon Wellenreuther,,,timon-wellenreuther,T. Wellenreuther,G,22,186,588,M,253875,EUR,817948800,G,22,22,False,True,39.0,34.0,13.0,8.0,0.0,31.0,33.0,3.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,90.0,44.0,6.4,5.0,0.00346463,86.798012580231,12.0,25.515,15.015,0.0217,0,-0.3058,0.16,0.04,-0.19,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053815,home,Feyenoord,Mats Deijl,,,mats-deijl,M. Deijl,D,20,180,337,M,794013,EUR,868924800,D,20,20,False,,53.0,45.0,5.0,2.0,1.0,20.0,21.0,25.0,32.0,9.0,,,,,,90.0,65.0,6.6,8.0,0.0242495,95.812611129509,14.0,-18.69,4.62,,1,,0.25,-0.22,-0.35,,2.0,1.0,5.0,1.0,2.0,3.0,1.0,0.1121,0.3816,1.0,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,
14053815,home,Feyenoord,Tsuyoshi Watanabe,,,tsuyoshi-watanabe,T. Watanabe,D,4,187,1372,M,942213,EUR,855100800,D,4,4,False,,55.0,49.0,4.0,2.0,0.0,24.0,24.0,25.0,31.0,2.0,,,,,,63.0,63.0,6.6,7.0,0.0202841,133.83351471534,17.0,90.825,21.945,,0,,0.3,0.11,-0.17,,3.0,6.0,3.0,,1.0,,1.0,,,,,5.0,3.0,1.0,24.585322470938,1.0,,,,,,,,,,,,,,,,,,,,
14053815,home,Feyenoord,Anel Ahmedhodžić,,,anel-ahmedhodzic,A. Ahmedhodžić,D,21,190,1550,M,825899,EUR,922406400,D,21,21,False,,70.0,69.0,8.0,8.0,0.0,31.0,31.0,38.0,39.0,3.0,,,,,,86.0,82.0,7.7,2.0,0.119262,374.32634410852,38.0,208.74,24.255,,0,,0.28,0.35,-0.11,,4.0,5.0,7.0,,3.0,1.0,1.0,,,1.0,,3.0,3.0,,109.80389788668,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
14053815,home,Feyenoord,Jordan Bos,Jordan Bos,,jordan-bos,J. Bos,D,15,180,747,M,1144138,EUR,1035849600,D,15,15,False,,31.0,27.0,2.0,,0.0,11.0,11.0,16.0,20.0,4.0,,,,,,90.0,66.0,7.4,18.0,0.438261,179.25262282547,17.0,111.51,28.245,,5,,0.46,0.28,-0.76,,3.0,9.0,8.0,2.0,,2.0,2.0,0.2376,0.0717,,0.45,1.0,1.0,,47.848804166994,2.0,5.0,2.0,1.0,7.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,
14053815,home,Feyenoord,In-Beom Hwang,,,in-beom-hwang,I. Hwang,M,6,177,3392,M,889689,EUR,843177600,M,6,6,False,,42.0,36.0,3.0,2.0,2.0,15.0,15.0,21.0,27.0,4.0,,,,,,90.0,60.0,7.1,12.0,0.445035,124.28121748177,16.0,-22.995,8.295,,3,,0.28,-0.7,-0.16,,3.0,6.0,7.0,1.0,1.0,,3.0,0.2449,0.573,3.0,-0.17,1.0,,1.0,,,2.0,2.0,1.0,4.0,,1.0,2.0,,2.0,,,Hwang,1.0,2.0,,,,,,
14053815,home,Feyenoord,Oussama Targhalline,Oussama Targhalline,,oussama-targhalline,O. Targhalline,M,28,186,7802,M,1095731,EUR,1021852800,M,28,28,False,,77.0,71.0,2.0,2.0,0.0,20.0,22.0,51.0,55.0,7.0,,,,,,90.0,90.0,7.4,9.0,0.206422,210.04931082219,18.0,20.58,16.275,,0,,0.51,-0.14,0.16,,,4.0,7.0,,1.0,4.0,1.0,,,2.0,,2.0,,2.0,,,,3.0,2.0,1.0,,,,,,,,targhaoussama,1.0,,,,,,,
14053815,home,Feyenoord,Luciano Valente,Luciano Valente,,luciano-valente,L. Valente,M,10,189,1455,M,1121400,EUR,1065225600,M,40,40,False,,51.0,42.0,10.0,5.0,0.0,8.0,10.0,34.0,41.0,7.0,,,,,,77.0,78.0,7.5,22.0,0.161894,323.78441915187,31.0,150.57,37.065,,2,,0.45,0.44,0.19,,1.0,7.0,6.0,,,1.0,1.0,0.0568,,2.0,-0.1,,,4.0,91.724914518343,5.0,4.0,3.0,1.0,2.0,,3.0,1.0,1.0,1.0,,,,,,1.0,,,,,
14053815,home,Feyenoord,Anis Hadj Moussa,,,anis-hadj-moussa,A. H. Moussa,F,23,176,22233,M,1218066,EUR,1013385600,F,23,23,False,,42.0,29.0,1.0,,1.0,7.0,8.0,22.0,34.0,6.0,,,,,,90.0,77.0,9.8,24.0,0.673907,234.13409422956,20.0,79.485,33.39,,3,,0.71,0.53,-0.05,,,6.0,11.0,2.0,1.0,4.0,,0.0987,0.7765,3.0,0.52,1.0,1.0,,152.72367557277,8.0,10.0,1.0,,10.0,3.0,,6.0,,1.0,1.0,,hadj.a20,1.0,1.0,,,,,,
14053815,home,Feyenoord,Ayase Ueda,,,ueda-ayase,A. Ueda,F,9,182,7469,M,985823,EUR,904262400,F,9,9,False,,6.0,4.0,,,0.0,1.0,1.0,3.0,5.0,,,,,,,63.0,11.0,5.3,6.0,0.120512,22.804679904922,4.0,1.155,6.405,,0,,0.14,0.44,-0.01,,,4.0,,,,,2.0,,,1.0,,1.0,,2.0,,,1.0,,,1.0,1.0,1.0,,,,,,bee18,,,,,,,,
