match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_expectedGoals,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_bigChanceMissed,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_goals
11369947,home,Standard Liège,Arnaud Bodart,bodart-arnaud,A. Bodart,G,16,184.0,413,M,878898,EUR,889574400,G,16,16,False,14.0,12.0,2.0,12.0,13.0,1.0,5.0,1.0,1.0,90.0,20.0,6.6,2.0,5.264e-05,0,-0.4535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369947,home,Standard Liège,Zinho Vanheusden,zinho-vanheusden,Z. Vanheusden,D,,187.0,690,M,881024,EUR,933206400,D,4,4,False,102.0,86.0,15.0,39.0,40.0,64.0,8.0,,,90.0,123.0,6.9,21.0,0.12754,0,,,,True,5.0,47.0,2.0,1.0,1.0,3.0,6.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11369947,home,Standard Liège,Konstantinos Laifis,konstantinos-laifis,K. Laifis,D,34,186.0,339,M,97061,EUR,737769600,D,34,34,False,93.0,88.0,8.0,57.0,58.0,35.0,3.0,,,90.0,103.0,7.0,5.0,0.00834924,0,,,,,7.0,31.0,,2.0,3.0,3.0,7.0,1.0,4.0,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
11369947,home,Standard Liège,Lucas Noubi,lucas-noubi,L. Noubi,D,4,184.0,322,M,1127337,EUR,1105747200,D,51,51,False,88.0,83.0,9.0,40.0,42.0,46.0,4.0,,,90.0,107.0,7.0,10.0,0.0221533,2,,Lucas Noubi,,,7.0,43.0,,,1.0,2.0,3.0,,3.0,2.0,,,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0976,,,,,,,,,,,,,,
11369947,home,Standard Liège,Marlon Fossey,marlon-fossey,M. Fossey,M,13,180.0,286,M,880762,EUR,905299200,M,13,13,False,37.0,30.0,2.0,8.0,9.0,30.0,5.0,,,77.0,59.0,7.3,13.0,0.0382806,2,,,,,1.0,22.0,2.0,4.0,,5.0,2.0,,,,1.0,1.0,,2.0,,,,2.0,1.0,,0.1792,2.0,2.0,0.1252,1.0,,,,,,,,,,
11369947,home,Standard Liège,Isaac Price,isaac-price,I. Price,M,21,178.0,889,M,1066059,EUR,1064534400,M,8,8,False,72.0,54.0,10.0,22.0,24.0,57.0,6.0,,,90.0,102.0,7.9,31.0,0.752246,4,,,,,5.0,35.0,9.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,,3.0,1.0,,2.0,,,1.0,0.2433,,,,4.0,3.0,1.0,3.0,,,,,,,
11369947,home,Standard Liège,Hakim Sahabo,sahabo-hakim,H. Sahabo,M,6,183.0,470,M,1434757,EUR,1118880000,M,33,33,False,64.0,55.0,13.0,22.0,26.0,39.0,11.0,,,90.0,77.0,7.3,13.0,0.0505462,0,,Hakim Sahabo,,,9.0,33.0,1.0,1.0,,3.0,5.0,,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,1.0,,,,,,
11369947,home,Standard Liège,William Balikwisha,william-balikwisha,W. Balikwisha,M,21,174.0,684,M,943881,EUR,926467200,M,22,22,False,44.0,42.0,2.0,15.0,15.0,40.0,3.0,,,90.0,70.0,7.6,17.0,0.0741875,3,,,,,2.0,28.0,11.0,,,2.0,4.0,,,,2.0,1.0,,1.0,1.0,,1.0,2.0,1.0,1.0,0.5778,,,,3.0,1.0,,2.0,,1.0,,,,,
11369947,home,Standard Liège,Moussa Djenepo,moussa-djenepo,M. Djenepo,F,12,177.0,2122,M,869910,EUR,897868800,M,19,19,False,38.0,31.0,1.0,7.0,9.0,33.0,3.0,,,77.0,54.0,7.0,12.0,1.07867,0,,,,,,26.0,4.0,,,1.0,3.0,,1.0,2.0,1.0,1.0,,1.0,1.0,,,2.0,1.0,,,,1.0,,1.0,2.0,1.0,,,,,,,,
11369947,home,Standard Liège,Kamal Sowah,kamal-sowah,K. Sowah,M,14,179.0,840,M,927440,EUR,947376000,F,18,18,False,30.0,21.0,2.0,6.0,7.0,26.0,6.0,,,77.0,46.0,7.4,13.0,0.166818,4,,,,,1.0,16.0,3.0,3.0,1.0,4.0,5.0,1.0,1.0,,,,,2.0,2.0,,,2.0,2.0,2.0,0.2955,1.0,,0.0625,2.0,1.0,,1.0,,,,,,,
