match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,captain,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_totalCross,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_accurateCross,stat_shotOffTarget,stat_wonContest,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_hitWoodwork,player_sofascoreId
12773671,home,1. FC Köln,Linton Maina,,,linton-maina,L. Maina,M,37,173,488,M,921033,EUR,930096000,F,37,37,False,27.0,24.0,1.0,1.0,1.0,3.0,3.0,22.0,27.0,,1.0,,3.0,,,,,90.0,41.0,7.6,9.0,3.0,2,1.0,3.0,,,,,,,,,3.0,2.0,1.0,,,1.0,1.0,,1.0,2.0,2.0,,,
12773671,home,1. FC Köln,Luca Waldschmidt,,,luca-waldschmidt,L. Waldschmidt,F,7,181,707,M,319861,EUR,832464000,F,9,9,True,5.0,5.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,,2.0,,1.0,,,,,13.0,12.0,8.8,2.0,,2,1.0,2.0,,,2.0,1.0,,,,1.0,,,1.0,,,1.0,,,,,2.0,2.0,,
12773671,home,1. FC Köln,Mathias Olesen,,,mathias-olesen,M. Olesen,M,6,186,163,M,994490,EUR,985132800,M,47,47,True,1.0,,,,0.0,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,
12773671,home,1. FC Köln,Marvin Obuz,,,marvin-obuz,M. Obuz,M,10,182,100,M,980629,EUR,1011916800,F,16,16,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,1.0,6.0,,3.0,,0,,1.0,,,,,,,,,,,2.0,,,1.0,,,1.0,,,,,
12773671,home,1. FC Köln,Jonas Urbig,Jonas Urbig,,jonas-urbig,J. Urbig,G,40,189,4858,M,1130647,EUR,1060300800,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12773671,home,1. FC Köln,Elias Bakatukanda,Elias Bakatukanda,,bakatukanda-elias,E. Bakatukanda,D,4,193,139,M,1146120,EUR,1081814400,D,38,38,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12773671,home,1. FC Köln,Rasmus Carstensen,,,rasmus-carstensen,R. Carstensen,D,29,187,192,M,988203,EUR,973814400,D,18,18,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12773671,home,1. FC Köln,Jaka Cuber Potocnik,Jaka Cuber Potocnik,,cuber-potocnik-jaka,J. C. Potocnik,F,9,189,158,M,1148974,EUR,1118966400,F,43,43,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12773671,home,1. FC Köln,Steffen Tigges,,,steffen-tigges,S. Tigges,F,27,195,329,M,826884,EUR,901843200,F,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12773671,home,1. FC Köln,Florian Dietz,Florian,Dietz,florian-dietz,F. Dietz,F,13,188,85,M,842215,EUR,902102400,F,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12773671,away,Holstein Kiel,Timon Weiner,,,timon-weiner,T. Weiner,G,1,191,134,M,1140362,EUR,916617600,G,1,1,False,42.0,35.0,17.0,10.0,0.0,30.0,33.0,5.0,9.0,,,,10.0,,2.0,3.0,,90.0,49.0,6.4,8.0,,0,,,,,,,,,,,,,,,,,,,,,,,,
12773671,away,Holstein Kiel,Marko Ivezić,,,marko-ivezic,M. Ivezić,D,6,191,161,M,1105869,EUR,1007251200,D,6,6,False,82.0,77.0,9.0,7.0,0.0,58.0,61.0,19.0,21.0,1.0,3.0,2.0,3.0,,,,,90.0,89.0,6.7,5.0,1.0,1,2.0,4.0,2.0,,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,
12773671,away,Holstein Kiel,Patrick Erras,,,patrick-erras,P. Erras,D,4,196,77,M,254003,EUR,790646400,D,4,4,False,44.0,43.0,,,0.0,35.0,36.0,8.0,8.0,,,3.0,2.0,,,,,45.0,49.0,6.7,1.0,,1,1.0,2.0,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,
12773671,away,Holstein Kiel,Max Geschwill,,,geschwill-max,M. Geschwill,D,28,182,46,M,963073,EUR,994464000,D,14,14,False,74.0,62.0,5.0,2.0,0.0,44.0,48.0,18.0,26.0,2.0,2.0,,5.0,,,,,90.0,83.0,6.1,15.0,,0,7.0,10.0,1.0,3.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,
12773671,away,Holstein Kiel,Timo Becker,,,timo-becker,T. Becker,D,5,186,174,M,814735,EUR,859248000,M,17,17,False,38.0,30.0,4.0,2.0,0.0,23.0,25.0,7.0,14.0,1.0,5.0,,3.0,,,,,71.0,66.0,6.4,17.0,,0,,6.0,,3.0,2.0,1.0,True,,1.0,,1.0,2.0,5.0,,,,,,1.0,,,,,
12773671,away,Holstein Kiel,Marvin Schulz,,,marvin-schulz,M. Schulz,M,10,186,43,M,254445,EUR,790128000,M,15,15,False,37.0,32.0,2.0,2.0,0.0,19.0,22.0,13.0,19.0,,1.0,1.0,4.0,,,,,60.0,50.0,6.6,11.0,,1,,3.0,1.0,1.0,,,,,,1.0,4.0,,2.0,,,1.0,,1.0,1.0,,,,,
12773671,away,Holstein Kiel,Armin Gigović,,,armin-gigovic,A. Gigović,M,37,187,1509,M,988893,EUR,1018051200,M,37,37,False,47.0,37.0,3.0,2.0,0.0,17.0,18.0,20.0,30.0,2.0,6.0,1.0,2.0,,,,,90.0,64.0,6.4,18.0,,2,,7.0,,,1.0,,,1.0,3.0,2.0,1.0,2.0,3.0,,1.0,2.0,,1.0,,,,,,
12773671,away,Holstein Kiel,Finn Porath,,,finn-porath,F. Porath,M,27,179,117,M,789714,EUR,856656000,M,8,8,False,36.0,32.0,7.0,5.0,0.0,13.0,14.0,20.0,29.0,1.0,7.0,1.0,5.0,,,,,84.0,67.0,7.8,13.0,2.0,2,1.0,3.0,,,4.0,3.0,,,,1.0,7.0,1.0,2.0,,,2.0,1.0,,2.0,,2.0,,,
12773671,away,Holstein Kiel,Steven Skrzybski,,,steven-skrzybski,S. Skrzybski,F,7,173,277,M,122573,EUR,722044800,F,7,7,False,14.0,9.0,1.0,1.0,0.0,1.0,1.0,8.0,14.0,1.0,4.0,,,,,,,60.0,26.0,6.8,10.0,1.0,1,,3.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,3.0,,,1.0,,1.0,1.0,,,,,
12773671,away,Holstein Kiel,Shuto Machino,,,shuto-machino,S. Machino,F,18,185,1747,M,925910,EUR,938649600,F,18,18,False,24.0,19.0,2.0,2.0,0.0,3.0,4.0,19.0,26.0,,1.0,,3.0,,,,,90.0,40.0,7.1,11.0,4.0,1,2.0,6.0,,,1.0,,,,,3.0,6.0,,1.0,,,,3.0,1.0,,,,,1.0,
12773671,away,Holstein Kiel,Phil Harres,,,phil-harres,P. Harres,F,19,193,417,M,1121902,EUR,1017014400,F,19,19,False,13.0,7.0,,,0.0,3.0,5.0,4.0,9.0,3.0,12.0,1.0,3.0,,,,,90.0,37.0,7.3,14.0,,3,3.0,7.0,,1.0,1.0,1.0,,,5.0,,1.0,2.0,5.0,,,3.0,,3.0,3.0,,,,,
12773671,away,Holstein Kiel,Lasse Rosenboom,,,lasse-rosenboom,L. Rosenboom,M,23,190,90,M,980616,EUR,1011398400,D,23,23,True,25.0,18.0,2.0,,0.0,12.0,14.0,6.0,13.0,2.0,2.0,,2.0,,,,,45.0,36.0,6.2,10.0,,0,,1.0,,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,
12773671,away,Holstein Kiel,Magnus Knudsen,,,magnus-knudsen,M. Knudsen,M,4,175,118,M,977919,EUR,992563200,M,24,24,True,27.0,25.0,3.0,2.0,0.0,14.0,14.0,11.0,13.0,,3.0,1.0,3.0,,,,,30.0,34.0,6.7,3.0,,0,1.0,3.0,,1.0,3.0,3.0,,,,1.0,,,1.0,,,,,,,,,,,
12773671,away,Holstein Kiel,Fiete Arp,,,jann-fiete-arp,F. Arp,F,7,186,976,M,877837,EUR,947116800,F,20,20,True,10.0,7.0,1.0,1.0,0.0,3.0,3.0,4.0,7.0,,2.0,,,,,,,30.0,14.0,7.1,3.0,1.0,2,,1.0,,,,,,,2.0,1.0,,,,,,,,1.0,,,1.0,,,
12773671,away,Holstein Kiel,Tymoteusz Puchacz,,,tymoteusz-puchacz,T. Puchacz,M,27,180,3578,M,867493,EUR,917049600,D,27,27,True,6.0,5.0,,,0.0,2.0,2.0,8.0,12.0,,,,,,,,,19.0,17.0,6.2,7.0,1.0,0,,2.0,,,,,,,,1.0,8.0,,1.0,,,1.0,5.0,,,,,,,puszka.27
12773671,away,Holstein Kiel,Benedikt Pichler,,,benedikt-pichler,B. Pichler,F,11,187,206,M,843709,EUR,869356800,F,9,9,True,,,,,0.0,,,,,,,1.0,,,,,,13.0,1.0,6.4,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12773671,away,Holstein Kiel,Thomas Dähne,,,thomas-dahne,T. Dähne,G,21,193,75,M,126346,EUR,757641600,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12773671,away,Holstein Kiel,Dominik Javorček,,,dominik-javorcek,D. Javorček,D,37,183,150,M,964152,EUR,1036195200,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12773671,away,Holstein Kiel,Marco Komenda,,,marco-komenda,M. Komenda,D,3,187,42,M,579260,EUR,848966400,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12773671,away,Holstein Kiel,Nicolai Remberg,,,nicolai-remberg,N. Remberg,M,21,187,313,M,1064305,EUR,961372800,M,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
