match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_wonTackle,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_aerialWon,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_keyPass,stat_bigChanceCreated,stat_shotOffTarget,stat_hitWoodwork,stat_goodHighClaim,stat_goalAssist,stat_goals,player_sofascoreId
10407465,home,KV Kortrijk,Marko Ilić,,,marko-ilic,M. Ilić,G,31,190,336,M,843151,EUR,886464000,G,31,31,False,30.0,22.0,17.0,9.0,15.0,16.0,7.0,14.0,1.0,9.0,2.0,3.0,1.0,90.0,39.0,6.8,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407465,home,KV Kortrijk,Oleksii Sych,,,oleksii-sych,O. Sych,D,77,185,128,M,1022525,EUR,986083200,D,6,6,False,24.0,16.0,1.0,1.0,8.0,10.0,10.0,19.0,2.0,4.0,,,,90.0,55.0,6.5,14.0,0,5.0,2.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10407465,home,KV Kortrijk,Tsuyoshi Watanabe,,,tsuyoshi-watanabe,T. Watanabe,D,4,187,1359,M,942213,EUR,855100800,D,4,4,False,40.0,31.0,9.0,3.0,22.0,25.0,9.0,15.0,2.0,2.0,,,,90.0,55.0,7.2,11.0,0,,,,1.0,4.0,,1.0,1.0,1.0,3.0,1.0,,1.0,3.0,3.0,,,,,,,,,,,,,,,
10407465,home,KV Kortrijk,Dorian Dessoleil,,,dorian-dessoleil,D. Dessoleil,D,24,188,42,M,149584,EUR,713145600,D,24,24,False,40.0,37.0,4.0,2.0,26.0,27.0,11.0,13.0,3.0,5.0,,,,76.0,48.0,6.8,4.0,1,,,2.0,3.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10407465,home,KV Kortrijk,Kristof D'Haene,,,kristof-dhaene,K. D'Haene,M,,171,15,,121602,EUR,644630400,D,30,30,False,36.0,29.0,4.0,2.0,13.0,16.0,17.0,23.0,,3.0,,,,90.0,48.0,6.5,10.0,0,3.0,1.0,,1.0,2.0,,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,True,,,,,,,,,,,,
10407465,home,KV Kortrijk,Billal Messaoudi,,,billal-messaoudi,B. Messaoudi,M,9,184,643,M,1125840,EUR,882662400,M,9,9,False,13.0,10.0,2.0,1.0,4.0,5.0,6.0,8.0,1.0,4.0,,,,61.0,19.0,6.4,5.0,1,,,,1.0,1.0,,,,,,2.0,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,
10407465,home,KV Kortrijk,Kevin Vandendriessche,,,kevin-vandendriessche,K. Vandendriessche,D,31,183,10,M,144847,EUR,618451200,M,26,26,False,48.0,38.0,7.0,3.0,20.0,22.0,18.0,26.0,3.0,6.0,,,,76.0,61.0,6.6,12.0,0,,,,4.0,3.0,2.0,,,1.0,2.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
10407465,home,KV Kortrijk,Habib Keita,Habib Keita,,habib-keita,H. Keita,M,8,182,539,M,1082953,EUR,1012867200,M,12,12,False,55.0,49.0,18.0,13.0,28.0,31.0,24.0,30.0,2.0,8.0,,,,90.0,78.0,8.1,13.0,2,6.0,3.0,2.0,5.0,5.0,,1.0,1.0,3.0,1.0,4.0,2.0,2.0,,,,,,1.0,1.0,,,2.0,2.0,2.0,1.0,,,,
10407465,home,KV Kortrijk,Didier Lamkel Zé,,,didier-lamkel-ze,D. L. Zé,F,60,193,627,M,845272,EUR,842918400,M,22,22,False,47.0,37.0,11.0,8.0,17.0,19.0,20.0,31.0,,5.0,,,,90.0,63.0,6.7,19.0,1,3.0,,,3.0,7.0,1.0,2.0,,,,3.0,4.0,,,,,,,3.0,,,1.0,1.0,,,,,,,
10407465,home,KV Kortrijk,Felipe Avenatti,,,felipe-avenatti,F. Avenatti,F,9,194,144,M,308058,EUR,767318400,F,20,20,False,15.0,14.0,1.0,1.0,4.0,5.0,10.0,10.0,2.0,1.0,,,,88.0,25.0,6.5,4.0,1,,,3.0,5.0,4.0,1.0,,,,1.0,2.0,2.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
10407465,home,KV Kortrijk,Pape Habib Gueye,,,pape-habib-gueye,P. H. Gueye,F,77,188,358,M,880778,EUR,937785600,F,17,17,False,3.0,1.0,,,,,1.0,3.0,,1.0,,,,26.0,8.0,4.7,5.0,0,,,2.0,4.0,2.0,1.0,,,,,2.0,,1.0,,,,,,2.0,,,,,,,,,,,
10407465,home,KV Kortrijk,Stjepan Lončar,,,stjepan-loncar,S. Lončar,M,10,187,320,M,842571,EUR,847584000,M,33,33,True,11.0,10.0,1.0,1.0,3.0,3.0,7.0,9.0,1.0,1.0,,,,29.0,17.0,6.5,4.0,0,1.0,,,1.0,2.0,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,
10407465,home,KV Kortrijk,João Silva,,,joao-silva,J. Silva,D,44,187,281,M,1068519,EUR,916272000,D,44,44,True,7.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,,,,,,14.0,10.0,6.7,3.0,0,,,,,4.0,,,,,2.0,,1.0,,,,,,,1.0,,,,,,,,,,,
10407465,home,KV Kortrijk,Dylan Mbayo,Dylan,Mbayo,dylan-mbayo,D. Mbayo,M,15,175,263,M,923968,EUR,1002758400,F,7,7,True,3.0,2.0,,,,,2.0,3.0,,1.0,,,,14.0,6.0,6.2,4.0,0,,,,2.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
10407465,home,KV Kortrijk,Luqman Hakim,,,luqman-hakim,L. Hakim,F,10,170,495,M,1024536,EUR,1015286400,F,99,99,True,1.0,,,,,1.0,,,,1.0,,,,2.0,1.0,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
