match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,player_firstName,player_lastName,stat_aerialLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_goalAssist,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_totalContest,stat_bigChanceCreated,stat_outfielderBlock,stat_wonContest,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_totalOffside,stat_lastManTackle
11388394,home,AFC Ajax,Gerónimo Rulli,geronimo-rulli,G. Rulli,G,1,189,13348,M,gerorulli,128383,EUR,706320000,G,1,1,False,45.0,28.0,29.0,12.0,23.0,27.0,5.0,18.0,2.0,2.0,3.0,13.0,2.0,2.0,1.0,1.0,90.0,57.0,7.2,17.0,0.00234684,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388394,home,AFC Ajax,Devyne Rensch,devyne-rensch,D. Rensch,D,2,182,2450,M,,982778,EUR,1042848000,D,2,2,False,29.0,21.0,3.0,2.0,10.0,14.0,11.0,17.0,,,,4.0,,,,,76.0,46.0,6.6,14.0,0.0269194,1,2.0,3.0,1.0,2.0,1.0,1.0,0.0851,,,,,,,,,,,,,,,,,,,,,,,,,,
11388394,home,AFC Ajax,Josip Šutalo,josip-sutalo,J. Šutalo,D,37,190,4308,M,josip.sutalo,954836,EUR,951696000,D,37,37,False,61.0,59.0,1.0,,35.0,36.0,24.0,25.0,2.0,6.0,4.0,2.0,,,,,90.0,78.0,7.5,2.0,0.0206119,0,,4.0,1.0,,,,,,,1.0,5.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11388394,home,AFC Ajax,Ahmetcan Kaplan,ahmetcan-kaplan,A. Kaplan,D,4,189,1602,M,,1064177,EUR,1042675200,D,13,13,False,85.0,70.0,9.0,4.0,46.0,54.0,24.0,31.0,4.0,7.0,3.0,5.0,,,,,90.0,93.0,7.4,16.0,0.0574633,0,,3.0,,,,,,,,1.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11388394,home,AFC Ajax,Jorrel Hato,jorrel-hato,J. Hato,D,21,182,15501,M,,1153079,EUR,1141689600,D,4,4,False,40.0,37.0,,,25.0,28.0,12.0,12.0,,3.0,1.0,7.0,,,,,90.0,54.0,6.9,3.0,0.00732643,0,,7.0,2.0,,,,,,,3.0,2.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,
11388394,home,AFC Ajax,Jordan Henderson,jordan-henderson,J. Henderson,M,6,183,6342,M,jordanhenderson,42694,EUR,645580800,M,6,6,False,89.0,80.0,12.0,5.0,44.0,45.0,37.0,48.0,1.0,3.0,1.0,3.0,,,,,79.0,102.0,6.7,13.0,0.135423,0,4.0,3.0,1.0,,,,,,,1.0,1.0,2.0,,,,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11388394,home,AFC Ajax,Kenneth Taylor,kenneth-taylor,K. Taylor,M,24,182,3631,M,,959806,EUR,1021507200,M,8,8,False,43.0,32.0,,,15.0,18.0,17.0,26.0,2.0,12.0,,3.0,,,,,90.0,63.0,7.2,17.0,0.012334,1,1.0,7.0,,2.0,,,0.093,,,1.0,,6.0,6.0,2.0,1.0,,,,,5.0,,,2.0,1.0,,,,,,,,,
11388394,home,AFC Ajax,Sivert Mannsverk,sivert-mannsverk,S. Mannsverk,M,20,185,521,M,,900111,EUR,1020816000,M,16,16,False,23.0,20.0,1.0,1.0,6.0,7.0,14.0,16.0,1.0,2.0,,2.0,,,,,45.0,29.0,6.6,4.0,0.0115214,0,,5.0,,,,,,,,3.0,1.0,,,,2.0,,,,,2.0,,,1.0,,,,,,,,,,
11388394,home,AFC Ajax,Chuba Akpom,chuba-akpom,C. Akpom,F,29,186,1664,M,,190867,EUR,813196800,F,10,10,False,16.0,16.0,,,9.0,9.0,7.0,9.0,2.0,9.0,,3.0,,,,,70.0,34.0,7.6,4.0,0.397287,1,2.0,4.0,,1.0,,1.0,0.1702,,,2.0,,2.0,1.0,3.0,1.0,1.0,1.0,2.0,,2.0,,,2.0,,,,,,,,,,
11388394,home,AFC Ajax,Brian Brobbey,brobbey-brian,B. Brobbey,F,9,180,7090,M,brianbrobbeyy,910048,EUR,1012521600,F,9,9,False,21.0,10.0,2.0,,3.0,4.0,7.0,17.0,3.0,7.0,1.0,2.0,,,,,90.0,35.0,6.9,15.0,0.0258203,3,,5.0,,1.0,1.0,1.0,0.4336,,,3.0,,,,3.0,,1.0,2.0,1.0,,2.0,,,1.0,1.0,1.0,0.9198,,,,,,,
