match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_aerialLost,stat_aerialWon,captain,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalCross,stat_accurateCross,stat_totalOffside,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceMissed,player_firstName,player_lastName,player_sofascoreId,stat_errorLeadToAShot,stat_goalAssist,stat_goals,stat_ownGoals
11407477,home,Empoli,Etrit Berisha,etrit-berisha,E. Berisha,G,99,194,464,M,35656,EUR,605491200,G,99,99,False,32.0,22.0,12.0,2.0,22.0,26.0,6.0,1.0,9.0,1.0,2.0,4.0,1.0,1.0,1.0,90.0,42.0,6.4,10.0,7e-05,0,-0.3569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407477,home,Empoli,Bartosz Bereszyński,bartosz-bereszynski,B. Bereszyński,D,19,182,2549,M,109461,EUR,710899200,D,19,19,False,24.0,18.0,8.0,5.0,10.0,13.0,11.0,1.0,3.0,,,,,,,45.0,32.0,6.7,7.0,0.006284,0,,8.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407477,home,Empoli,Ardian Ismajli,ardian-ismajli,A. Ismajli,D,44,188,1151,M,840414,EUR,844041600,D,34,34,False,68.0,63.0,5.0,3.0,51.0,52.0,16.0,1.0,3.0,,,,,,,90.0,73.0,6.6,8.0,0.00570107,0,,12.0,3.0,3.0,,,,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11407477,home,Empoli,Sebastiano Luperto,sebastiano-luperto,S. Luperto,D,6,191,784,M,352736,EUR,841968000,D,33,33,False,57.0,49.0,5.0,1.0,33.0,36.0,21.0,4.0,1.0,,,,,,,90.0,72.0,7.7,9.0,0.331182,3,,16.0,5.0,5.0,,,,1.0,3.0,3.0,True,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.254,0.0731,1.0,,,,,,,,,,,,,
11407477,home,Empoli,Simone Bastoni,simone-bastoni,S. Bastoni,M,10,183,168,M,385330,EUR,847152000,D,30,30,False,35.0,25.0,9.0,3.0,13.0,15.0,28.0,3.0,6.0,,,,,,,90.0,75.0,7.3,17.0,0.391683,1,,16.0,3.0,4.0,,2.0,1.0,,1.0,1.0,,,1.0,,,1.0,,,2.0,1.0,0.0458,,3.0,8.0,4.0,,,,,,,,,,,
11407477,home,Empoli,Viktor Kovalenko,viktor-kovalenko,V. Kovalenko,M,21,182,749,M,287659,EUR,824256000,M,8,8,False,35.0,29.0,4.0,3.0,16.0,17.0,21.0,,4.0,,,,,,,80.0,44.0,6.9,10.0,0.146313,0,,14.0,2.0,2.0,,1.0,,1.0,1.0,,,,,,,,1.0,,1.0,,,,2.0,3.0,1.0,1.0,,,,,,,,,,
11407477,home,Empoli,Alberto Grassi,alberto-grassi,A. Grassi,M,33,183,263,M,186845,EUR,794534400,M,5,5,False,45.0,34.0,6.0,2.0,22.0,25.0,20.0,2.0,2.0,,,,,,,90.0,62.0,6.9,13.0,0.0218853,4,,12.0,5.0,5.0,2.0,,,,,3.0,,,1.0,2.0,,1.0,,,2.0,2.0,0.1731,0.0851,,,,,1.0,1.0,,,,,,,,
11407477,home,Empoli,Youssef Maleh,maleh-youssef,Y. Maleh,M,29,177,1361,M,849274,EUR,903744000,M,29,29,False,19.0,11.0,2.0,,6.0,9.0,12.0,,5.0,,,,,,,63.0,30.0,6.6,12.0,0.00233248,0,,6.0,2.0,2.0,,,,2.0,,1.0,,,,,1.0,1.0,,,1.0,2.0,,,,2.0,1.0,,,,,,,,,,,
11407477,home,Empoli,Nicolò Cambiaghi,cambiaghi-nicolo,N. Cambiaghi,F,28,173,1123,M,971005,EUR,977961600,F,28,28,False,27.0,20.0,5.0,4.0,11.0,11.0,24.0,,5.0,,,,,,,90.0,63.0,7.7,21.0,0.059123,3,,11.0,6.0,12.0,1.0,4.0,2.0,3.0,1.0,,,,,2.0,,1.0,5.0,3.0,5.0,1.0,0.2477,0.274,1.0,8.0,2.0,,1.0,1.0,1.0,,,,,,,
11407477,home,Empoli,Francesco Caputo,francesco-caputo,F. Caputo,F,9,181,857,M,43905,EUR,555206400,F,9,9,False,10.0,8.0,1.0,,1.0,1.0,9.0,1.0,2.0,,,,,,,41.0,13.0,6.5,3.0,0.00664726,0,,7.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
