match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_challengeLost,stat_outfielderBlock,stat_penaltyConceded,stat_fouls,stat_totalContest,stat_interceptionWon,stat_wonTackle,stat_totalCross,stat_blockedScoringAttempt,stat_hitWoodwork,stat_unsuccessfulTouch,stat_wasFouled,stat_accurateCross,stat_totalOffside,stat_keyPass,stat_wonContest,player_sofascoreId,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_penaltyWon
12514155,home,Moreirense,Kewin,kewin,Kewin,G,1,187,111,M,865371,EUR,790992000,G,40,40,False,45.0,14.0,40.0,9.0,0.0,9.0,14.0,5.0,31.0,1.0,1.0,3.0,13.0,2.0,1.0,2.0,1.0,90.0,54.0,6.5,31.0,0.00180028,0,0.4818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514155,home,Moreirense,Dinis Pinto,dinis-pinto,D. Pinto,D,76,178,150,M,1160980,EUR,967075200,D,76,76,False,24.0,20.0,2.0,,0.0,9.0,10.0,11.0,14.0,,1.0,2.0,2.0,,,,,65.0,35.0,7.4,5.0,0.0039857,2,,Dinis Pinto,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1003,0.1124,,,,,,,,,,,,,,,,,,,,,,
12514155,home,Moreirense,Marcelo,marcelo,Marcelo,D,44,182,57,M,156318,EUR,617500800,D,44,44,False,23.0,21.0,3.0,1.0,0.0,19.0,19.0,2.0,4.0,3.0,4.0,9.0,3.0,,,,,90.0,38.0,6.8,2.0,0.0003359,0,,,,2.0,4.0,,,,,1.0,,,True,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
12514155,home,Moreirense,Maracás,maracas,Maracás,D,26,184,121,M,931485,EUR,767404800,D,26,26,False,23.0,16.0,5.0,1.0,0.0,16.0,20.0,,3.0,,,12.0,3.0,,,,,90.0,39.0,7.1,7.0,0.00013162,0,,,,2.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
12514155,home,Moreirense,Godfried Frimpong,godfried-frimpong,G. Frimpong,D,21,180,173,M,931743,EUR,924652800,D,23,23,False,14.0,13.0,1.0,,0.0,8.0,8.0,5.0,6.0,,1.0,9.0,3.0,,,,,90.0,36.0,6.5,5.0,0.00257229,1,,,,,4.0,,1.0,,,1.0,0.0138,,,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
12514155,home,Moreirense,Sidnei Tavares,sidnei-tavares,S. Tavares,M,8,188,129,M,989889,EUR,1001721600,M,5,5,False,24.0,16.0,2.0,,0.0,8.0,11.0,8.0,14.0,2.0,6.0,2.0,4.0,,,,,90.0,40.0,6.5,13.0,0.00827201,1,,,,,8.0,3.0,,,,4.0,0.0366,,,3.0,,,2.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
12514155,home,Moreirense,Rúben Ramos Ismael,ruben-ramos-ismael,Ismael,M,16,184,179,M,1469058,EUR,922320000,M,6,6,False,26.0,21.0,2.0,1.0,0.0,16.0,17.0,5.0,9.0,,5.0,2.0,4.0,,,,,90.0,41.0,6.4,8.0,0.00332394,0,,,,2.0,8.0,,,,,3.0,,,,1.0,,,3.0,2.0,2.0,2.0,,,,1.0,2.0,,,,,,,,,
12514155,home,Moreirense,Madson de Souza Silva,madson-de-souza-silva,M. d. S. Silva,M,9,164,238,M,937555,EUR,935625600,M,31,31,False,15.0,13.0,,,0.0,5.0,6.0,8.0,13.0,1.0,5.0,1.0,2.0,,,,,65.0,28.0,7.1,8.0,0.0231371,2,,,,1.0,2.0,,,1.0,,,0.0902,0.0708,,1.0,,,,,,,4.0,1.0,,2.0,4.0,,,,,,,,,
12514155,home,Moreirense,Alan,alan,Alan,M,11,163,525,M,905455,EUR,952473600,M,11,11,False,27.0,25.0,2.0,1.0,1.0,9.0,10.0,17.0,21.0,,3.0,,2.0,,,,,78.0,42.0,7.0,7.0,0.103889,1,,,,,5.0,,,1.0,,,0.0445,0.0961,,1.0,,,3.0,1.0,1.0,,4.0,,,1.0,3.0,1.0,1.0,3.0,,,,,,
12514155,home,Moreirense,Bernardo Martins,bernardo-martins,B. Martins,M,8,176,81,M,845811,EUR,881193600,M,20,20,False,20.0,12.0,1.0,1.0,0.0,1.0,4.0,11.0,18.0,,7.0,1.0,1.0,,,,,65.0,34.0,6.9,12.0,0.0904112,0,,,,,5.0,,,,,4.0,,,,3.0,,,1.0,4.0,,2.0,2.0,,,1.0,,,,2.0,3.0,,,,,
