match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,player_sofascoreId,stat_totalContest,stat_bigChanceCreated,stat_wonContest,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_onTargetScoringAttempt
10411406,home,Cremonese,Ionuț Radu,ionut-radu,I. Radu,G,13,188.0,3683,M,815202,EUR,864777600,G,97,97,False,35.0,25.0,15.0,5.0,23.0,25.0,2.0,10.0,9.0,5.0,7.0,2.0,2.0,90.0,48.0,8.6,10.0,0.0,0.0,0.00090469,0,0.8944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411406,home,Cremonese,Emanuel Aiwu,emanuel-aiwu,E. Aiwu,D,47,187.0,218,M,924690,EUR,977702400,D,4,4,False,41.0,36.0,3.0,2.0,25.0,29.0,11.0,12.0,7.0,,,,,90.0,60.0,7.8,8.0,0.0,0.0,0.015164,0,,,,2.0,2.0,5.0,6.0,1.0,1.0,7.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10411406,home,Cremonese,Vlad Chiricheş,vlad-chiriches,V. Chiricheş,M,21,184.0,782,M,69295,EUR,627004800,D,21,21,False,44.0,39.0,7.0,5.0,33.0,36.0,6.0,8.0,8.0,,,,,90.0,65.0,8.3,6.0,0.0,0.0,0.00493819,0,,,,,1.0,2.0,9.0,,,3.0,1.0,4.0,7.0,3.0,1.0,2.0,1.0,True,1.0,,,,,,,,,,,,
10411406,home,Cremonese,Luka Lochoshvili,luka-lochoshvili,L. Lochoshvili,D,24,191.0,1065,M,827473,EUR,896400000,D,44,44,False,48.0,42.0,8.0,3.0,31.0,33.0,11.0,15.0,3.0,,,,,90.0,56.0,7.1,6.0,0.0,0.0,0.00659353,0,,,,,,1.0,3.0,,,1.0,,,3.0,,,1.0,,,,,,,,,,,,,,,
10411406,home,Cremonese,Paolo Ghiglione,ghiglione-paolo,P. Ghiglione,M,18,188.0,100,M,787642,EUR,854841600,M,18,18,False,22.0,12.0,3.0,2.0,6.0,9.0,8.0,17.0,2.0,,,,,90.0,45.0,6.8,16.0,0.0812,0.0,0.119371,2,,,,,1.0,2.0,2.0,2.0,,1.0,,,1.0,1.0,,,1.0,,,4.0,2.0,1.0,2.0,,,,,,,,
10411406,home,Cremonese,Charles Pickel,charles-pickel,C. Pickel,M,18,184.0,11753,M,758664,EUR,863654400,M,6,6,False,35.0,31.0,2.0,2.0,17.0,17.0,14.0,18.0,6.0,,,,,83.0,41.0,6.9,4.0,0.0779,0.0,0.112976,1,,,,,,3.0,2.0,,,,,1.0,1.0,1.0,,3.0,,,1.0,,,,1.0,charlespickel,,,,,,,
10411406,home,Cremonese,Gonzalo Escalante,gonzalo-escalante,G. Escalante,M,8,182.0,258,M,316170,EUR,733190400,M,32,32,False,56.0,47.0,2.0,1.0,33.0,38.0,14.0,18.0,7.0,,,,,90.0,68.0,6.5,14.0,0.0192,0.0,0.013947,1,,,,1.0,1.0,7.0,3.0,1.0,3.0,1.0,,3.0,,,1.0,2.0,,,2.0,,,,1.0,,,,,,,,
10411406,home,Cremonese,Emanuele Valeri,emanuele-valeri,E. Valeri,D,14,180.0,818,M,891346,EUR,912988800,M,3,3,False,14.0,11.0,2.0,1.0,2.0,3.0,10.0,16.0,6.0,,,,,61.0,33.0,7.0,12.0,0.0,0.0,0.117232,0,,,,,1.0,3.0,3.0,1.0,,2.0,,,1.0,1.0,2.0,1.0,2.0,,1.0,5.0,1.0,,,,1.0,1.0,,,,,
10411406,home,Cremonese,Luca Zanimacchia,luca-zanimacchia,L. Zanimacchia,M,98,178.0,116,M,847025,EUR,900806400,F,98,98,False,20.0,14.0,2.0,1.0,3.0,5.0,11.0,18.0,,,,,,61.0,30.0,6.9,9.0,0.0872,0.0,0.0608064,2,,,,1.0,,3.0,2.0,2.0,,,,,,,,,1.0,,1.0,3.0,,,2.0,,1.0,,1.0,,,,
10411406,home,Cremonese,David Okereke,david-okereke,D. Okereke,F,77,182.0,887,M,831290,EUR,872812800,F,77,77,False,15.0,12.0,,,4.0,5.0,9.0,12.0,,,,,,75.0,22.0,6.6,6.0,0.0673,0.0,0.066786,1,,,,,,3.0,,,,1.0,,,,,1.0,2.0,1.0,,,2.0,1.0,,,,1.0,,,1.0,,,
