match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_blockedScoringAttempt,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_wonTackle,stat_wasFouled,stat_expectedGoalsOnTarget,stat_goals,stat_outfielderBlock,stat_unsuccessfulTouch,stat_dispossessed,captain,stat_bigChanceMissed,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_totalOffside,stat_hitWoodwork
12764177,home,Sporting Braga,Matheus,matheus,Matheus,G,1,190,1509,M,603946,EUR,711504000,G,1,1,False,39.0,33.0,12.0,6.0,0.0,33.0,35.0,4.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,90.0,48.0,6.5,6.0,0.00012875,0,-1.2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764177,home,Sporting Braga,Victor Gómez,victor-gomez,V. Gómez,D,2,169,299,M,877918,EUR,954547200,D,2,2,False,56.0,46.0,8.0,5.0,0.0,24.0,28.0,31.0,1.0,1.0,8.0,,1.0,,,,,81.0,72.0,6.7,12.0,0.147571,2,,24.0,3.0,2.0,1.0,2.0,2.0,1.0,0.1148,1.0,,,,,,,,,,,,,,,,,,,,,,
12764177,home,Sporting Braga,João Ferreira,joao-ferreira,J. Ferreira,D,13,185,388,M,976401,EUR,985219200,D,13,13,False,62.0,56.0,5.0,3.0,0.0,40.0,42.0,20.0,7.0,4.0,4.0,,4.0,,,,,90.0,80.0,8.1,7.0,0.265932,2,,16.0,,,,1.0,,,0.1492,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.1134,,,,,,,,,,
12764177,home,Sporting Braga,Sikou Niakaté,sikou-niakate,S. Niakaté,D,4,186,1552,M,868235,EUR,931564800,D,4,4,False,59.0,58.0,5.0,4.0,0.0,41.0,42.0,17.0,1.0,2.0,6.0,,,,,,,67.0,67.0,7.0,2.0,0.0103025,1,,17.0,,,,3.0,,3.0,0.5486,1.0,,,,,,,,1.0,1.0,,1.0,0.9529,1.0,1.0,1.0,,,,,,,
12764177,home,Sporting Braga,Adrián Marín,adrian-marin,A. Marín,D,21,181,98,M,547242,EUR,852768000,D,19,19,False,44.0,37.0,4.0,1.0,0.0,15.0,18.0,29.0,1.0,2.0,2.0,,1.0,,,,,61.0,55.0,6.4,10.0,0.011595,0,,23.0,3.0,1.0,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,
12764177,home,Sporting Braga,João Moutinho,joao-moutinho,J. Moutinho,M,8,171,1563,M,6562,EUR,526521600,M,8,8,False,39.0,35.0,1.0,,0.0,15.0,15.0,24.0,,,4.0,,,,,,,61.0,45.0,6.6,4.0,0.0337057,0,,20.0,,,,5.0,,2.0,,2.0,,,,3.0,,,,,3.0,,,,,,,,,,,,,
12764177,home,Sporting Braga,Rodrigo Zalazar,rodrigo-zalazar,R. Zalazar,M,10,174,2847,M,966575,EUR,934416000,M,16,16,False,36.0,31.0,9.0,7.0,0.0,18.0,19.0,18.0,7.0,,7.0,,2.0,,,,,61.0,53.0,7.1,11.0,0.00887178,2,,13.0,1.0,,2.0,9.0,,1.0,0.0761,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0117,,,,5.0,,,,,,
12764177,home,Sporting Braga,Roger Fernandes,roger-fernandes,R. Fernandes,M,78,170,2642,M,1128560,EUR,1132531200,M,11,11,False,27.0,27.0,3.0,3.0,0.0,8.0,8.0,25.0,5.0,,1.0,,1.0,,,,,71.0,51.0,7.5,12.0,0.0486408,3,,19.0,6.0,,,4.0,,1.0,0.0735,2.0,,,,,4.0,3.0,,3.0,,1.0,1.0,0.1538,,,1.0,2.0,,,,,,
12764177,home,Sporting Braga,Ricardo Horta,ricardo-horta,R. Horta,M,21,173,2167,M,314380,EUR,779587200,M,21,21,False,34.0,28.0,2.0,2.0,0.0,8.0,8.0,30.0,6.0,,1.0,,4.0,,,,,90.0,53.0,7.1,9.0,0.291955,2,,23.0,4.0,3.0,1.0,3.0,,1.0,0.8876,3.0,,,,,2.0,1.0,1.0,1.0,,2.0,1.0,0.2737,,1.0,1.0,,True,2.0,,,,
12764177,home,Sporting Braga,Bruma,bruma,Bruma,F,7,173,2701,M,97012,EUR,782956800,M,7,7,False,47.0,37.0,8.0,6.0,0.0,10.0,10.0,38.0,5.0,,2.0,,1.0,,,,,90.0,65.0,8.2,18.0,0.803136,3,,27.0,1.0,,,4.0,1.0,,0.2863,5.0,,,,,6.0,4.0,,2.0,,,,0.3043,,,3.0,2.0,,,2.0,,,
