match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_dispossessed,stat_totalContest,stat_wonContest,player_sofascoreId,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,player_firstName,player_lastName,stat_challengeLost,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_bigChanceCreated,stat_penaltyMiss,captain,stat_errorLeadToAGoal,stat_penaltySave,stat_penaltyFaced,stat_clearanceOffLine,stat_totalOffside,stat_penaltyConceded
14572718,home,Olympique Lyonnais,Dominik Greif,dominik-greif,D. Greif,G,1,197,937,M,791046,EUR,860284800,G,1,1,False,22.0,21.0,1.0,1.0,0.0,21.0,22.0,1.0,6.0,1.0,1.0,3.0,5.0,1.0,1.0,90.0,35.0,7.5,2.0,0.00010312,0.3018,0,0.5481,0.09,-0.11,0.28,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572718,home,Olympique Lyonnais,Ruben Kluivert,ruben-kluivert,R. Kluivert,D,21,187,1735,M,1014540,EUR,990403200,D,21,21,False,94.0,91.0,8.0,7.0,0.0,73.0,74.0,1.0,6.0,2.0,,,,,,90.0,112.0,9.0,6.0,0.0793903,,1,,0.35,0.03,0.35,,18.0,20.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.1555,0.9347,1.0,0.51,,,,,,,,,,,,,,,,,,,,,
14572718,home,Olympique Lyonnais,Clinton Mata,clinton-mata,C. Mata,D,22,180,1322,M,152813,EUR,721094400,D,22,22,False,119.0,114.0,9.0,5.0,0.0,85.0,86.0,4.0,7.0,,,,,,,90.0,132.0,7.9,6.0,0.0158601,,0,,0.4,0.15,0.49,,29.0,33.0,,,1.0,1.0,2.0,,,3.0,3.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14572718,home,Olympique Lyonnais,Moussa Niakhaté,moussa-niakhate,M. Niakhaté,D,19,190,8276,M,758168,EUR,826243200,D,19,19,False,123.0,117.0,4.0,2.0,0.0,77.0,80.0,3.0,9.0,,,,,,,90.0,134.0,8.0,6.0,0.0214125,,0,,0.47,0.25,0.23,,40.0,43.0,,,2.0,,5.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,niakhate,,,,,,,,,,,,,,,,,
14572718,home,Olympique Lyonnais,Nicolás Tagliafico,nicolas-tagliafico,N. Tagliafico,D,3,172,10913,M,158243,EUR,715219200,D,3,3,False,50.0,43.0,2.0,1.0,0.0,30.0,33.0,1.0,7.0,1.0,,,,,,68.0,68.0,6.9,10.0,0.125582,,1,,0.05,-0.35,0.22,,13.0,17.0,1.0,,1.0,3.0,6.0,,,,2.0,3.0,1.0,2.0,,0.4832,,1.0,-0.65,,1.0,,tagliafico3,2.0,1.0,1.0,,,,,,,,,,,,,,
14572718,home,Olympique Lyonnais,Mathys de Carvalho,mathys-de-carvalho,M. d. Carvalho,M,39,183,455,,1545023,EUR,1114905600,M,39,39,False,68.0,63.0,13.0,11.0,0.0,41.0,43.0,3.0,3.0,2.0,,,,,,90.0,82.0,6.8,9.0,0.0272105,,1,,0.06,0.07,-0.11,,22.0,25.0,,,,7.0,3.0,,,,,3.0,1.0,,3.0,0.1122,,,0.02,2.0,,,,,,,Mathys,de Carvalho,2.0,1.0,1.0,,,,,,,,,
14572718,home,Olympique Lyonnais,Tanner Tessmann,tanner-tessmann,T. Tessmann,M,6,187,1239,M,1022084,EUR,1001289600,M,6,6,False,53.0,45.0,5.0,4.0,0.0,31.0,36.0,,6.0,2.0,,,,,,69.0,65.0,6.9,12.0,0.0230599,,1,,0.09,0.24,0.13,,14.0,17.0,,,1.0,2.0,3.0,1.0,,,2.0,,,1.0,,0.0523,0.042,,0.02,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
14572718,home,Olympique Lyonnais,Adam Karabec,adam-karabec,A. Karabec,M,7,186,1374,M,1000175,EUR,1057104000,M,7,7,False,37.0,33.0,2.0,,2.0,17.0,17.0,,2.0,,,,,,,69.0,49.0,8.9,8.0,1.41929,,0,,1.0,-0.39,0.0,,16.0,20.0,7.0,5.0,2.0,3.0,5.0,,,,,,,1.0,1.0,,,5.0,,2.0,2.0,2.0,,,,,,,,,,3.0,,,,,,,,
14572718,home,Olympique Lyonnais,Pavel Šulc,pavel-sulc,P. Šulc,M,10,177,3263,M,957604,EUR,978048000,M,10,10,False,35.0,30.0,1.0,,0.0,14.0,16.0,1.0,5.0,4.0,,,,,,90.0,52.0,6.0,13.0,0.0282807,,2,,-0.26,-0.64,-0.02,,16.0,19.0,1.0,,3.0,4.0,7.0,2.0,,,,2.0,1.0,1.0,1.0,0.8706,0.7162,1.0,-0.87,1.0,3.0,1.0,,,2.0,,,,,,,,1.0,,,,,,,
14572718,home,Olympique Lyonnais,Corentin Tolisso,corentin-tolisso,C. Tolisso,M,8,181,3276,M,343067,EUR,775872000,M,8,8,False,65.0,55.0,7.0,4.0,0.0,30.0,31.0,,8.0,1.0,,,,,,87.0,84.0,6.8,15.0,0.0629665,,2,,-0.02,0.12,-0.06,,25.0,34.0,2.0,,1.0,6.0,7.0,1.0,,,1.0,1.0,1.0,4.0,1.0,0.4354,0.0497,,-0.55,2.0,1.0,1.0,,,1.0,1.0,,,3.0,,,,,True,,,,,,
14572718,home,Olympique Lyonnais,Martín Satriano,martin-satriano,M. Satriano,F,10,187,2189,M,973536,EUR,982627200,F,20,20,False,24.0,18.0,1.0,1.0,0.0,11.0,14.0,1.0,4.0,2.0,,,,,,77.0,37.0,7.3,11.0,0.091418,,5,,0.14,0.28,0.13,,7.0,10.0,,,4.0,7.0,4.0,1.0,1.0,,1.0,,,,1.0,0.9859,0.9698,1.0,0.37,,3.0,,,3.0,1.0,3.0,,,,1.0,,,,,,,,,,
14572718,home,Olympique Lyonnais,Ainsley Maitland-Niles,ainsley-maitland-niles,A. Maitland-Niles,D,98,178,1581,M,352768,EUR,872812800,M,98,98,True,19.0,16.0,,,0.0,5.0,6.0,1.0,2.0,1.0,,,,,,22.0,25.0,6.7,5.0,0.00424507,,0,,-0.05,-0.1,0.13,,11.0,13.0,1.0,,1.0,1.0,2.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14572718,home,Olympique Lyonnais,Tyler Morton,tyler-morton,T. Morton,M,23,185,6716,M,979118,EUR,1036022400,M,23,23,True,29.0,29.0,,,0.0,15.0,15.0,,,,,,,,,21.0,36.0,6.7,3.0,0.00858674,,1,,0.01,0.15,-0.04,,14.0,14.0,1.0,,,3.0,2.0,,,,,,,1.0,,0.0508,,,0.0,1.0,2.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,
14572718,home,Olympique Lyonnais,Malick Fofana,malick-fofana,M. Fofana,F,11,169,6193,M,1195784,EUR,1112227200,F,11,11,True,10.0,10.0,,,0.0,4.0,4.0,,1.0,1.0,,,,,,21.0,20.0,7.2,5.0,0.231483,,0,,0.41,0.06,0.15,,6.0,6.0,2.0,1.0,,2.0,3.0,,,,,2.0,1.0,,,,,1.0,,2.0,1.0,1.0,,,,,Malick Fofana,,,,,1.0,,,,,,,,
14572718,home,Olympique Lyonnais,Enzo Molebe,enzo-molebe,E. Molebe,F,14,178,748,,1861678,EUR,1190073600,F,29,29,True,2.0,1.0,,,0.0,1.0,2.0,,,1.0,,,,,,13.0,6.0,6.3,2.0,4.97e-05,,1,,-0.05,-0.11,-0.01,,,,,,,2.0,1.0,,,,,,,1.0,1.0,0.0638,,,-0.29,,,,,1.0,,1.0,Enzo,Molebe,,,,,,,,,,,,
14572718,home,Olympique Lyonnais,Khalis Merah,khalis-merah,K. Merah,M,44,178,3651,,2127096,EUR,1172188800,M,44,44,True,11.0,10.0,2.0,1.0,0.0,8.0,8.0,,1.0,,,,,,,9.0,11.0,6.5,1.0,0.00152274,,0,,-0.09,-0.06,0.13,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,Khalis,Merah,,,,,,,,,,,,
14572718,home,Olympique Lyonnais,Lassine Diarra,lassine-diarra,L. Diarra,G,20,195,508,M,1481174,EUR,1036972800,G,50,50,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lassine Diarra,,,,,,,,,,,,,
14572718,home,Olympique Lyonnais,Yvann Konan,yvann-konan,Y. Konan,G,1,189,258,,1563912,EUR,1168905600,G,62,62,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yvann,Konan,,,,,,,,,,,,
14572718,home,Olympique Lyonnais,Téo Barišić,teo-barisic,T. Barišić,D,28,185,501,M,2059250,EUR,1096502400,D,41,41,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Téo,Barišić,,,,,,,,,,,,
14572718,home,Olympique Lyonnais,Afonso Moreira,afonso-moreira,A. Moreira,F,17,175,2527,M,1215906,EUR,1111190400,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572718,home,Olympique Lyonnais,Alejandro Gomes Rodriguez,alejandro-gomes-rodriguez,A. G. Rodriguez,F,11,176,1715,M,1614474,EUR,1205193600,F,32,32,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alejandro,Gomes Rodriguez,,,,,,,,,,,,
14572718,away,Red Bull Salzburg,Alexander Schlager,alexander-schlager,A. Schlager,G,1,184,344,M,282073,EUR,823132800,G,1,1,False,34.0,20.0,18.0,5.0,0.0,18.0,24.0,1.0,11.0,,,2.0,3.0,2.0,2.0,90.0,45.0,6.8,15.0,0.00607125,0.7169,0,0.7124,0.05,-0.31,-0.38,0.55,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1.0,1.0,1.0,,,
14572718,away,Red Bull Salzburg,Stefan Lainer,stefan-lainer,S. Lainer,D,22,176,446,M,113920,EUR,714873600,D,22,22,False,44.0,33.0,6.0,2.0,0.0,19.0,22.0,3.0,6.0,1.0,,,,,,90.0,77.0,6.9,17.0,0.0845486,,0,,0.03,0.19,-0.36,,14.0,22.0,2.0,1.0,1.0,4.0,5.0,,,1.0,2.0,2.0,1.0,1.0,1.0,,,2.0,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,,
14572718,away,Red Bull Salzburg,Joane Gadou,joane-gadou,J. Gadou,D,23,195,1098,M,1471049,EUR,1168992000,D,23,23,False,50.0,43.0,5.0,2.0,0.0,33.0,36.0,1.0,7.0,1.0,,,,,,90.0,57.0,6.1,9.0,0.00189751,,0,,0.07,0.04,-0.3,,10.0,14.0,,,1.0,6.0,3.0,,,,,2.0,2.0,,3.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,
14572718,away,Red Bull Salzburg,Jacob Rasmussen,jacob-rasmussen,J. Rasmussen,D,14,190,358,M,842176,EUR,864777600,D,2,2,False,58.0,56.0,4.0,4.0,0.0,45.0,45.0,2.0,3.0,,,,,,,90.0,65.0,7.1,2.0,0.052554,,0,,0.31,0.03,0.34,,11.0,13.0,1.0,1.0,3.0,6.0,5.0,,,1.0,,2.0,2.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,
14572718,away,Red Bull Salzburg,Aleksa Terzić,aleksa-terzic,A. Terzić,D,3,184,775,M,876860,EUR,934848000,D,3,3,False,41.0,34.0,8.0,4.0,0.0,25.0,27.0,1.0,5.0,1.0,,,,,,82.0,60.0,6.5,11.0,0.0140228,,1,,0.11,0.07,-0.24,,9.0,14.0,,,,2.0,3.0,1.0,,,2.0,2.0,2.0,,,0.0289,0.0559,,0.01,,2.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,
14572718,away,Red Bull Salzburg,Moussa Kounfolo Yeo,moussa-kounfolo-yeo,M. K. Yeo,M,49,173,776,M,1397180,EUR,1086048000,M,49,49,False,18.0,12.0,,,0.0,6.0,7.0,,4.0,2.0,,,,,,58.0,30.0,6.2,12.0,0.00491481,,0,,-0.08,0.27,-0.12,,6.0,11.0,1.0,,,6.0,2.0,,,,,1.0,1.0,,2.0,,,,,3.0,1.0,1.0,,1.0,,,Moussa Kounfolo Yeo,,,,,,,,,,,,,
14572718,away,Red Bull Salzburg,Soumaïla Diabaté,diabate-soumaila,S. Diabate,M,5,168,600,M,1468564,EUR,1101081600,M,5,5,False,42.0,37.0,1.0,,0.0,23.0,25.0,,7.0,,,,,,,90.0,56.0,6.3,7.0,0.00907206,,0,,-0.05,0.08,-0.18,,14.0,17.0,1.0,,,7.0,5.0,,,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,2.0,1.0,,3.0,,,,,2.0,,,,,,,,,,,
