match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_fouls,stat_aerialWon,stat_shotOffTarget,stat_interceptionWon,stat_totalOffside,stat_expectedGoals,stat_outfielderBlock,stat_wasFouled,stat_accurateCross,stat_wonContest,stat_keyPass,stat_dispossessed,captain,stat_blockedScoringAttempt,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_penaltyWon
11352453,home,Burnley,James Trafford,,,james-trafford,J. Trafford,G,1,197,21722,M,980643,EUR,1034208000,G,1,1,False,47.0,31.0,23.0,7.0,25.0,27.0,6.0,20.0,6.0,1.0,1.0,1.0,2.0,90.0,55.0,5.5,19.0,0.00302918,0,-2.4834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352453,home,Burnley,Lorenz Assignon,,,lorenz-assignon,L. Assignon,M,22,179,641,M,1009334,EUR,961632000,D,20,20,False,12.0,9.0,,,5.0,7.0,4.0,7.0,3.0,,,,,79.0,30.0,5.5,7.0,0.0021502,0,,2.0,2.0,5.0,4.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11352453,home,Burnley,Dara O'Shea,,,dara-oshea,D. O'Shea,D,26,188,660,M,856719,EUR,920505600,D,2,2,False,41.0,35.0,6.0,3.0,26.0,29.0,9.0,12.0,5.0,1.0,,,,90.0,55.0,6.3,9.0,0.00649111,2,,,5.0,5.0,5.0,,,6.0,1.0,,,,4.0,2.0,1.0,1.0,0.0633,,,,,,,,,,,,,,,,,
11352453,home,Burnley,Maxime Estève,Maxime Estève,,maxime-esteve,M. Estève,D,5,192,1470,M,1117223,EUR,1022371200,D,33,33,False,33.0,20.0,7.0,1.0,13.0,16.0,7.0,17.0,2.0,1.0,,,,62.0,43.0,6.3,14.0,0.00173407,0,,,,1.0,4.0,,,3.0,2.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
11352453,home,Burnley,Hannes Delcroix,,,hannes-delcroix,H. Delcroix,D,3,185,5292,M,826169,EUR,920160000,D,44,44,False,30.0,23.0,2.0,1.0,19.0,24.0,5.0,8.0,4.0,1.0,,,,90.0,47.0,6.2,11.0,0.0257054,0,,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,
11352453,home,Burnley,Aaron Ramsey,,,aaron-ramsey,A. Ramsey,M,30,180,736,M,1000142,EUR,1043107200,M,21,21,False,11.0,7.0,2.0,1.0,6.0,9.0,1.0,2.0,2.0,,,,,63.0,16.0,6.1,5.0,0.00186211,1,,,,3.0,,,,2.0,,,,2.0,,1.0,,,0.0372,,,,,,1.0,,,,,,,,,,,
11352453,home,Burnley,Sander Berge,,,sander-berge,S. Berge,M,16,195,2096,M,793167,EUR,887414400,M,16,16,False,29.0,25.0,1.0,,15.0,16.0,10.0,13.0,6.0,1.0,,,,90.0,40.0,6.5,6.0,0.0108773,0,,,4.0,7.0,4.0,1.0,1.0,1.0,3.0,1.0,,1.0,,,2.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,
11352453,home,Burnley,Josh Brownhill,,,josh-brownhill,J. Brownhill,M,8,179,817,M,358394,EUR,819331200,M,8,8,False,29.0,24.0,5.0,2.0,12.0,14.0,12.0,16.0,2.0,1.0,,,,90.0,48.0,6.9,8.0,0.0124559,1,,1.0,1.0,4.0,7.0,,2.0,2.0,3.0,,,3.0,,1.0,2.0,,0.0425,,2.0,,2.0,1.0,,True,,,,,,,,,,
11352453,home,Burnley,Wilson Odobert,,,wilson-odobert,W. Odobert,F,28,182,4519,M,1142679,EUR,1101600000,M,47,47,False,11.0,8.0,,,5.0,5.0,3.0,6.0,5.0,2.0,,,,80.0,23.0,6.1,8.0,0.0101754,1,,,,4.0,4.0,1.0,5.0,,,,,,1.0,,,,0.0101,,,,3.0,,1.0,,1.0,,,,,,,,,
11352453,home,Burnley,David Datro Fofana,,,david-datro-fofana,D. D. Fofana,F,15,181,7910,M,1090458,EUR,1040515200,F,23,23,False,10.0,7.0,,,5.0,7.0,2.0,3.0,,3.0,,,,90.0,29.0,6.0,14.0,0.00101732,1,,,5.0,12.0,4.0,1.0,3.0,,,,,2.0,1.0,,,4.0,0.0475,,1.0,,2.0,,4.0,,1.0,datro_9,,,,,,,,
