match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_fouls,stat_goals,captain,stat_totalCross,stat_accurateCross,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_dispossessed,stat_challengeLost,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAGoal
11391309,home,RC Strasbourg,Alaa Bellaarouch,,,alaa-bellaarouch,A. Bellaarouch,G,36,188,1255,M,1000501,EUR,1009843200,G,36,36,False,15.0,10.0,10.0,5.0,5.0,6.0,5.0,9.0,4.0,1.0,1.0,1.0,1.0,90.0,20.0,6.7,5.0,0.00189995,0,-0.2193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391309,home,RC Strasbourg,Saïdou Sow,Saïdou,Sow,saidou-sow,S. Sow,D,4,185,2742,M,1063237,EUR,1025740800,D,13,13,False,56.0,49.0,6.0,1.0,28.0,28.0,21.0,28.0,3.0,,,,,90.0,68.0,7.2,8.0,0.0154047,1,,1.0,3.0,1.0,8.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,0.1809,0.2788,,,,,,,,,,,,,,,,,,,,
11391309,home,RC Strasbourg,Lucas Perrin,,,lucas-perrin,L. Perrin,D,4,187,210,M,941077,EUR,911433600,D,5,5,False,56.0,55.0,5.0,4.0,35.0,35.0,20.0,21.0,3.0,,,,,90.0,68.0,7.3,1.0,0.00984299,1,,,,2.0,3.0,,,1.0,3.0,2.0,2.0,1.0,,1.0,0.1378,0.2862,1.0,2.0,,,,,,,,,,,,,,,,,,
11391309,home,RC Strasbourg,Abakar Sylla,Abakar Sylla,,abakar-sylla,A. Sylla,D,4,188,887,M,1170197,EUR,1040774400,D,24,24,False,45.0,44.0,,,21.0,22.0,23.0,23.0,2.0,,,,,77.0,57.0,7.8,2.0,0.0167938,1,,1.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,,2.0,,,,0.451,0.3758,2.0,,1.0,,,,,,,,,,,,,,,,,
11391309,home,RC Strasbourg,Frédéric Guilbert,,,frederic-guilbert,F. Guilbert,D,,178,402,M,372430,EUR,788227200,M,2,2,False,34.0,28.0,2.0,,6.0,8.0,23.0,33.0,3.0,,,,,90.0,60.0,7.3,16.0,0.102621,0,,1.0,2.0,1.0,7.0,2.0,2.0,,2.0,3.0,2.0,,3.0,1.0,,,,,,True,7.0,1.0,2.0,,,,,,,,,,,,,
11391309,home,RC Strasbourg,Ibrahima Sissoko,,,ibrahima-sissoko,I. Sissoko,M,28,193,1228,M,829093,EUR,877910400,M,27,27,False,51.0,47.0,2.0,1.0,18.0,20.0,29.0,32.0,3.0,,,,,85.0,62.0,6.9,6.0,0.0446539,2,,,,1.0,4.0,2.0,1.0,,1.0,,3.0,2.0,,,0.0867,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,
11391309,home,RC Strasbourg,Andrey Santos,Andrey Santos,,santos-andrey,A. Santos,M,17,180,27949,M,1105779,EUR,1083542400,M,8,8,False,59.0,48.0,3.0,1.0,20.0,23.0,28.0,37.0,4.0,,,,,90.0,78.0,7.1,14.0,0.0242691,0,,1.0,1.0,5.0,11.0,1.0,,,1.0,,5.0,3.0,,5.0,,,,2.0,,,1.0,,,,,andreysantos_5,1.0,,,,,,,,,
11391309,home,RC Strasbourg,Thomas Delaine,,,thomas-delaine,T. Delaine,M,,180,116,M,153218,EUR,701395200,M,3,3,False,28.0,23.0,2.0,1.0,5.0,7.0,19.0,24.0,3.0,,,,,90.0,41.0,7.1,8.0,0.209833,1,,,1.0,2.0,5.0,2.0,2.0,,,,,,,2.0,0.0764,,,1.0,,,3.0,1.0,2.0,,1.0,,,1.0,,,,,,,,
11391309,home,RC Strasbourg,Dilane Bakwa,,,dilane-bakwa,D. Bakwa,M,29,179,2042,M,963298,EUR,1030320000,F,26,26,False,33.0,29.0,4.0,2.0,4.0,4.0,27.0,35.0,4.0,,,,,86.0,59.0,7.8,15.0,0.356452,1,,,,6.0,8.0,11.0,6.0,,,,,,,2.0,0.0318,,,,,,6.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,
11391309,home,RC Strasbourg,Habib Diarra,Habib,Diarra,habib-diarra,H. Diarra,M,19,179,12696,M,1128532,EUR,1073088000,F,19,19,False,9.0,7.0,,,3.0,3.0,4.0,6.0,1.0,,,,,40.0,16.0,6.8,4.0,0.00492387,1,,2.0,1.0,6.0,3.0,1.0,,1.0,,,1.0,1.0,,1.0,0.0354,0.1893,,2.0,,,,,,,,,1.0,,,,,,,,,
