match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_blockedScoringAttempt,stat_wonTackle,stat_totalOffside,captain,stat_bigChanceMissed,player_firstName,player_lastName,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_ownGoals
12504388,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4421,M,lukaszskorupski28,44906,EUR,673401600,G,1,1,False,38.0,30.0,15.0,7.0,0.0,25.0,27.0,5.0,11.0,1.0,7.0,1.0,3.0,3.0,90.0,46.0,6.8,9.0,0.00187727,0,-0.0132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504388,home,Bologna,Emil Holm,emil-holm,E. Holm,D,2,191,1648,M,,965264,EUR,958176000,D,2,2,False,26.0,21.0,3.0,2.0,0.0,7.0,8.0,15.0,19.0,7.0,2.0,1.0,,,87.0,60.0,6.8,7.0,0.180168,1,,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0118,2.0,,,,,,,,,,,,,,,,,,
12504388,home,Bologna,Sam Beukema,sam-beukema,S. Beukema,D,31,188,2235,M,,898815,EUR,911260800,D,31,31,False,61.0,54.0,11.0,6.0,0.0,35.0,35.0,19.0,26.0,5.0,4.0,,,,90.0,70.0,6.9,7.0,0.0124566,1,,,,3.0,5.0,5.0,2.0,,,,1.0,6.0,,1.0,,,,1.0,0.0505,,,,,,,,,,,,,,,,,,,
12504388,home,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185,4571,M,,818481,EUR,898819200,D,26,26,False,35.0,30.0,5.0,3.0,0.0,18.0,19.0,12.0,16.0,3.0,1.0,,,,45.0,42.0,6.6,6.0,0.00687121,0,,,,,1.0,,,2.0,2.0,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12504388,home,Bologna,Juan Miranda,juan-miranda,J. Miranda,D,33,185,2208,M,,855829,EUR,948240000,D,33,33,False,53.0,42.0,10.0,4.0,0.0,18.0,20.0,30.0,51.0,3.0,4.0,,,,90.0,85.0,7.6,26.0,0.530546,1,,18.0,6.0,1.0,2.0,1.0,,,,1.0,,2.0,,,1.0,,,,0.0191,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12504388,home,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181,1928,M,,115516,EUR,703296000,M,8,8,False,38.0,29.0,4.0,1.0,0.0,11.0,13.0,18.0,27.0,3.0,4.0,,,,90.0,49.0,6.3,15.0,0.0432646,1,,2.0,,,2.0,,,,,,1.0,,,,1.0,,3.0,,0.1675,,,1.0,,True,1.0,,,,,,,,,,,,,
12504388,home,Bologna,Nikola Moro,nikola-moro,N. Moro,M,6,182,2495,M,,814882,EUR,889660800,M,6,6,False,54.0,44.0,13.0,8.0,0.0,16.0,17.0,29.0,40.0,3.0,5.0,,,,86.0,65.0,6.9,12.0,0.0261095,2,,3.0,1.0,3.0,2.0,4.0,,,,,,1.0,,1.0,1.0,,,1.0,0.0674,1.0,2.0,1.0,,,,,,,,,,,,,,,,
12504388,home,Bologna,Dan Ndoye,dan-ndoye,D. Ndoye,M,14,184,4721,M,,944327,EUR,972432000,M,11,11,False,20.0,19.0,,,0.0,6.0,6.0,14.0,17.0,4.0,5.0,3.0,,,90.0,48.0,7.9,9.0,0.0335219,7,,3.0,1.0,3.0,,7.0,,2.0,1.0,,2.0,,,,,,3.0,1.0,1.4546,,2.0,,1.0,,2.0,,,2.0,3.0,2.0,1.0529,,,,,,,
12504388,home,Bologna,Tommaso Pobega,tommaso-pobega,T. Pobega,M,4,188,1344,M,,928796,EUR,931996800,M,18,18,False,12.0,11.0,1.0,,1.0,2.0,2.0,9.0,10.0,2.0,3.0,1.0,,,82.0,20.0,7.6,2.0,0.119438,3,,,,1.0,,1.0,,,,,1.0,1.0,,,1.0,,,,0.1885,2.0,,1.0,,,1.0,,,,2.0,,0.1049,1.0,,,,,,
12504388,home,Bologna,Benjamín Domínguez,benjamin-dominguez,B. Domínguez,M,30,172,3282,M,,1162611,EUR,1063929600,M,30,30,False,21.0,17.0,1.0,1.0,0.0,2.0,3.0,15.0,19.0,1.0,6.0,1.0,,,77.0,36.0,6.1,13.0,0.219973,1,,1.0,,,,5.0,1.0,3.0,,,,2.0,,,,,3.0,,0.0136,,1.0,,,,,Benjamín Domínguez,,1.0,,,,,,,,,,
