match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_hitWoodwork,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_aerialLost,stat_accurateCross,stat_blockedScoringAttempt,stat_fouls,stat_keyPass,stat_bigChanceMissed,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,captain,stat_totalOffside,stat_bigChanceCreated,player_sofascoreId,stat_goalAssist
10408333,home,Cádiz,Jeremías Ledesma,jeremias-ledesma,C. Ledesma,G,23,186,1063,M,341097,EUR,729561600,G,1,1,False,35.0,13.0,34.0,12.0,3.0,3.0,10.0,32.0,1.0,1.0,3.0,10.0,1.0,3.0,4.0,2.0,90.0,46.0,7.2,22.0,0.0,0.0,0.0035433,0,-0.4542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408333,home,Cádiz,Iza Carcelén,iza-carcelen,I. Carcelén,D,20,174,127,M,800403,EUR,735523200,D,20,20,False,41.0,32.0,3.0,1.0,18.0,19.0,14.0,23.0,2.0,11.0,3.0,4.0,,,,,90.0,68.0,7.7,12.0,0.0133,0.0,0.0100165,1,,1.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,
10408333,home,Cádiz,Luis Hernández,luis-hernandez,L. Hernández,D,,182,89,M,260097,EUR,608515200,D,23,23,False,38.0,33.0,9.0,5.0,25.0,26.0,8.0,12.0,,4.0,3.0,7.0,,,,,90.0,57.0,7.0,9.0,0.0,0.0,0.0294886,0,,,,,,,,1.0,4.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,
10408333,home,Cádiz,Fali,fali,Fali,D,,186,193,M,349794,EUR,745113600,D,3,3,False,13.0,11.0,3.0,2.0,6.0,7.0,5.0,6.0,,,,,,,,,33.0,13.0,6.5,2.0,0.0,0.0,0.0016831,0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
10408333,home,Cádiz,Alfonso Espino,alfonso-espino,A. Espino,D,22,172,656,M,542634,EUR,694569600,D,22,22,False,44.0,26.0,5.0,,13.0,21.0,15.0,29.0,,7.0,1.0,9.0,,,,,90.0,71.0,6.8,25.0,0.0177,0.0,0.0511636,1,,6.0,,,,,,,4.0,2.0,1.0,3.0,5.0,,2.0,,2.0,1.0,3.0,2.0,,,,,,,,,,
10408333,home,Cádiz,Rubén Sobrino,ruben-sobrino,R. Sobrino,M,19,185,175,M,329563,EUR,698198400,M,7,7,False,28.0,19.0,,,10.0,13.0,9.0,15.0,2.0,7.0,,11.0,,,,,90.0,52.0,6.1,18.0,0.7407,0.0,0.00503212,2,,,4.0,,2.0,,,1.0,,,4.0,5.0,8.0,1.0,1.0,2.0,,,,,1.0,,,,,,,,,
10408333,home,Cádiz,Rubén Alcaraz,ruben-alcaraz,R. Alcaraz,M,4,180,243,M,259339,EUR,673056000,M,4,4,False,43.0,36.0,4.0,2.0,20.0,21.0,16.0,23.0,,3.0,3.0,1.0,,,,,90.0,54.0,6.3,9.0,0.0338,0.0,0.00884725,1,,1.0,,,,,,,1.0,1.0,1.0,2.0,4.0,3.0,,1.0,,1.0,1.0,,,,,,,,,,,
10408333,home,Cádiz,Fede San Emeterio,fede-san-emeterio,F. S. E. Diaz,M,6,174,81,M,376382,EUR,858470400,M,24,24,False,34.0,26.0,1.0,,14.0,17.0,12.0,18.0,2.0,7.0,,7.0,,,,,77.0,44.0,6.8,11.0,0.0,0.0,0.00634384,0,,1.0,,,,,,1.0,4.0,,,1.0,5.0,1.0,1.0,,,,3.0,,,,,,,,,,,
10408333,home,Cádiz,Brian Ocampo,brian-ocampo,B. Ocampo,M,10,173,942,M,941405,EUR,930268800,M,14,14,False,26.0,23.0,1.0,1.0,8.0,9.0,16.0,20.0,,7.0,,4.0,,,,,61.0,41.0,8.0,6.0,0.0395,0.5749,0.0154078,1,,3.0,2.0,2.0,,,,,2.0,1.0,1.0,3.0,2.0,,,1.0,1.0,,1.0,2.0,,,,1.0,1.0,,,,,
10408333,home,Cádiz,Álex Fernández,alex-fernandez,Á. Fernández,M,8,183,168,M,148588,EUR,719107200,F,8,8,False,31.0,30.0,1.0,1.0,12.0,12.0,18.0,20.0,,2.0,,1.0,,,,,77.0,40.0,6.9,4.0,0.1437,0.0311,0.128338,1,,1.0,1.0,1.0,,,,,,,1.0,1.0,3.0,,1.0,2.0,,,,2.0,1.0,,,1.0,,True,,,,
