match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_expectedGoals,stat_dispossessed,stat_accurateCross,stat_blockedScoringAttempt,captain,stat_bigChanceCreated,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_errorLeadToAGoal,stat_bigChanceMissed
12764893,home,LASK,Jörg Siebenhandl,jorg-siebenhandl,J. Siebenhandl,G,27,183.0,40,M,90008,EUR,632620800,G,28,28,False,23.0,18.0,7.0,3.0,0.0,17.0,21.0,1.0,2.0,2.0,6.0,2.0,3.0,2.0,2.0,90.0,32.0,6.7,5.0,0.00011491,0,-0.4038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764893,home,LASK,Filip Stojković,filip-stojkovic,F. Stojković,D,30,180.0,106,M,98433,EUR,727660800,D,22,22,False,46.0,42.0,6.0,3.0,1.0,21.0,23.0,21.0,24.0,3.0,6.0,,,,,90.0,66.0,7.0,7.0,0.0897657,0,,1.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12764893,home,LASK,Philipp Ziereis,philipp-ziereis,P. Ziereis,D,4,189.0,52,M,142852,EUR,732067200,D,5,5,False,59.0,55.0,5.0,1.0,0.0,41.0,42.0,14.0,17.0,7.0,6.0,,,,,90.0,77.0,7.4,4.0,0.00306672,1,,,1.0,5.0,4.0,2.0,1.0,2.0,2.0,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0241,,,,,,,,,,,
12764893,home,LASK,Maksym Talovierov,maksym-talovierov,M. Talovierov,D,40,195.0,1198,M,990355,EUR,962150400,D,4,4,False,46.0,44.0,6.0,4.0,0.0,37.0,38.0,7.0,8.0,3.0,5.0,,,,,90.0,53.0,6.6,2.0,0.00226105,0,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
12764893,home,LASK,George Bello,george-bello,G. Bello,D,2,170.0,312,M,931742,EUR,1011657600,D,2,2,False,18.0,15.0,1.0,,0.0,7.0,7.0,8.0,13.0,,2.0,,,,,56.0,30.0,6.8,8.0,0.0333169,0,,2.0,1.0,3.0,2.0,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,
12764893,home,LASK,Sascha Horvath,sascha-horvath,S. Horvath,M,30,164.0,114,M,282093,EUR,840672000,M,30,30,False,38.0,34.0,5.0,3.0,0.0,21.0,23.0,16.0,19.0,1.0,8.0,,,,,90.0,63.0,7.1,9.0,0.0974637,1,,4.0,1.0,4.0,7.0,2.0,2.0,2.0,1.0,1.0,4.0,,3.0,,,,2.0,1.0,,,,0.1286,,3.0,1.0,,,,,,,,
12764893,home,LASK,Robert Žulj,robert-zulj,R. Žulj,M,32,189.0,271,M,121613,EUR,697248000,M,10,10,False,37.0,28.0,2.0,,0.0,16.0,20.0,12.0,21.0,1.0,4.0,,,,,70.0,46.0,6.2,15.0,0.0135431,0,,4.0,,4.0,1.0,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,1.0,,,True,,,,,,,
12764893,home,LASK,Branko Jovičić,branko-jovicic,B. Jovičić,M,18,179.0,109,M,220231,EUR,732412800,M,18,18,False,41.0,37.0,5.0,3.0,0.0,23.0,24.0,14.0,19.0,2.0,4.0,,,,,90.0,56.0,6.8,7.0,0.0288558,0,,2.0,,5.0,3.0,2.0,4.0,3.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,
12764893,home,LASK,Moses Usor,moses-usor,M. Usor,M,8,181.0,229,M,1215061,EUR,1012867200,F,8,8,False,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,,10.0,4.0,6.7,1.0,0.00155007,1,,,,,1.0,,,,,1.0,,,,,,1.0,,,1.0,,,0.0247,,,,,,,,,,,
12764893,home,LASK,Marin Ljubičić,marin-ljubicic,M. Ljubičić,F,27,183.0,1862,M,1090010,EUR,1014854400,F,9,9,False,23.0,19.0,,,1.0,9.0,9.0,10.0,17.0,1.0,4.0,,,,,90.0,44.0,7.8,9.0,0.238522,3,,3.0,,2.0,9.0,,,,,1.0,6.0,2.0,1.0,,,2.0,1.0,1.0,3.0,,,0.0964,1.0,,,,1.0,2.0,,,,,
