match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_aerialWon,stat_outfielderBlock,player_firstName,player_lastName,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goalAssist,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_dispossessed,stat_bigChanceCreated,stat_fouls,stat_accurateCross,stat_blockedScoringAttempt,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_totalOffside
10913375,home,Al-Taawoun,Mailson,mailson,Mailson,G,1,198.0,587,M,883367,EUR,840499200,G,1,1,False,10.0,5.0,6.0,1.0,4.0,4.0,1.0,6.0,1.0,39.0,11.0,6.5,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913375,home,Al-Taawoun,Mohamed Al-Ghamdi,mohamed-al-ghamdi,M. Al-Ghamdi,D,16,180.0,7,M,1013848,EUR,760320000,D,6,6,False,23.0,17.0,7.0,5.0,11.0,12.0,6.0,13.0,2.0,90.0,41.0,6.1,11.0,0,2.0,5.0,2.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913375,home,Al-Taawoun,Naldo,naldo,Naldo,D,5,188.0,74,M,243719,EUR,588470400,D,4,4,False,20.0,18.0,3.0,1.0,14.0,14.0,4.0,6.0,1.0,90.0,33.0,7.0,2.0,0,,,3.0,,,,6.0,3.0,,,True,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10913375,home,Al-Taawoun,Hassan Kadesh,hassan-kadesh,H. Kadesh,D,15,179.0,398,M,847235,EUR,712627200,D,14,14,False,28.0,22.0,3.0,,15.0,18.0,7.0,10.0,3.0,90.0,42.0,7.0,6.0,3,,1.0,1.0,,,,6.0,2.0,,,,1.0,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10913375,home,Al-Taawoun,Saad Yaslam Balobaid,saad-yaslam-balobaid,S. Y. Balobaid,D,31,168.0,155,M,1066588,EUR,948931200,D,31,31,False,16.0,15.0,1.0,,7.0,8.0,8.0,9.0,3.0,90.0,39.0,6.9,3.0,0,1.0,6.0,4.0,4.0,1.0,,5.0,4.0,,,,,,Saad Yaslam Balobaid,,1.0,,,,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,
10913375,home,Al-Taawoun,Flávio,flavio,Flávio,M,8,177.0,261,M,839521,EUR,823910400,M,24,24,False,17.0,12.0,1.0,,4.0,6.0,8.0,12.0,3.0,74.0,22.0,6.6,6.0,0,1.0,2.0,2.0,1.0,,,1.0,,,,,1.0,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
10913375,home,Al-Taawoun,Ashraf El Mahdioui,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183.0,1641,M,788348,EUR,832896000,M,18,18,False,35.0,35.0,3.0,3.0,17.0,17.0,18.0,18.0,3.0,90.0,47.0,7.0,2.0,0,,8.0,3.0,,,,2.0,1.0,,,,,2.0,,,,,,,,3.0,3.0,1.0,2.0,1.0,6.0,,,,,,,,,,,
10913375,home,Al-Taawoun,Álvaro Medrán,alvaro-medran,Á. Medrán,M,10,176.0,321,M,537018,EUR,763689600,M,10,10,False,28.0,21.0,6.0,5.0,5.0,8.0,18.0,23.0,4.0,90.0,51.0,6.8,17.0,2,3.0,6.0,4.0,2.0,4.0,1.0,3.0,1.0,5.0,1.0,,2.0,,,,,,,1.0,,,,2.0,,,1.0,2.0,1.0,,,,,,,,,
10913375,home,Al-Taawoun,Fahad Ayed Al-Rashidi,al-rashidi-fahad-ayed,F. A. Al-Rashidi,F,97,175.0,231,M,974517,EUR,863740800,F,7,7,False,12.0,12.0,1.0,1.0,6.0,6.0,6.0,7.0,5.0,73.0,26.0,8.4,4.0,2,1.0,2.0,3.0,,1.0,,3.0,,1.0,1.0,,,,,,,,,2.0,,2.0,2.0,,1.0,,,,,2.0,,,,,,,,
10913375,home,Al-Taawoun,Léandre Tawamba,leandre-tawamba,L. Tawamba,F,,189.0,255,M,315224,EUR,630115200,F,3,3,False,24.0,20.0,4.0,3.0,6.0,6.0,14.0,18.0,2.0,90.0,45.0,6.5,13.0,0,,13.0,8.0,,6.0,1.0,4.0,,3.0,3.0,,5.0,,,,5.0,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,
10913375,home,Al-Taawoun,Saad Fahad Al Nasser,saad-fahad-al-nasser,S. F. A. Nasser,D,96,172.0,581,M,1118494,EUR,978912000,F,9,9,False,12.0,11.0,1.0,1.0,6.0,6.0,5.0,7.0,5.0,61.0,25.0,7.5,5.0,0,1.0,5.0,4.0,,3.0,3.0,,,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,
10913375,home,Al-Taawoun,Raghed Al-Najjar,raghid-najjar,R. Al-Najjar,G,36,188.0,830,M,925920,EUR,843177600,G,36,36,True,21.0,8.0,21.0,8.0,,,8.0,21.0,9.0,51.0,41.0,8.6,13.0,0,,,3.0,,,,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,5.0,8.0,2.0,1.0,1.0,,
