match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,captain,stat_challengeLost,stat_interceptionWon,stat_blockedScoringAttempt,stat_totalOffside,stat_fouls,stat_aerialWon,stat_dispossessed,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,stat_outfielderBlock,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_accurateCross,stat_bigChanceCreated,stat_goals
12437859,home,Las Palmas,Jasper Cillessen,,,jasper-cillessen,J. Cillessen,G,22,185.0,1502,M,123865,EUR,609206400,G,1,1,False,34.0,16.0,26.0,8.0,0.0,9.0,10.0,7.0,24.0,13.0,2.0,3.0,90.0,46.0,6.6,18.0,0.00338739,0,-0.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437859,home,Las Palmas,Viti Rozada,,,viti-rozada,V. Rozada,D,17,171.0,116,M,1031499,EUR,874368000,D,18,18,False,19.0,16.0,3.0,,0.0,13.0,13.0,3.0,7.0,3.0,,,85.0,41.0,6.9,7.0,0.00516483,1,,1.0,2.0,2.0,7.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,0.0113,1.0,,,,,,,,,,,,,,,,,,,
12437859,home,Las Palmas,Alex Suárez,,,alex-suarez,A. Suárez,D,4,179.0,259,M,914848,EUR,725846400,D,4,4,False,22.0,19.0,3.0,2.0,0.0,17.0,17.0,2.0,5.0,2.0,,,90.0,37.0,6.5,4.0,0.00156515,0,,,2.0,4.0,1.0,,,,5.0,1.0,,,,,1.0,True,2.0,1.0,,,,,,,,,,,,,,,,
12437859,home,Las Palmas,Mika Mármol,,,mika-marmol,M. Mármol,D,3,181.0,783,M,979146,EUR,993945600,D,3,3,False,31.0,23.0,10.0,2.0,0.0,23.0,26.0,,5.0,6.0,,,90.0,48.0,6.7,9.0,0.0385581,1,,,1.0,1.0,2.0,,,,9.0,2.0,,,,0.1572,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
12437859,home,Las Palmas,Álex Muñoz,,,alex-munoz,Á. Muñoz,D,3,185.0,176,M,273227,EUR,775526400,D,23,23,False,18.0,14.0,1.0,1.0,0.0,7.0,9.0,7.0,9.0,1.0,,,90.0,36.0,6.2,7.0,0.00284606,0,,,,8.0,2.0,,,,5.0,2.0,1.0,,,,,,5.0,1.0,,1.0,3.0,,,,,,,,,,,,,
12437859,home,Las Palmas,Dário Essugo,,,dario-essugo,D. Essugo,M,14,178.0,9115,M,1110006,EUR,1110758400,M,29,29,False,19.0,13.0,3.0,,0.0,11.0,12.0,2.0,7.0,4.0,,,67.0,28.0,6.8,7.0,0.00054337,1,,,,3.0,4.0,,,,1.0,3.0,3.0,,,0.0402,,,,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,
12437859,home,Las Palmas,Stefan Bajčetić,,,stefan-bajcetic,S. Bajčetić,M,43,185.0,10262,M,1142636,EUR,1098403200,M,21,21,False,18.0,13.0,2.0,1.0,0.0,10.0,14.0,3.0,5.0,5.0,,,86.0,41.0,6.9,13.0,0.0180321,1,,1.0,,7.0,8.0,1.0,,,,5.0,2.0,4.0,1.0,0.0246,1.0,,4.0,3.0,,,2.0,2.0,,stefanbajcetic,1.0,0.0174,,,,,,,,
12437859,home,Las Palmas,Sandro Ramírez,,,sandro-ramirez,S. Ramírez,M,19,175.0,945,M,188407,EUR,805248000,M,19,19,False,23.0,13.0,,,0.0,7.0,11.0,6.0,19.0,5.0,,,90.0,45.0,6.4,23.0,0.00610943,4,,7.0,1.0,7.0,2.0,1.0,,2.0,,2.0,1.0,2.0,,0.1593,1.0,,2.0,1.0,1.0,2.0,1.0,,2.0,,1.0,0.1132,1.0,,,,,,,
12437859,home,Las Palmas,Javier Muñoz,,,javier-munoz,J. Muñoz,M,14,179.0,313,M,353154,EUR,793929600,M,5,5,False,20.0,12.0,2.0,2.0,0.0,6.0,13.0,6.0,8.0,2.0,,,90.0,26.0,6.1,12.0,0.0115084,1,,1.0,2.0,4.0,,1.0,,1.0,,,,1.0,,0.0229,1.0,,,,,,,,1.0,,,,1.0,,,,,,,
12437859,home,Las Palmas,Alberto Moleiro,,,alberto-moleiro,A. Moleiro,M,20,172.0,3634,M,1012444,EUR,1064880000,M,10,10,False,14.0,9.0,2.0,1.0,0.0,5.0,7.0,4.0,8.0,4.0,,,67.0,27.0,6.3,12.0,0.00850273,1,,1.0,,7.0,3.0,3.0,1.0,1.0,,2.0,,2.0,,0.0544,1.0,,2.0,1.0,,1.0,2.0,,1.0,,,,,,,,,,,
12437859,home,Las Palmas,Oliver McBurnie,,,oliver-mcburnie,O. McBurnie,F,9,188.0,1008,M,367228,EUR,833846400,F,16,16,False,15.0,11.0,,,0.0,8.0,9.0,3.0,6.0,1.0,,,66.0,29.0,6.3,13.0,0.00705301,0,,,4.0,12.0,4.0,3.0,1.0,,,,,4.0,,,1.0,,2.0,,,1.0,1.0,3.0,3.0,,,,,1.0,,,,,,
12437859,home,Las Palmas,Jaime Mata,,,jaime-mata,J. Mata,F,17,185.0,448,M,351140,EUR,593654400,F,17,17,True,6.0,3.0,,,0.0,1.0,1.0,2.0,5.0,,,,24.0,8.0,6.6,5.0,0.0047102,0,,,1.0,2.0,3.0,,,,,,,1.0,,,,,,,,,1.0,3.0,,,,,,,,,,,,
12437859,home,Las Palmas,José Campaña,,,jose-campana,J. Campaña,M,20,179.0,241,M,96373,EUR,738806400,M,8,8,True,12.0,11.0,2.0,2.0,0.0,7.0,8.0,4.0,4.0,3.0,,,23.0,15.0,6.7,2.0,0.00418979,0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
12437859,home,Las Palmas,Manuel Fuster,,,manuel-fuster,M. Fuster,M,14,169.0,223,M,916654,EUR,877478400,M,14,14,True,7.0,6.0,,,0.0,3.0,3.0,3.0,5.0,,,,23.0,13.0,6.4,4.0,0.00229625,0,,1.0,,1.0,1.0,,,,,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,
12437859,home,Las Palmas,Valentin Pezzolesi,,,valentin-pezzolesi,V. Pezzolesi,D,27,,94,M,1893819,EUR,1176681600,D,27,27,True,5.0,2.0,,,0.0,2.0,4.0,,1.0,1.0,,,14.0,6.0,4.5,3.0,1.19e-06,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,
12437859,home,Las Palmas,Benito Ramírez,,,benito-ramirez,B. Ramírez,M,21,180.0,82,M,868223,EUR,805420800,M,11,11,True,4.0,3.0,1.0,,0.0,1.0,2.0,2.0,3.0,2.0,,,13.0,9.0,6.8,3.0,0.0484145,0,,1.0,,,2.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
12437859,home,Las Palmas,Dinko Horkaš,,,dinko-horkas,D. Horkaš,G,1,189.0,377,M,855922,EUR,921024000,G,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437859,home,Las Palmas,Juanma Herzog,,,juanma-herzog,J. Herzog,D,15,186.0,242,M,1513451,EUR,1084406400,D,28,28,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437859,home,Las Palmas,Sergio Vieira,Sergio Vieira,,sergio-vieira,S. Vieira,M,28,,8,M,1983195,EUR,1115510400,M,33,33,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437859,home,Las Palmas,Enzo Loiodice,,,loiodice-enzo,E. Loiodice,M,12,176.0,327,M,933426,EUR,975283200,M,12,12,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437859,away,Barcelona,Wojciech Szczęsny,,,wojciech-szczesny,W. Szczęsny,G,25,196.0,95111,M,50490,EUR,640396800,G,25,25,False,26.0,25.0,4.0,3.0,0.0,24.0,24.0,1.0,2.0,6.0,1.0,2.0,90.0,31.0,7.5,1.0,0.00052422,0,0.1306,,,,,,,,1.0,,,,,,,,,,,,,,,wojciech.szczesny1,,,,,,3.0,3.0,,,
