match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialWon,stat_challengeLost,stat_errorLeadToAShot,stat_bigChanceMissed,stat_interceptionWon,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_bigChanceCreated,stat_totalOffside
14573056,home,NK Celje,Zan Luk Leban,,,leban-zan-luk,Z. L. Leban,G,1,188.0,133,M,978326,EUR,1039910400,G,1,1,False,25.0,24.0,3.0,2.0,0.0,24.0,24.0,1.0,2.0,14.0,2.0,3.0,4.0,4.0,4.0,90.0,41.0,8.1,2.0,0.00018454,8.2316705163825,2.0,4.305,3.78,0.6098,0,0.8891,0.04,0.01,0.33,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573056,home,NK Celje,Milot Avdyli,,,milot-avdyli,M. Avdyli,M,11,183.0,93,M,1119307,EUR,1027814400,D,11,11,False,70.0,61.0,7.0,3.0,0.0,17.0,17.0,53.0,2.0,4.0,,,,,,90.0,96.0,7.7,16.0,0.352606,262.62746971423,32.0,174.51,22.155,,2,,0.58,0.4,0.38,,44.0,5.0,1.0,2.0,6.0,5.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0507,7.0,-0.1,,,,,,,,,,,
14573056,home,NK Celje,Łukasz Bejger,Łukasz Bejger,,lukasz-bejger,Ł. Bejger,D,44,190.0,370,M,966651,EUR,1010707200,D,44,44,False,78.0,73.0,,,0.0,38.0,39.0,39.0,4.0,4.0,,,,,,90.0,92.0,7.3,6.0,0.0247292,302.41573382961,28.0,179.445,24.99,,0,,0.29,0.18,0.15,,35.0,,,2.0,4.0,5.0,,1.0,,,,1.0,3.0,3.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,
14573056,home,NK Celje,Damjan Vuklišević,,,damjan-vuklisevic,D. Vuklišević,D,3,191.0,33,M,232082,EUR,804297600,D,3,3,False,81.0,76.0,3.0,2.0,0.0,37.0,40.0,41.0,2.0,5.0,,,,,,80.0,88.0,7.4,5.0,0.0174218,242.54516425517,28.0,179.76,25.935,,1,,0.25,0.18,0.23,,39.0,,,2.0,3.0,6.0,,,,1.0,,,1.0,,1.0,1.0,0.1721,,-0.54,4.0,,,1.0,1.0,,,,,,
14573056,home,NK Celje,Juanjo Nieto,,,juanjo-nieto,J. Nieto,D,2,175.0,74,M,868329,EUR,781142400,D,2,2,False,92.0,87.0,4.0,3.0,0.0,25.0,26.0,66.0,4.0,2.0,,,,,,90.0,115.0,7.2,8.0,0.0678108,326.03214074072,34.0,149.415,23.94,,2,,0.14,0.24,0.22,,62.0,,,1.0,3.0,5.0,,4.0,2.0,2.0,,,,,1.0,,0.0559,1.0,-0.21,2.0,,,,1.0,1.0,,,,,
14573056,home,NK Celje,Darko Hrka,,,darko-hrka,D. Hrka,M,4,187.0,37,M,910378,EUR,943056000,M,4,4,False,45.0,38.0,3.0,2.0,0.0,15.0,20.0,25.0,1.0,2.0,,,,,,52.0,51.0,6.6,7.0,0.0218116,152.16275690939,14.0,81.48,24.255,,1,,-0.06,0.19,-0.08,,23.0,,,2.0,5.0,2.0,,1.0,1.0,,1.0,,1.0,1.0,,2.0,0.025,,-0.05,,1.0,,,1.0,,,,,,
14573056,home,NK Celje,Nikita Iosifov,,,iosifov-nikita,N. Iosifov,M,20,175.0,445,M,1046461,EUR,986947200,M,20,20,False,20.0,19.0,,,0.0,3.0,3.0,17.0,,4.0,,,,,,90.0,42.0,7.1,9.0,0.0392421,198.69209130036,18.0,71.82,22.89,,5,,-0.26,0.37,0.14,,16.0,5.0,,2.0,3.0,7.0,,4.0,3.0,,4.0,,1.0,,3.0,,0.3354,,-0.51,,,,,,1.0,1.0,0.0147,,,
14573056,home,NK Celje,Ivica Vidović,,,ivica-vidovic,I. Vidović,M,16,,105,M,1134410,EUR,1013731200,M,16,16,False,42.0,37.0,,,0.0,3.0,4.0,38.0,,1.0,,,,,,90.0,63.0,6.6,14.0,0.0775557,170.8556606572,24.0,64.155,15.54,,3,,0.07,0.23,-0.04,,34.0,3.0,,1.0,8.0,8.0,2.0,2.0,1.0,2.0,,,2.0,,3.0,3.0,0.5645,2.0,-0.6,2.0,1.0,,1.0,,3.0,1.0,0.267,,,
14573056,home,NK Celje,Mario Kvesić,,,mario-kvesic,M. Kvesić,M,8,175.0,141,M,137095,EUR,695174400,M,8,8,False,42.0,32.0,4.0,,0.0,6.0,6.0,36.0,,5.0,,,,,,72.0,60.0,7.2,23.0,0.636412,143.8655972173,14.0,99.435,27.51,,1,,0.55,0.32,-0.02,,26.0,12.0,2.0,1.0,2.0,1.0,,2.0,1.0,1.0,,,,,,,0.0583,5.0,0.0,,,,,,2.0,,,True,2.0,
14573056,home,NK Celje,Danijel Šturm,,,danijel-sturm,D. Šturm,M,7,181.0,201,M,825070,EUR,915408000,M,10,10,False,18.0,17.0,1.0,1.0,0.0,,,18.0,,2.0,,,,,,90.0,30.0,7.4,6.0,0.228754,92.941317911808,14.0,34.23,17.115,,1,,0.25,0.17,-0.01,,17.0,2.0,,,2.0,3.0,1.0,2.0,1.0,,,,,,2.0,,0.02,2.0,0.26,,,,,,1.0,1.0,0.2085,,1.0,
