match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,player_firstName,player_lastName,stat_interceptionWon,stat_onTargetScoringAttempt,stat_lastManTackle,stat_expectedGoalsOnTarget,stat_goals,stat_blockedScoringAttempt,stat_penaltyConceded,stat_totalOffside,stat_bigChanceCreated,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon
12514186,home,Famalicão,Lazar Carević,lazar-carevic,L. Carević,G,25,195,237,M,886204,EUR,921542400,G,25,25,False,17.0,13.0,7.0,3.0,0.0,12.0,14.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,90.0,23.0,5.9,4.0,8.635e-05,0,-0.0972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514186,home,Famalicão,Rodrigo Pinheiro,pinheiro-rodrigo,R. Pinheiro,D,17,181,262,M,991924,EUR,1030492800,D,17,17,False,53.0,42.0,6.0,4.0,0.0,14.0,18.0,29.0,39.0,,8.0,5.0,,,,,90.0,84.0,6.6,19.0,0.0467282,0,,4.0,1.0,1.0,6.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
12514186,home,Famalicão,Enea Mihaj,enea-mihaj,E. Mihaj,D,4,186,414,M,850828,EUR,899596800,D,4,4,False,72.0,66.0,9.0,7.0,0.0,40.0,40.0,26.0,32.0,2.0,2.0,5.0,,,,,90.0,84.0,7.0,7.0,0.0118027,1,,,,1.0,4.0,,,,,3.0,2.0,1.0,1.0,1.0,,,True,1.0,1.0,0.0177,,,,,,,,,,,,,,,,
12514186,home,Famalicão,Justin De Haas,justin-de-haas,J. De Haas,D,16,192,307,M,876255,EUR,949363200,D,16,16,False,93.0,87.0,9.0,6.0,0.0,53.0,54.0,34.0,39.0,3.0,3.0,8.0,,,,,90.0,108.0,7.2,7.0,0.0199097,0,,,,1.0,3.0,,,,,3.0,2.0,,1.0,,,1.0,,,,,,,5.0,,,,,,,,,,,,,
12514186,home,Famalicão,Rafa Soares,rafa-soares,R. Soares,D,5,177,195,M,190137,EUR,799977600,D,5,5,False,67.0,64.0,4.0,4.0,0.0,20.0,20.0,44.0,54.0,1.0,5.0,7.0,,,,,90.0,87.0,7.2,13.0,0.0407679,1,,7.0,,,2.0,3.0,,,,,2.0,2.0,2.0,,1.0,2.0,,,,0.032,,,1.0,1.0,1.0,0.1218,,,,,,,,,,
12514186,home,Famalicão,Mirko Topić,mirko-topic,M. Topić,M,22,190,486,M,980797,EUR,981331200,M,8,8,False,78.0,73.0,14.0,12.0,0.0,21.0,21.0,53.0,58.0,3.0,7.0,7.0,,,,,90.0,87.0,7.2,8.0,0.069718,0,,1.0,1.0,,4.0,2.0,1.0,2.0,2.0,,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12514186,home,Famalicão,Zaydou Youssouf,zaydou-youssouf,Z. Youssef,M,33,183,570,M,862194,EUR,931651200,M,28,28,False,21.0,18.0,2.0,1.0,0.0,9.0,11.0,9.0,13.0,,,,,,,,45.0,28.0,6.6,8.0,0.00394125,0,,3.0,,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12514186,home,Famalicão,Sorriso,sorriso,Sorriso,M,7,175,556,M,1105595,EUR,982886400,M,7,7,False,21.0,17.0,3.0,3.0,0.0,6.0,6.0,12.0,23.0,2.0,5.0,4.0,,,,,78.0,37.0,7.4,13.0,0.0478555,2,,8.0,1.0,2.0,3.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,0.193,Sorriso,,1.0,2.0,,1.0191,1.0,,,,,,,,,
12514186,home,Famalicão,Gustavo Sá,gustavo-sa,G. Sá,M,20,186,1268,M,1563665,EUR,1100131200,M,20,20,False,31.0,26.0,1.0,1.0,0.0,4.0,6.0,23.0,30.0,1.0,7.0,3.0,,,,,84.0,50.0,6.8,11.0,0.0678823,3,,5.0,1.0,1.0,7.0,2.0,1.0,4.0,3.0,,1.0,,,2.0,2.0,3.0,,1.0,,0.3904,,,,,,,,2.0,1.0,,,,,,,
12514186,home,Famalicão,Óscar Aranda,oscar-aranda,Ó. Aranda,F,11,178,568,M,984626,EUR,1020038400,M,11,11,False,35.0,26.0,5.0,2.0,0.0,7.0,8.0,19.0,29.0,1.0,7.0,4.0,,,,,84.0,64.0,6.8,20.0,0.22595,7,,2.0,,1.0,3.0,,1.0,6.0,2.0,1.0,,,3.0,,1.0,2.0,,2.0,,0.297,,,,2.0,,0.0559,,3.0,,,,,,,,
