match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_possessionLostCtrl,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalCross,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_accurateCross,stat_totalOffside,captain,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goodHighClaim,stat_totalKeeperSweeper,stat_clearanceOffLine,stat_outfielderBlock
12436610,home,Manchester City,Ederson,ederson,Ederson,G,31,188,48699,M,Ederson93,254491,EUR,745545600,G,31,31,False,26.0,26.0,2.0,2.0,1.0,25.0,25.0,1.0,1.0,1.0,5.0,71.0,29.0,6.8,0.141505,1.0,0,-0.0294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436610,home,Manchester City,Rico Lewis,rico-lewis,R. Lewis,D,82,170,17497,M,Rico_Lewis,1136731,EUR,1100995200,D,82,82,False,78.0,73.0,1.0,1.0,0.0,41.0,43.0,32.0,35.0,,4.0,90.0,91.0,7.0,0.0171064,,0,,Rico Lewis,,4.0,1.0,1.0,1.0,1.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436610,home,Manchester City,Rúben Dias,ruben-dias,R. Dias,D,3,188,40519,M,RúbenD,318941,EUR,863568000,D,3,3,False,121.0,108.0,8.0,1.0,0.0,54.0,60.0,54.0,61.0,,1.0,90.0,125.0,6.5,0.0254624,,0,,,,2.0,,,2.0,1.0,1.0,13.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12436610,home,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50085,M,JGvardiol,964994,EUR,1011744000,D,24,24,False,102.0,96.0,4.0,2.0,0.0,38.0,39.0,58.0,63.0,,4.0,90.0,112.0,7.2,0.0217385,,0,,,,4.0,,,4.0,2.0,1.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12436610,home,Manchester City,Nico O'Reilly,nico-o-reilly,N. O’Reilly,D,33,193,15962,M,,1142703,EUR,1111363200,D,75,75,False,64.0,58.0,,,0.0,25.0,25.0,33.0,41.0,,9.0,90.0,82.0,7.5,0.110318,,2,,Nico,O’Reilly,4.0,3.0,2.0,,,,11.0,,,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.1141,0.4247,,,,,,,,,,,,,,
12436610,home,Manchester City,Mateo Kovačić,mateo-kovacic,M. Kovačić,M,8,178,33708,M,Kova8,136710,EUR,768182400,M,8,8,False,75.0,68.0,3.0,1.0,0.0,24.0,26.0,44.0,49.0,1.0,9.0,87.0,83.0,7.9,0.170725,1.0,2,,,,3.0,1.0,1.0,,1.0,2.0,8.0,1.0,,4.0,,,1.0,,,,1.0,1.0,1.0,0.1435,0.6516,2.0,1.0,,,,,,,,,,,,
12436610,home,Manchester City,Nico González,nico-gonzalez,N. González,M,14,186,19859,M,nico14,954056,EUR,1010016000,M,14,14,False,89.0,85.0,,,0.0,32.0,33.0,53.0,56.0,,4.0,90.0,102.0,7.1,0.0503809,,0,,,,7.0,,,1.0,1.0,1.0,6.0,,2.0,4.0,4.0,3.0,,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,
12436610,home,Manchester City,James McAtee,james-mcatee,J. McAtee,M,24,180,10550,M,jamesmcatee_,1003334,EUR,1034899200,M,87,87,False,17.0,12.0,,,0.0,3.0,4.0,9.0,14.0,2.0,2.0,82.0,27.0,6.8,0.576708,2.0,4,,,,2.0,1.0,1.0,1.0,,,7.0,1.0,,4.0,1.0,,1.0,1.0,,2.0,2.0,1.0,3.0,1.3709,1.0491,,,3.0,,,,,,,,,,,
12436610,home,Manchester City,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180,51151,M,IGunny,45853,EUR,656726400,M,19,19,False,69.0,67.0,3.0,3.0,1.0,27.0,27.0,40.0,43.0,1.0,6.0,90.0,83.0,6.3,0.0512447,2.0,3,,,,1.0,2.0,1.0,,,,9.0,,,4.0,,,1.0,1.0,3.0,2.0,,,,0.8189,,,1.0,3.0,,,,,,,,,,,
12436610,home,Manchester City,Omar Marmoush,omar-marmoush,O. Marmoush,F,7,183,196585,M,OMarmoush,873554,EUR,918345600,M,7,7,False,20.0,15.0,,,0.0,3.0,3.0,13.0,19.0,2.0,2.0,82.0,38.0,7.2,0.260601,2.0,3,,,,3.0,4.0,2.0,,,,14.0,,1.0,4.0,,,2.0,2.0,2.0,,3.0,1.0,,1.0349,1.5313,,,2.0,1.0,1.0,,,,,,,,,
