match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_challengeLost,stat_outfielderBlock,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_penaltyConceded,stat_accurateCross,stat_wonContest,stat_keyPass,stat_dispossessed,stat_bigChanceCreated,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_errorLeadToAShot,stat_penaltyWon,stat_penaltyMiss
14167866,home,Stade Brestois,Grégoire Coudert,,,gregoire-coudert,G. Coudert,G,30,190,115,M,891508,EUR,923097600,G,30,30,False,30.0,12.0,28.0,10.0,0.0,2.0,3.0,10.0,27.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,4.0,90.0,37.0,8.4,18.0,0.00252689,17.935525333035,3.0,1.2745732820768,0.0,0.9283,0,1.0308,0.05,-0.03,0.17,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167866,home,Stade Brestois,Kenny Lala,,,kenny-lala,K. Lala,D,77,178,607,M,141080,EUR,686448000,D,77,77,False,22.0,18.0,8.0,7.0,0.0,10.0,12.0,8.0,10.0,2.0,5.0,6.0,,,,,,90.0,43.0,7.5,7.0,0.0755263,38.878134654983,4.0,7.8753700660727,0.0,,0,,0.21,0.0,0.38,,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167866,home,Stade Brestois,Brendan Chardonnet,,,brendan-chardonnet,B. Chardonnet,D,5,181,241,M,328035,EUR,788054400,D,5,5,False,25.0,21.0,10.0,6.0,0.0,18.0,18.0,3.0,7.0,5.0,9.0,3.0,1.0,,,,,90.0,42.0,8.0,4.0,0.00377482,74.58011142109,7.0,22.022048279786,1.0,,0,,0.19,0.04,0.92,,,2.0,3.0,4.0,,1.0,2.0,1.0,,True,1.0,2.0,1.0,26.254661695743,30.263693908708,,,,,,,,,,,,,,,,,,,,,,
14167866,home,Stade Brestois,Michel Diaz,Michel Diaz,,michel-diaz,M. Diaz,D,4,193,421,M,1400993,EUR,1058918400,D,4,4,False,27.0,22.0,4.0,,0.0,19.0,20.0,3.0,7.0,4.0,11.0,4.0,1.0,,,,,90.0,47.0,7.1,6.0,0.00654431,63.200123409802,8.0,38.020661765223,1.0,,1,,0.09,0.15,0.42,,,1.0,1.0,1.0,,3.0,2.0,1.0,1.0,,,,,16.677391451459,16.81607043872,1.0,1.0,0.0815,-0.18,,,,,,,,,,,,,,,,,,
14167866,home,Stade Brestois,Daouda Guindo,,,daouda-guindo,D. Guindo,D,27,183,722,M,1135887,EUR,1034553600,D,27,27,False,22.0,17.0,2.0,1.0,0.0,14.0,16.0,3.0,6.0,5.0,3.0,5.0,1.0,,,,,90.0,37.0,6.7,5.0,0.00135874,31.38259189704,2.0,-7.296970004534,0.0,,3,,-0.01,-0.03,-0.18,,,,,3.0,,1.0,4.0,2.0,,,1.0,1.0,2.0,,,,2.0,0.1316,-0.07,1.0,1.0,,,,,,,,,,,,,,,,
14167866,home,Stade Brestois,Hugo Magnetti,,,hugo-magnetti,H. Magnetti,M,8,173,200,M,861324,EUR,896486400,M,8,8,False,26.0,25.0,2.0,2.0,1.0,14.0,15.0,11.0,11.0,6.0,2.0,2.0,2.0,,,,,90.0,42.0,7.9,4.0,0.0595082,64.470962916457,6.0,32.985241479503,1.0,,0,,0.41,0.06,0.22,,2.0,,,,1.0,4.0,3.0,1.0,2.0,,,,,25.667389482411,32.503892459212,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
14167866,home,Stade Brestois,Joris Chotard,,,joris-chotard,J. Chotard,M,13,179,547,M,976396,EUR,1001289600,M,13,13,False,32.0,24.0,7.0,2.0,0.0,16.0,18.0,8.0,14.0,4.0,5.0,2.0,1.0,,,,,90.0,45.0,7.0,11.0,0.0209887,38.77489344771,5.0,10.113460731247,0.0,,0,,0.23,0.01,0.14,,2.0,,3.0,3.0,,1.0,1.0,,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14167866,home,Stade Brestois,Romain Del Castillo,,,romain-del-castillo,R. Del Castillo,M,10,172,689,M,825681,EUR,828057600,M,10,10,False,27.0,16.0,,,0.0,8.0,10.0,8.0,17.0,6.0,1.0,3.0,1.0,,,,,88.0,50.0,7.1,24.0,0.136845,71.231907757119,10.0,2.8598663876025,0.0,,0,,0.4,0.12,0.25,,6.0,1.0,2.0,6.0,3.0,,2.0,1.0,3.0,,,,,,,,,,,,,2.0,1.0,3.0,3.0,1.0,,,,,,,,,,,
14167866,home,Stade Brestois,Kamory Doumbia,Kamory Doumbia,,kamory-doumbia,K. Doumbia,M,23,170,5647,M,1156353,EUR,1045526400,M,23,23,False,34.0,27.0,3.0,2.0,0.0,13.0,14.0,14.0,20.0,3.0,1.0,9.0,2.0,,,,,79.0,47.0,7.0,11.0,0.172973,131.64264618565,13.0,-36.985127769437,0.0,,1,,0.39,0.12,0.23,,,2.0,,6.0,1.0,2.0,1.0,1.0,1.0,,,,1.0,,,,,0.0161,0.0,,,,,2.0,2.0,2.0,kamory_doumbia03,1.0,0.0179,,,,,,,,
14167866,home,Stade Brestois,Junior Dina Ebimbe,,,junior-dina-ebimbe,J. D. Ebimbe,M,7,183,2071,M,904994,EUR,974764800,M,7,7,False,19.0,16.0,,,0.0,9.0,11.0,7.0,8.0,5.0,1.0,4.0,1.0,,,,,73.0,32.0,7.2,8.0,0.181287,47.56089676018,6.0,4.474930782913,1.0,,2,,0.33,0.08,0.19,,,,1.0,5.0,2.0,,2.0,1.0,2.0,,,,2.0,6.763499340214,6.7817844996726,1.0,1.0,0.1767,0.05,,,,1.0,1.0,2.0,1.0,,1.0,0.1644,,,,,,,,
