match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_totalOffside,stat_expectedGoals,stat_dispossessed,stat_unsuccessfulTouch,stat_fouls,captain,stat_blockedScoringAttempt,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_goalAssist,player_sofascoreId,stat_hitWoodwork,stat_goals,stat_clearanceOffLine,stat_bigChanceMissed
11388469,home,Go Ahead Eagles,Jeffrey de Lange,jeffrey-de-lange,J. de Lange,G,12,188,623,M,803034,EUR,891388800,G,1,1,False,44.0,25.0,26.0,8.0,22.0,32.0,3.0,12.0,1.0,2.0,1.0,1.0,1.0,7.0,9.0,10.0,1.0,90.0,62.0,9.0,21.0,0.00291423,0,0.8852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388469,home,Go Ahead Eagles,Mats Deijl,mats-deijl,M. Deijl,D,20,180,337,M,794013,EUR,868924800,D,2,2,False,36.0,25.0,7.0,1.0,15.0,20.0,10.0,17.0,1.0,7.0,,,3.0,2.0,,,,79.0,62.0,6.8,17.0,0.0222654,0,,,,1.0,1.0,4.0,3.0,2.0,4.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
11388469,home,Go Ahead Eagles,Gerrit Nauber,gerrit-nauber,G. Nauber,D,3,185,79,M,133168,EUR,703123200,D,3,3,False,40.0,36.0,5.0,2.0,31.0,32.0,5.0,8.0,1.0,3.0,1.0,1.0,7.0,4.0,,,,90.0,56.0,7.3,4.0,0.00374601,2,,,,,1.0,1.0,,2.0,1.0,1.0,,,2.0,1.0,1.0,0.3173,,,,,,,,,,,,,,,,,
11388469,home,Go Ahead Eagles,Joris Kramer,joris-kramer,J. Kramer,D,4,190,140,M,793742,EUR,838944000,D,4,4,False,48.0,43.0,11.0,6.0,38.0,39.0,5.0,9.0,1.0,4.0,1.0,,5.0,6.0,,,,90.0,65.0,6.9,9.0,0.0036475,0,,,,,,4.0,,2.0,3.0,2.0,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,
11388469,home,Go Ahead Eagles,Bas Kuipers,bas-kuipers,B. Kuipers,D,25,180,146,M,339879,EUR,777081600,D,5,5,False,31.0,24.0,9.0,4.0,6.0,9.0,18.0,26.0,1.0,5.0,1.0,,3.0,,,,,90.0,64.0,7.1,16.0,0.0328047,0,,,,4.0,,4.0,2.0,2.0,3.0,3.0,1.0,1.0,,,,,1.0,1.0,,True,,,,,,,,,,,,,
11388469,home,Go Ahead Eagles,Evert Linthorst,evert-linthorst,E. Linthorst,M,8,187,123,M,932555,EUR,952041600,M,8,8,False,30.0,24.0,5.0,2.0,15.0,16.0,9.0,14.0,2.0,3.0,,,4.0,4.0,,,,66.0,43.0,6.8,8.0,0.00585947,1,,,,,1.0,2.0,,2.0,1.0,1.0,,,,,,0.0617,1.0,1.0,,,1.0,,,,,,,,,,,,
11388469,home,Go Ahead Eagles,Xander Blomme,xander-blomme,X. Blomme,M,16,172,76,M,997161,EUR,1024617600,M,20,20,False,28.0,21.0,3.0,2.0,6.0,10.0,15.0,18.0,,4.0,1.0,,5.0,6.0,,,,87.0,45.0,6.8,9.0,0.0230955,0,,,,,2.0,8.0,3.0,3.0,3.0,1.0,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,
11388469,home,Go Ahead Eagles,Jakob Breum,jakob-breum,J. Breum,M,7,173,868,M,1029724,EUR,1069027200,M,29,29,False,30.0,25.0,3.0,1.0,11.0,12.0,15.0,24.0,,3.0,1.0,,,7.0,,,,90.0,47.0,6.5,17.0,0.100768,0,,,,6.0,,4.0,1.0,,2.0,,1.0,1.0,,,,,1.0,5.0,1.0,,,1.0,,,,,,,,,,,
11388469,home,Go Ahead Eagles,Willum Thor Willumsson,willum-thor-willumsson,W. T. Willumsson,M,19,193,297,M,978823,EUR,909100800,M,18,18,False,33.0,25.0,3.0,3.0,9.0,13.0,16.0,21.0,2.0,6.0,4.0,3.0,2.0,6.0,,,,90.0,50.0,7.1,15.0,0.0917238,1,,,,1.0,3.0,7.0,,,1.0,,,2.0,,,1.0,0.0799,2.0,3.0,1.0,,,,1.0,0.371,,,,,,,,,
11388469,home,Go Ahead Eagles,Oliver Edvardsen,oliver-valaker-edvardsen,O. Edvardsen,M,17,175,591,M,878599,EUR,921801600,M,23,23,False,19.0,11.0,2.0,2.0,6.0,9.0,5.0,13.0,,6.0,4.0,2.0,,5.0,,,,79.0,38.0,6.7,14.0,0.00636434,2,,,,3.0,1.0,8.0,4.0,2.0,2.0,1.0,2.0,,1.0,,,0.0688,1.0,,,,,,1.0,0.1087,,,,,,,,,
