match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,player_jerseyNumber,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_fouls,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_totalCross,stat_challengeLost,stat_bigChanceCreated,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_totalOffside,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goalAssist,stat_penaltyWon,stat_penaltyMiss,stat_goals,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded,player_sofascoreId
10438144,home,Rio Ave,Jhonatan,jhonatan,Jhonatan,G,189,96,M,798688,EUR,673660800,G,18,18,False,24.0,13.0,18.0,7.0,9.0,12.0,4.0,12.0,1.0,16.0,1.0,2.0,1.0,1.0,1.0,90.0,39.0,7.6,11.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438144,home,Rio Ave,Renato Pantalon,renato-pantalon,R. Pantalon,D,196,88,M,826561,EUR,877910400,D,42,42,False,50.0,42.0,5.0,2.0,29.0,35.0,13.0,15.0,4.0,5.0,,,,,,90.0,59.0,6.6,8.0,,0,84,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438144,home,Rio Ave,Aderllan Santos,aderllan-santos,A. Santos,D,193,103,M,129617,EUR,608083200,D,33,33,False,48.0,40.0,9.0,4.0,29.0,32.0,11.0,16.0,6.0,6.0,,,,,,90.0,68.0,7.2,9.0,,1,33,3.0,,3.0,5.0,,,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10438144,home,Rio Ave,Patrick William,patrick-william,P. William,D,186,83,M,921624,EUR,865296000,D,4,4,False,59.0,48.0,10.0,5.0,29.0,34.0,19.0,26.0,,5.0,,,,,,90.0,68.0,7.2,13.0,1.0,0,,3.0,3.0,5.0,4.0,,1.0,,,,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10438144,home,Rio Ave,Costinha,costinha,Costinha,D,181,818,M,988333,EUR,954028800,M,20,20,False,34.0,26.0,5.0,2.0,11.0,11.0,17.0,30.0,2.0,6.0,,,,,,90.0,74.0,6.6,24.0,1.0,1,20,1.0,4.0,15.0,9.0,1.0,5.0,4.0,1.0,,,3.0,2.0,,5.0,1.0,,,7.0,5.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,
10438144,home,Rio Ave,Amine Oudrhiri,amine-oudrhiri,A. Oudrhiri,M,184,104,M,374560,EUR,720835200,M,10,10,False,64.0,60.0,7.0,6.0,29.0,31.0,31.0,33.0,1.0,7.0,,,,,,74.0,74.0,7.1,5.0,,0,95,,,1.0,4.0,1.0,1.0,,,,,1.0,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
10438144,home,Rio Ave,Gonçalo Rodrigues,goncalo-rodrigues,G. Rodrigues,M,168,231,M,357740,EUR,869184000,M,6,6,False,38.0,34.0,4.0,3.0,14.0,15.0,21.0,26.0,,10.0,,,,,,87.0,51.0,7.0,8.0,1.0,0,16,,,5.0,4.0,2.0,3.0,,,,,2.0,1.0,,2.0,2.0,,,3.0,2.0,,1.0,,,,True,,,,,,,,,,,
10438144,home,Rio Ave,Fábio Ronaldo,fabio-ronaldo,F. Ronaldo,F,178,236,M,1134514,EUR,988416000,M,77,77,False,26.0,22.0,1.0,1.0,12.0,13.0,11.0,16.0,,3.0,,,,,,62.0,46.0,6.9,11.0,1.0,1,11,,1.0,1.0,4.0,1.0,,1.0,,,,2.0,2.0,,1.0,1.0,,,3.0,,,1.0,,,,,1.0,1.0,,,,,,,,,
10438144,home,Rio Ave,João Graça,joao-graca,J. Graça,M,177,46,M,309296,EUR,803433600,F,21,21,False,31.0,26.0,4.0,3.0,12.0,12.0,15.0,21.0,,3.0,,,,,,62.0,40.0,6.8,8.0,1.0,0,21,,2.0,4.0,5.0,,2.0,3.0,2.0,,,,,,1.0,1.0,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,
10438144,home,Rio Ave,Emmanuel Boateng,emmanuel-boateng,E. Boateng,F,175,588,M,580392,EUR,832809600,F,22,22,False,13.0,11.0,,,7.0,7.0,4.0,7.0,1.0,2.0,,,,,,87.0,28.0,6.8,9.0,1.0,3,9,3.0,3.0,9.0,7.0,,3.0,,,2.0,,1.0,1.0,,2.0,3.0,,,1.0,,,,3.0,1.0,,,,,,,,,,,,,
10438144,home,Rio Ave,Hernâni,hernani,Hernâni,F,181,163,M,143587,EUR,682646400,F,27,27,False,15.0,10.0,1.0,,5.0,7.0,5.0,12.0,,6.0,,,,,,90.0,31.0,6.5,11.0,1.0,5,27,3.0,,6.0,2.0,,1.0,3.0,1.0,1.0,,,,,,1.0,,,4.0,,,,,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,,
10438144,home,Rio Ave,Ukra,ukra,Ukra,M,175,54,M,59586,EUR,574473600,F,17,17,True,12.0,8.0,1.0,1.0,2.0,4.0,6.0,8.0,,1.0,,,,,,28.0,22.0,6.4,6.0,,0,,1.0,,5.0,3.0,,,,,,,1.0,1.0,,1.0,2.0,Ukra,,,3.0,,,1.0,,,,,,,,,,,,,,
10438144,home,Rio Ave,Paulo Vitor,paulo-vitor,P. Vitor,M,170,121,M,881153,EUR,930182400,M,93,93,True,12.0,8.0,3.0,2.0,3.0,5.0,5.0,7.0,1.0,2.0,,,,,,28.0,25.0,7.8,7.0,2.0,1,7,1.0,,4.0,5.0,,,2.0,1.0,,,2.0,,,,2.0,,,,,,,2.0,,,,,1.0,,,,1.0,,,,,
10438144,home,Rio Ave,Vítor Gomes,vitor-gomes,V. Gomes,M,181,38,M,44739,EUR,567388800,M,8,8,True,8.0,7.0,1.0,,3.0,4.0,4.0,4.0,,2.0,,,,,,16.0,10.0,6.3,2.0,,0,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
10438144,home,Rio Ave,Andreas Samaris,andreas-samaris,A. Samaris,M,189,309,,108398,EUR,613699200,M,30,30,True,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,15.0,5.0,6.5,1.0,,0,,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10438144,home,Rio Ave,André Pereira,andre-pereira,A. Pereira,F,188,56,M,804313,EUR,799632000,F,95,95,True,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,15.0,4.0,6.5,1.0,,0,,,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438144,home,Rio Ave,Magrão,magrao,Magrão,G,197,176,M,1083070,EUR,958348800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,15,,,,,,,,,,,,,,,,Magrão,,,,,,,,,,,,,,,,,,,,
10438144,home,Rio Ave,Miguel Nóbrega,miguel-nobrega,M. Nóbrega,D,186,137,M,1066233,EUR,955929600,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438144,home,Rio Ave,Miguel Baeza,miguel-baeza,M. Baeza,M,177,123,M,902051,EUR,954115200,M,15,15,True,,,,,,,,,,,,,,,,,,,,,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438144,home,Rio Ave,Jorge Karseladze,karse,Karse,M,175,48,M,1605334,EUR,1111104000,D,81,81,True,,,,,,,,,,,,,,,,,,,,,0,23,,,,,,,,,,,,,,,,Jorge Karseladze,,,,,,,,,,,,,,,,,,,,
10438144,away,FC Arouca,Ignacio de Arruabarrena,ignacio-de-arruabarrena,I. d. Arruabarrena,G,186,301,M,789933,EUR,853372800,G,12,12,False,31.0,20.0,16.0,6.0,19.0,25.0,1.0,6.0,1.0,8.0,1.0,3.0,1.0,,,90.0,43.0,7.4,11.0,,0,12,,2.0,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0,1.0,1.0,,
10438144,away,FC Arouca,Tiago Esgaio,tiago-esgaio,T. Esgaio,D,175,68,M,863637,EUR,807235200,D,28,28,False,49.0,38.0,5.0,,29.0,33.0,10.0,18.0,4.0,4.0,,,,,,90.0,70.0,6.4,12.0,1.0,2,28,1.0,4.0,4.0,6.0,,2.0,,,1.0,,2.0,2.0,,,,,,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,
10438144,away,FC Arouca,Nino Galović,nino-galovic,N. Galović,D,184,65,M,161431,EUR,710380800,D,44,44,False,48.0,45.0,5.0,2.0,35.0,37.0,10.0,11.0,4.0,7.0,,,,,,90.0,57.0,7.1,3.0,,0,,2.0,1.0,2.0,3.0,1.0,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10438144,away,FC Arouca,Jerome Opoku,opoku-jerome,J. Opoku,D,194,1396,M,920514,EUR,908323200,D,3,3,False,46.0,37.0,7.0,4.0,23.0,27.0,15.0,21.0,5.0,3.0,,,,,,90.0,60.0,7.2,10.0,1.0,1,3,2.0,2.0,5.0,6.0,1.0,3.0,,,,1.0,2.0,1.0,,,2.0,,,2.0,,,1.0,,,,,,1.0,,,,,,,,,
