match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_shotOffTarget,stat_hitWoodwork,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_dispossessed,captain,stat_goalAssist,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_totalOffside,stat_penaltyFaced,stat_clearanceOffLine,stat_outfielderBlock,stat_bigChanceMissed,stat_penaltyConceded
10407616,home,Cercle Brugge,Radosław Majecki,radoslaw-majecki,R. Majecki,G,1,191,1537,M,849114,EUR,942710400,G,1,1,False,31.0,13.0,29.0,12.0,5.0,6.0,8.0,25.0,1.0,11.0,3.0,4.0,1.0,1.0,90.0,38.0,7.7,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407616,home,Cercle Brugge,Boris Popović,boris-popovic,B. Popović,D,5,189,111,M,902050,EUR,951523200,D,5,5,False,25.0,14.0,5.0,2.0,8.0,10.0,6.0,15.0,2.0,2.0,,,,,90.0,32.0,6.9,12.0,1,,,2.0,8.0,4.0,8.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10407616,home,Cercle Brugge,Christiaan Ravych,ravych-christiaan,C. Ravych,D,66,187,206,M,1191212,EUR,1027987200,D,66,66,False,21.0,14.0,3.0,1.0,9.0,12.0,5.0,9.0,2.0,6.0,,,,,90.0,27.0,6.8,8.0,0,,,4.0,3.0,5.0,3.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10407616,home,Cercle Brugge,Jesper Daland,jesper-daland,J. Daland,D,2,188,224,M,958915,EUR,947116800,D,4,4,False,27.0,18.0,7.0,2.0,5.0,7.0,13.0,20.0,,4.0,,,,,85.0,34.0,6.9,11.0,2,,,4.0,7.0,6.0,8.0,,1.0,2.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10407616,home,Cercle Brugge,Hugo Siquet,hugo-siquet,H. Siquet,D,41,180,607,M,983041,EUR,1026172800,M,41,41,False,26.0,14.0,8.0,5.0,5.0,8.0,13.0,27.0,,8.0,,,,,90.0,67.0,8.0,24.0,3,,,2.0,,5.0,8.0,1.0,,2.0,2.0,1.0,,,,9.0,4.0,3.0,3.0,2.0,5.0,3.0,4.0,,,,,,,,,,,,
10407616,home,Cercle Brugge,Abu Francis,francis-abu,A. Francis,M,17,182,1501,M,988801,EUR,988329600,M,17,17,False,43.0,23.0,10.0,2.0,8.0,9.0,15.0,35.0,,10.0,,,,,85.0,55.0,7.0,24.0,0,,,1.0,2.0,6.0,7.0,,2.0,2.0,2.0,2.0,,,,1.0,,,,,5.0,2.0,2.0,1.0,,,,,,,,,,,
10407616,home,Cercle Brugge,Hannes Van Der Bruggen,hannes-van-der-bruggen,H. V. D. Bruggen,M,28,180,73,M,94290,EUR,733622400,M,28,28,False,45.0,26.0,5.0,1.0,4.0,5.0,22.0,40.0,,8.0,,,,,75.0,55.0,6.9,21.0,2,,,2.0,1.0,3.0,3.0,,1.0,,,,1.0,,,,,,,1.0,2.0,2.0,2.0,1.0,True,,,,,,,,,,
10407616,home,Cercle Brugge,Olivier Deman,deman-olivier,O. Deman,D,2,181,445,M,960114,EUR,954979200,M,23,23,False,31.0,15.0,5.0,2.0,5.0,6.0,11.0,28.0,1.0,7.0,,,,,69.0,60.0,7.3,24.0,2,,,,,4.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,3.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,
10407616,home,Cercle Brugge,Thibo Somers,somers-thibo,T. Somers,F,24,183,225,M,1002804,EUR,921542400,F,34,34,False,33.0,24.0,,,6.0,8.0,18.0,25.0,1.0,8.0,,,,,90.0,62.0,8.0,16.0,4,,,4.0,9.0,14.0,17.0,1.0,,1.0,5.0,1.0,1.0,,2.0,,,4.0,4.0,2.0,2.0,2.0,1.0,4.0,,,,1.0,,,,,,,
10407616,home,Cercle Brugge,Ayase Ueda,ueda-ayase,A. Ueda,F,9,182,7469,M,985823,EUR,904262400,F,36,36,False,22.0,17.0,2.0,1.0,5.0,5.0,12.0,17.0,,5.0,,,,,90.0,36.0,7.3,11.0,3,,,4.0,2.0,5.0,4.0,1.0,,5.0,,,2.0,,2.0,,,,,,,,1.0,1.0,,,,1.0,bee18,2.0,,,,,
