match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_wasFouled,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wonTackle,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,captain,stat_totalOffside,stat_goalAssist,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goals
11450116,home,Pendikspor,Erdem Canpolat,Erdem Canpolat,,erdem-canpolat,E. Canpolat,G,1,194.0,88,M,1066726,EUR,987120000,G,1,1,False,31.0,23.0,14.0,6.0,18.0,20.0,5.0,11.0,1.0,5.0,2.0,2.0,2.0,1.0,90.0,38.0,6.8,8.0,0.00222687,0,-0.4722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450116,home,Pendikspor,Serkan Asan,,,serkan-asan,S. Asan,D,61,170.0,62,M,952726,EUR,925257600,D,61,61,False,41.0,25.0,10.0,1.0,13.0,19.0,12.0,23.0,2.0,3.0,,,,,90.0,60.0,6.4,18.0,0.0165532,0,,1.0,1.0,4.0,3.0,6.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11450116,home,Pendikspor,Alpaslan Öztürk,,,alpaslan-ozturk,A. Öztürk,D,33,184.0,46,M,148857,EUR,742780800,D,33,33,False,39.0,23.0,16.0,5.0,15.0,19.0,8.0,20.0,4.0,4.0,,,,,90.0,53.0,6.4,18.0,0.0170202,1,,,3.0,4.0,5.0,8.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4245,,,,,,,,,,,,,,,
11450116,home,Pendikspor,Welinton,,,welinton,Welinton,D,,181.0,86,M,76529,EUR,608169600,D,23,23,False,46.0,33.0,18.0,8.0,23.0,25.0,10.0,21.0,4.0,5.0,,,,,90.0,63.0,7.0,14.0,0.00339169,2,,,2.0,2.0,4.0,5.0,1.0,1.0,1.0,,,,1.0,2.0,1.0,1.0,0.0243,1.0,2.0,1.0,,,,,,,,,,,,
11450116,home,Pendikspor,Nuno Sequeira,,,nuno-sequeira,N. Sequeira,D,6,184.0,51,M,170117,EUR,651024000,D,6,6,False,36.0,21.0,9.0,3.0,13.0,17.0,13.0,27.0,4.0,8.0,,,,,90.0,64.0,7.1,21.0,0.287285,0,,8.0,,,3.0,,1.0,1.0,,,,,,,,1.0,,,,,5.0,1.0,1.0,3.0,,,,,,,,
11450116,home,Pendikspor,Halil Akbunar,,,halil-akbunar,H. Akbunar,M,77,170.0,140,M,217782,EUR,752803200,M,11,11,False,21.0,14.0,4.0,1.0,6.0,8.0,8.0,16.0,1.0,7.0,,,,,87.0,42.0,7.3,14.0,0.166236,2,,3.0,2.0,1.0,4.0,6.0,2.0,3.0,2.0,,,,1.0,3.0,2.0,,0.0262,1.0,,3.0,,,,,True,,,,,,,
11450116,home,Pendikspor,Fredrik Midtsjø,,,fredrik-midtsjo,F. Midtsjø,M,,176.0,251,M,98198,EUR,745027200,M,18,18,False,40.0,32.0,4.0,2.0,12.0,17.0,22.0,27.0,1.0,11.0,,,,,90.0,64.0,7.1,18.0,0.308387,1,,4.0,,1.0,6.0,5.0,,,1.0,3.0,2.0,,1.0,1.0,5.0,3.0,0.0187,,2.0,1.0,2.0,2.0,,1.0,,,,,,,,
11450116,home,Pendikspor,Badou Ndiaye,,,badou-ndiaye,B. Ndiaye,M,,180.0,427,M,228342,EUR,656985600,M,5,5,False,23.0,18.0,1.0,1.0,7.0,8.0,11.0,16.0,1.0,1.0,,,,,76.0,37.0,6.9,9.0,0.0135628,1,,1.0,1.0,1.0,3.0,5.0,,1.0,2.0,1.0,1.0,,,1.0,2.0,1.0,0.0255,1.0,1.0,,,1.0,,1.0,,,,,,,,
11450116,home,Pendikspor,Abdoulay Diaby,,,abdoulay-diaby,A. Diaby,F,23,173.0,494,M,115718,EUR,674784000,M,21,21,False,16.0,11.0,1.0,,1.0,1.0,13.0,18.0,1.0,1.0,,,,,76.0,33.0,6.8,12.0,0.117739,0,,3.0,3.0,,6.0,3.0,,2.0,,3.0,2.0,,,1.0,5.0,1.0,,,,1.0,3.0,1.0,,1.0,,1.0,,,,,,
11450116,home,Pendikspor,Gökcan Kaya,,,gokcan-kaya,G. Kaya,M,58,180.0,19,M,342437,EUR,807753600,F,58,58,False,26.0,20.0,1.0,,3.0,4.0,17.0,23.0,,3.0,,,,,87.0,33.0,7.1,7.0,0.0492591,2,,1.0,4.0,1.0,6.0,2.0,,1.0,1.0,,,,1.0,1.0,,2.0,0.0913,1.0,,1.0,,,,2.0,,,,,,,,
