match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_interceptionWon,stat_dispossessed,stat_totalCross,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,captain,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals
11369853,home,KV Kortrijk,Tom Vandenberghe,,,tom-vandenberghe,T. Vandenberghe,G,23,190.0,77,M,1046454,EUR,714009600,G,1,1,False,35.0,6.0,34.0,5.0,1.0,4.0,5.0,31.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,41.0,6.4,29.0,0.0,0.0,0.00780706,0,-0.1139,,,,,,,,,,,,,,,,,,,,,,,,,
11369853,home,KV Kortrijk,Mark Mampasi,,,mark-mampasi,M. Mampasi,D,18,185.0,119,M,998740,EUR,1047427200,D,4,4,False,37.0,19.0,13.0,4.0,13.0,23.0,6.0,14.0,8.0,15.0,6.0,,,,,,,90.0,59.0,7.1,20.0,0.0796,0.0,0.00152811,1,,2.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11369853,home,KV Kortrijk,João Silva,,,joao-silva,J. Silva,D,6,187.0,281,M,1068519,EUR,916272000,D,44,44,False,29.0,14.0,9.0,,14.0,22.0,,7.0,11.0,11.0,7.0,2.0,,,,,,90.0,48.0,7.0,15.0,0.0,0.0,0.00015367,0,,7.0,8.0,8.0,,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
11369853,home,KV Kortrijk,Aleksandar Radovanović,,,aleksandar-radovanovic,A. Radovanović,D,16,189.0,129,M,823996,EUR,752976000,D,66,66,False,32.0,18.0,9.0,4.0,14.0,21.0,4.0,11.0,17.0,14.0,4.0,2.0,,,,,,90.0,59.0,7.1,17.0,0.0,0.0,0.00106862,0,,4.0,13.0,7.0,,,,2.0,1.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,
11369853,home,KV Kortrijk,Nayel Mehssatou,,,nayel-mehssatou,N. Mehssatou,M,8,172.0,534,M,1064174,EUR,1018569600,M,6,6,False,19.0,9.0,5.0,,2.0,8.0,7.0,14.0,5.0,1.0,5.0,1.0,,,,,,57.0,46.0,6.5,19.0,0.1201,0.0,0.00346058,1,,2.0,,6.0,2.0,,,3.0,2.0,,,,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,
11369853,home,KV Kortrijk,Abdoulaye Sissako,,,abdoulaye-sissako,A. Sissako,M,8,186.0,79,M,846330,EUR,896140800,M,27,27,False,49.0,27.0,6.0,1.0,10.0,18.0,18.0,33.0,12.0,6.0,12.0,1.0,,,,,,90.0,73.0,7.5,26.0,0.0,0.0,0.202373,0,,5.0,6.0,7.0,1.0,,1.0,3.0,2.0,1.0,,2.0,1.0,2.0,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,
11369853,home,KV Kortrijk,Abdelkahar Kadri,,,abdelkahar-kadri,A. Kadri,M,37,170.0,2010,M,1007528,EUR,961804800,M,10,10,False,35.0,26.0,4.0,2.0,10.0,15.0,17.0,25.0,12.0,2.0,14.0,,,,,,,90.0,68.0,6.8,23.0,0.0626,0.0,0.119733,2,,1.0,2.0,9.0,2.0,1.0,,7.0,2.0,5.0,2.0,1.0,1.0,5.0,6.0,3.0,,1.0,,1.0,,2.0,True,2.0,,
11369853,home,KV Kortrijk,Marco Kana,,,marco-kana,M. Kana,D,55,183.0,383,M,964759,EUR,1028764800,M,16,16,False,36.0,19.0,14.0,4.0,13.0,19.0,7.0,18.0,4.0,3.0,10.0,,,,,,,90.0,52.0,6.4,21.0,0.0,0.0,0.0145803,0,,2.0,3.0,6.0,2.0,,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,,,,,,1.0,,,,,,
11369853,home,KV Kortrijk,Dion De Neve,,,dion-de-neve,D. D. Neve,M,14,180.0,102,M,923974,EUR,992304000,M,11,11,False,18.0,10.0,2.0,1.0,3.0,4.0,10.0,19.0,3.0,2.0,5.0,,,,,,,65.0,46.0,7.3,19.0,0.2843,0.5375,0.432036,1,,1.0,2.0,6.0,1.0,,,,,5.0,1.0,2.0,,5.0,4.0,1.0,,,,3.0,1.0,2.0,,,1.0,1.0
11369853,home,KV Kortrijk,Mounaim El Idrissy,,,mounaim-el-idrissy,M. El Idrissy,F,9,181.0,189,M,960007,EUR,918604800,F,99,99,False,25.0,15.0,1.0,1.0,7.0,10.0,8.0,16.0,15.0,,7.0,8.0,,,,,,87.0,43.0,7.2,13.0,0.0969,0.0,0.0314255,1,,21.0,6.0,23.0,,,,1.0,,2.0,2.0,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,,,,
11369853,home,KV Kortrijk,Isaak Davies,,,isaak-davies,I. Davies,F,39,175.0,111,M,1005908,EUR,1001376000,F,39,39,False,8.0,4.0,,,,1.0,4.0,7.0,10.0,,4.0,3.0,,,,,,86.0,24.0,7.6,7.0,0.7132,0.9032,0.00144702,3,,6.0,4.0,7.0,,,,1.0,1.0,2.0,,,1.0,,2.0,2.0,,1.0,,,,,,,2.0,1.0
11369853,home,KV Kortrijk,Ryan Alebiosu,,,ryan-alebiosu,R. Alebiousu,M,2,188.0,779,M,1014441,EUR,1008547200,D,2,2,True,4.0,1.0,,,,1.0,2.0,6.0,3.0,3.0,2.0,,,,,,,33.0,21.0,7.0,12.0,0.0,0.0,0.328325,0,,,1.0,3.0,,,,,,,1.0,,,3.0,4.0,2.0,,,1.0,1.0,1.0,1.0,,,,
11369853,home,KV Kortrijk,Sheyi Ojo,,,sheyi-ojo,S. Ojo,D,17,177.0,264,M,284449,EUR,866678400,M,54,54,True,6.0,2.0,,,1.0,1.0,1.0,5.0,2.0,1.0,3.0,1.0,,,,,,25.0,19.0,6.6,12.0,0.1892,0.2137,0.00031489,1,,,,3.0,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,1.0,
11369853,home,KV Kortrijk,Kristiyan Malinov,,,kristiyan-malinov,K. Malinov,M,33,170.0,108,M,136688,EUR,764985600,M,15,15,True,3.0,2.0,,,,1.0,2.0,2.0,1.0,3.0,,,,,,,,16.0,9.0,6.7,1.0,0.0,0.0,0.0009958,0,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,
11369853,home,KV Kortrijk,Massimo Bruno,,,massimo-bruno,M. Bruno,M,17,177.0,60,M,94298,EUR,748224000,M,70,70,True,2.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,15.0,5.0,6.2,3.0,0.0,0.0,5.235e-05,0,,1.0,,4.0,1.0,,,,,1.0,1.0,,,,2.0,1.0,,,,,,,,,,
11369853,home,KV Kortrijk,Lucas Pirard,,,lucas-pirard,L. Pirard,G,21,191.0,81,M,190379,EUR,794793600,G,95,95,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11369853,home,KV Kortrijk,Martin Wasinski,Martin Wasinski,,martin-wasinski,M. Wasinski,D,2,185.0,167,M,1131054,EUR,1081296000,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11369853,home,KV Kortrijk,Dylan Mbayo,Dylan,Mbayo,dylan-mbayo,D. Mbayo,M,15,175.0,265,M,923968,EUR,1002758400,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11369853,away,Cercle Brugge,Warleson,,,warleson,Warleson,G,1,191.0,144,M,861071,EUR,841449600,G,1,1,False,38.0,13.0,36.0,12.0,3.0,5.0,10.0,33.0,,2.0,16.0,,1.0,2.0,2.0,3.0,3.0,90.0,47.0,6.6,25.0,0.0,0.0,0.00797259,0,-0.3456,,,,,,,,,,,,,,,,,,,,,,,,,
