match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_wonContest,stat_penaltyWon,stat_totalCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_errorLeadToAGoal,stat_accurateCross,player_sofascoreId,stat_totalOffside,stat_bigChanceMissed,stat_bigChanceCreated,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_penaltyConceded
14065141,home,VfB Stuttgart,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2048,M,584722,EUR,844041600,G,33,33,False,43.0,33.0,18.0,8.0,0.0,27.0,30.0,6.0,13.0,7.0,3.0,4.0,90.0,49.0,6.4,10.0,0.00260816,0.0942,0,-0.0585,0.08,0.02,-0.16,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065141,home,VfB Stuttgart,Lorenz Assignon,,,lorenz-assignon,L. Assignon,M,22,179,649,M,1009334,EUR,961632000,D,22,22,False,50.0,39.0,2.0,,0.0,20.0,22.0,19.0,28.0,8.0,,,89.0,76.0,5.5,17.0,0.0210128,,0,,-0.03,0.03,-0.36,,1.0,1.0,7.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065141,home,VfB Stuttgart,Finn Jeltsch,Finn Jeltsch,,jeltsch-finn,F. Jeltsch,D,29,188,1205,M,1418649,EUR,1153094400,D,29,29,False,77.0,71.0,1.0,1.0,0.0,46.0,50.0,25.0,27.0,7.0,,,90.0,93.0,6.5,7.0,0.0130093,,1,,0.07,0.23,-0.25,,2.0,2.0,3.0,4.0,,,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0629,-0.22,,,,,,,,,,,,,,,,,,,,,
14065141,home,VfB Stuttgart,Dan-Axel Zagadou,,,dan-axel-zagadou,D. Zagadou,D,23,196,1086,M,826205,EUR,928368000,D,23,23,False,97.0,78.0,9.0,2.0,0.0,42.0,50.0,36.0,47.0,6.0,,,90.0,123.0,9.1,19.0,0.0700515,,2,,0.3,0.48,0.28,,1.0,11.0,4.0,16.0,,1.0,10.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,,1.0,0.0641,-0.12,1.0,1.0,,,,,,,,,,,,,,,,,,,
14065141,home,VfB Stuttgart,Maximilian Mittelstädt,,,maximilian-mittelstadt,M. Mittelstädt,D,7,178,2368,M,788949,EUR,858643200,D,7,7,False,58.0,48.0,3.0,1.0,0.0,26.0,28.0,22.0,30.0,8.0,,,90.0,80.0,7.2,14.0,0.00970789,,2,,0.02,0.09,-0.22,,2.0,1.0,4.0,9.0,,2.0,4.0,,,,,1.0,5.0,5.0,1.0,2.0,0.8242,0.32,1.0,,2.0,1.0,1.0,1.0,1.0,0.6269,,,,,,,,,,,,,
14065141,home,VfB Stuttgart,Atakan Karazor,,,atakan-karazor,A. Karazor,M,16,190,1082,M,801030,EUR,845164800,M,16,16,False,32.0,26.0,,,0.0,7.0,8.0,19.0,24.0,3.0,,,74.0,42.0,5.5,10.0,0.00941116,,0,,-0.06,0.02,-0.6,,3.0,1.0,7.0,3.0,,,,2.0,3.0,,,,2.0,2.0,4.0,,,,,,,2.0,,,,,True,1.0,,,,,,,,,,,
14065141,home,VfB Stuttgart,Angelo Stiller,,,stiller-angelo,A. Stiller,M,6,183,7426,M,901882,EUR,986342400,M,6,6,False,67.0,54.0,5.0,2.0,1.0,24.0,26.0,30.0,41.0,2.0,,,90.0,83.0,7.4,17.0,0.319577,,0,,0.4,0.14,-0.14,,2.0,2.0,3.0,6.0,,1.0,,,1.0,4.0,,,1.0,1.0,2.0,2.0,,,1.0,,4.0,1.0,,,,,,,3.0,,,,,,,,,,
14065141,home,VfB Stuttgart,Badredine Bouanani,Badredine Bouanani,,badredine-bouanani,B. Bouanani,M,27,177,10055,M,1153265,EUR,1102464000,M,27,27,False,23.0,16.0,,,0.0,4.0,4.0,12.0,19.0,2.0,,,68.0,32.0,6.0,13.0,0.0391362,,1,,0.09,0.12,-0.18,,2.0,,7.0,,1.0,2.0,,1.0,1.0,,1.0,,,,,,0.0653,0.0,,,3.0,1.0,,,,,,,,bouanani,,,,,,,,,
14065141,home,VfB Stuttgart,Bilal El Khannouss,Bilal,El Khannouss,bilal-el-khannouss,B. E. Khannouss,M,11,180,25244,M,1126569,EUR,1084147200,M,11,11,False,34.0,28.0,1.0,,1.0,7.0,9.0,21.0,25.0,,,,74.0,46.0,6.8,12.0,0.484148,,2,,0.37,0.12,-0.11,,1.0,1.0,3.0,3.0,1.0,1.0,,,1.0,1.0,1.0,,,,4.0,1.0,0.1108,0.03,1.0,,1.0,,1.0,,,0.2053,,,,bilalekns_34,,,,,,,,,
14065141,home,VfB Stuttgart,Jamie Leweling,,,leweling-jamie,J. Leweling,M,18,184,1954,M,990201,EUR,983145600,M,18,18,False,24.0,19.0,3.0,1.0,0.0,7.0,7.0,12.0,17.0,5.0,,,90.0,46.0,6.1,17.0,0.00940271,,0,,-0.05,0.11,-0.15,,2.0,1.0,8.0,2.0,3.0,2.0,1.0,1.0,,,,,,,2.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
