match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_hitWoodwork,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_aerialLost,stat_wasFouled,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,captain,stat_accurateCross,stat_keyPass,stat_goals,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_punches
13078223,home,VV Katwijk,Stan van Bladeren,,,stan-van-bladeren,S. v. Bladeren,G,41,183.0,10,M,361766,EUR,875664000.0,G,41,41,False,40.0,16.0,30.0,6.0,0.0,13.0,20.0,3.0,20.0,8.0,1.0,3.0,3.0,90.0,46.0,6.2,24.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13078223,home,VV Katwijk,Bart Sinteur,Bart,Sinteur,bart-sinteur,B. Sinteur,D,15,175.0,4,M,893655,EUR,896572800.0,D,15,15,False,37.0,24.0,10.0,5.0,0.0,10.0,15.0,14.0,24.0,2.0,,,,90.0,69.0,6.4,23.0,0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
13078223,home,VV Katwijk,Dalian Maatsen,Dalian,Maatsen,dalian-maatsen,D. Maatsen,D,4,180.0,3,M,370278,EUR,757468800.0,D,4,4,False,45.0,36.0,13.0,9.0,0.0,21.0,24.0,15.0,21.0,2.0,,,,90.0,59.0,6.7,12.0,2,,3.0,2.0,1.0,1.0,,2.0,2.0,,3.0,5.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,
13078223,home,VV Katwijk,Levi Bouwense,,,levi-bouwense,L. Bouwense,D,21,186.0,1,M,962623,EUR,962064000.0,D,21,21,False,43.0,30.0,8.0,3.0,0.0,23.0,27.0,7.0,16.0,4.0,,,,90.0,56.0,6.5,14.0,0,,4.0,1.0,,6.0,1.0,2.0,1.0,,4.0,5.0,,,,,,3.0,1.0,,,,,,,,,,,,
13078223,home,VV Katwijk,Paul Kok,,,paul-kok,P. Kok,D,,190.0,1,M,250489,EUR,787968000.0,D,5,5,False,37.0,26.0,4.0,2.0,0.0,13.0,17.0,13.0,22.0,6.0,,,,90.0,67.0,6.9,20.0,2,2.0,1.0,,,4.0,1.0,1.0,4.0,1.0,2.0,6.0,2.0,,3.0,3.0,,,,1.0,1.0,1.0,,,,,,,,,
13078223,home,VV Katwijk,Maurizio Brenna,Maurizio Brenna,,maurizio-brenna,M. Brenna,M,22,,4,M,1154971,EUR,920505600.0,M,22,22,False,24.0,14.0,2.0,,0.0,6.0,8.0,8.0,16.0,3.0,,,,81.0,31.0,6.5,12.0,1,,3.0,,,,,,1.0,1.0,4.0,6.0,,,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,
13078223,home,VV Katwijk,Rick van der Meer,Rick,van der Meer,rick-van-der-meer,R. v. d. Meer,M,6,183.0,5,M,361786,EUR,866246400.0,M,6,6,False,30.0,26.0,8.0,7.0,0.0,11.0,12.0,19.0,22.0,5.0,,,,82.0,42.0,7.0,5.0,0,4.0,2.0,,1.0,2.0,1.0,,,,2.0,4.0,,,2.0,1.0,,1.0,,,,,,True,4.0,2.0,,,,,
13078223,home,VV Katwijk,Robin Schulte,,,robin-schulte,R. Schulte,M,8,,4,M,1066445,EUR,978998400.0,M,8,8,False,27.0,20.0,2.0,1.0,0.0,10.0,11.0,10.0,19.0,4.0,,,,72.0,44.0,7.1,15.0,1,3.0,7.0,,2.0,3.0,,2.0,1.0,1.0,2.0,3.0,,,1.0,1.0,,2.0,,2.0,,,1.0,,,1.0,1.0,,,,
13078223,home,VV Katwijk,Ruben Doesburg,Ruben Doesburg,,ruben-doesburg,R. Doesburg,M,,,5,M,1154974,EUR,897436800.0,F,7,7,False,31.0,12.0,2.0,,0.0,4.0,9.0,11.0,36.0,7.0,,,,85.0,62.0,7.2,33.0,4,14.0,4.0,,1.0,1.0,,2.0,1.0,,3.0,6.0,2.0,,3.0,2.0,,2.0,,1.0,,1.0,1.0,,3.0,4.0,,1.0,1.0,,
13078223,home,VV Katwijk,Sietse Brandsma,,,sietse-brandsma,S. Brandsma,F,,195.0,4,M,1003146,EUR,848361600.0,F,9,9,False,28.0,13.0,1.0,1.0,0.0,5.0,8.0,8.0,22.0,,,,,90.0,48.0,7.3,23.0,3,2.0,12.0,1.0,3.0,2.0,,,3.0,2.0,8.0,9.0,2.0,,1.0,1.0,,6.0,,,,,1.0,,,1.0,,1.0,,1.0,
13078223,home,VV Katwijk,Joey Ravensbergen,Joey,Ravensbergen,joey-ravensbergen,J. Ravensbergen,D,3,,5,M,899681,EUR,816825600.0,F,3,3,False,13.0,10.0,3.0,1.0,0.0,2.0,2.0,9.0,15.0,4.0,,,,72.0,29.0,6.6,9.0,0,4.0,5.0,,,,,1.0,,1.0,,2.0,,,,,,3.0,,3.0,2.0,,,,1.0,1.0,,,,,
13078223,home,VV Katwijk,Des Kunst,,,des-kunst,D. Kunst,M,10,194.0,14,M,922017,EUR,939686400.0,F,10,10,True,6.0,5.0,,,0.0,2.0,2.0,3.0,8.0,2.0,,,,18.0,14.0,6.5,8.0,0,4.0,1.0,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,
13078223,home,VV Katwijk,Mohammed Tahiri,,,mohammed-tahiri,M. Tahiri,F,19,177.0,95,M,1066323,EUR,980121600.0,F,19,19,True,6.0,5.0,1.0,1.0,0.0,,,5.0,7.0,1.0,,,,18.0,17.0,7.6,5.0,1,1.0,3.0,,2.0,,,1.0,1.0,,,3.0,,,1.0,1.0,,1.0,,2.0,2.0,,1.0,,,,1.0,,,,
