match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_errorLeadToAShot,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_penaltyConceded,stat_fouls,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goals,stat_goodHighClaim,stat_bigChanceMissed
12530820,home,Hatayspor,Erce Kardeşler,erce-kardesler,E. Kardeşler,G,31,186.0,93,M,758606,EUR,763603200,G,1,1,False,33.0,8.0,28.0,3.0,0.0,6.0,11.0,2.0,22.0,1.0,4.0,1.0,17.0,1.0,4.0,1.0,5.0,1.0,3.0,2.0,90.0,50.0,7.6,25.0,0.00103214,0,0.2408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530820,home,Hatayspor,Kamil Ahmet Çörekçi,kamil-ahmet-corekci,K. A. Çörekçi,D,22,173.0,57,M,124728,EUR,696902400,D,2,2,False,74.0,52.0,16.0,5.0,0.0,25.0,33.0,27.0,46.0,5.0,2.0,2.0,6.0,2.0,,,,,,,90.0,105.0,7.2,30.0,0.124771,1,,,,True,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0179,2.0,,,,,,,,,,,,,,,,,
12530820,home,Hatayspor,Guy-Marcelin Kilama,guy-marcelin-kilama,G. M. Kilama,D,,180.0,314,M,944222,EUR,928022400,D,3,3,False,29.0,18.0,9.0,2.0,0.0,15.0,20.0,3.0,9.0,7.0,6.0,4.0,3.0,,,,,,,,90.0,43.0,7.0,11.0,0.00049264,0,,,,,,1.0,1.0,1.0,1.0,,2.0,2.0,,0.0292,,4.0,1.0,,,,,,,,,,,,,,,
12530820,home,Hatayspor,Recep Burak Yılmaz,recep-burak-yilmaz,R. B. Yılmaz,D,15,185.0,31,M,904172,EUR,817430400,D,15,15,False,23.0,18.0,4.0,1.0,0.0,12.0,14.0,6.0,9.0,6.0,7.0,1.0,,,,,,,,,77.0,41.0,6.9,6.0,0.00382433,0,,,,,,1.0,4.0,1.0,1.0,,1.0,,,,,4.0,,2.0,1.0,1.0,,,,,,,,,,,,
12530820,home,Hatayspor,Francisco Calvo,francisco-calvo,F. Calvo,D,5,181.0,677,M,156400,EUR,710553600,D,4,4,False,65.0,47.0,7.0,2.0,0.0,21.0,27.0,26.0,38.0,10.0,4.0,1.0,10.0,1.0,,,,,,,90.0,84.0,6.6,22.0,0.0571578,3,,,,,,2.0,5.0,,,,4.0,3.0,4.0,0.074,,5.0,,1.0,,,1.0,2.0,1.0,4.0,,,,,,,,
12530820,home,Hatayspor,Görkem Sağlam,gorkem-saglam,G. Sağlam,M,61,175.0,118,M,795001,EUR,892252800,M,5,5,False,82.0,66.0,16.0,7.0,0.0,27.0,30.0,41.0,60.0,8.0,3.0,,9.0,2.0,,,,,,,90.0,103.0,7.4,24.0,0.141821,1,,,,,8.0,1.0,2.0,,,,2.0,2.0,,0.0293,3.0,4.0,,,1.0,,,1.0,,,2.0,,,,,,,
12530820,home,Hatayspor,Lamine Diack,lamine-diack,L. Diack,M,25,186.0,193,M,982317,EUR,974246400,M,17,17,False,60.0,50.0,3.0,2.0,0.0,29.0,33.0,21.0,27.0,13.0,5.0,3.0,8.0,1.0,,,,,,,90.0,77.0,7.6,11.0,0.447923,1,,,,,,5.0,7.0,,,1.0,5.0,2.0,1.0,0.0295,1.0,7.0,,1.0,,,,,,1.0,,,,,,,,
12530820,home,Hatayspor,Rigoberto Rivas,rigoberto-rivas,R. Rivas,M,99,178.0,347,M,837742,EUR,901843200,M,99,99,False,33.0,29.0,2.0,1.0,1.0,14.0,15.0,16.0,22.0,5.0,,2.0,3.0,2.0,,,,,,,80.0,55.0,7.8,12.0,0.390506,1,,,,,4.0,3.0,8.0,,,,2.0,1.0,1.0,0.0134,4.0,1.0,,,3.0,1.0,,1.0,,3.0,1.0,1.0,1.0,,,,,
12530820,home,Hatayspor,Rui Pedro,rui-pedro,R. Pedro,M,,182.0,143,M,862672,EUR,890352000,M,14,14,False,43.0,38.0,6.0,5.0,0.0,19.0,20.0,19.0,23.0,,,1.0,5.0,,,,,,,,90.0,48.0,6.9,6.0,0.107413,1,,,,,,,,,,,,,1.0,0.0475,2.0,,,,,,,1.0,,,,,,,,,,
12530820,home,Hatayspor,Joelson Fernandes,joelson-fernandes,J. Fernandes,M,11,172.0,481,M,1032547,EUR,1046390400,M,77,77,False,13.0,12.0,1.0,1.0,0.0,7.0,7.0,6.0,10.0,5.0,2.0,,2.0,3.0,,,,,,,89.0,34.0,7.1,9.0,0.0186125,3,,Joelson Mendes,,,4.0,,3.0,4.0,2.0,2.0,,,3.0,0.0935,,,,1.0,,,1.0,,,,1.0,,,0.406,,,,
