match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_unsuccessfulTouch,stat_accurateCross,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_totalOffside,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goals,stat_savedShotsFromInsideTheBox
11409043,home,Rio Ave,Jhonatan,jhonatan,Jhonatan,G,189,96,M,798688,EUR,673660800,G,18,18,False,31.0,27.0,7.0,3.0,25.0,26.0,2.0,5.0,1.0,2.0,1.0,8.0,1.0,2.0,1.0,1.0,90.0,39.0,7.2,4.0,0.00815067,0,0.2225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409043,home,Rio Ave,Josué Sá,josue-sa,J. Sá,D,186,48,M,137982,EUR,708739200,D,23,23,False,80.0,73.0,8.0,6.0,44.0,47.0,29.0,34.0,6.0,9.0,1.0,2.0,,,,,90.0,94.0,7.6,8.0,0.0374087,0,,,,3,1.0,3.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,
11409043,home,Rio Ave,Aderllan Santos,aderllan-santos,A. Santos,D,193,103,M,129617,EUR,608083200,D,33,33,False,103.0,96.0,13.0,8.0,77.0,80.0,19.0,23.0,4.0,7.0,4.0,5.0,2.0,,,,90.0,116.0,7.9,7.0,0.00847106,2,,,,33,,1.0,2.0,,,,3.0,1.0,1.0,1.0,True,1.0,1.0,0.1012,0.0217,,,,,,,,,,,
11409043,home,Rio Ave,Miguel Nóbrega,miguel-nobrega,M. Nóbrega,D,186,137,M,1066233,EUR,955929600,D,3,3,False,91.0,84.0,7.0,5.0,47.0,48.0,37.0,45.0,3.0,5.0,2.0,4.0,1.0,,,,90.0,103.0,7.5,10.0,0.0483102,0,,,,3,2.0,1.0,3.0,1.0,1.0,,2.0,,,2.0,,,,,,1.0,,,,,,,,,,
11409043,home,Rio Ave,Costinha,costinha,Costinha,D,181,818,M,988333,EUR,954028800,M,20,20,False,49.0,32.0,7.0,2.0,9.0,17.0,23.0,39.0,5.0,10.0,1.0,9.0,1.0,,,,81.0,83.0,7.5,28.0,0.0794284,1,,,,20,7.0,1.0,1.0,1.0,1.0,,2.0,3.0,2.0,1.0,,1.0,,0.026,,3.0,,,,,,,,,,
11409043,home,Rio Ave,Amine Oudrhiri,amine-oudrhiri,A. Oudrhiri,M,184,104,M,374560,EUR,720835200,M,10,10,False,61.0,57.0,5.0,5.0,33.0,33.0,25.0,31.0,,2.0,2.0,2.0,1.0,,,,90.0,72.0,7.3,7.0,0.0754142,1,,,,95,3.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,,0.0214,,1.0,1.0,1.0,,,,,,,,
11409043,home,Rio Ave,João Graça,joao-graca,J. Graça,M,177,46,M,309296,EUR,803433600,M,21,21,False,77.0,69.0,6.0,5.0,27.0,28.0,42.0,50.0,2.0,13.0,,7.0,4.0,,,,90.0,95.0,7.9,11.0,0.081991,0,,,,21,1.0,1.0,5.0,3.0,2.0,1.0,,5.0,3.0,,,,,,,,,,2.0,1.0,,,,,,
11409043,home,Rio Ave,Úmaro Embaló,umaro-embalo,Ú. Embaló,M,170,334,M,901857,EUR,989107200,M,11,11,False,41.0,34.0,1.0,1.0,12.0,12.0,24.0,35.0,,,,1.0,,,,,81.0,53.0,7.3,13.0,0.220098,0,,,,,6.0,1.0,3.0,,,,,,,1.0,,,,,,1.0,2.0,3.0,1.0,,2.0,1.0,,,,
11409043,home,Rio Ave,João Teixeira,joao-teixeira,J. Teixeira,M,178,78,M,138899,EUR,760492800,F,7,7,False,35.0,30.0,4.0,2.0,11.0,12.0,22.0,33.0,,3.0,1.0,8.0,1.0,,,,70.0,57.0,6.9,17.0,0.0717323,1,,,,97,10.0,1.0,6.0,3.0,1.0,,1.0,1.0,1.0,1.0,,,,0.0168,,,3.0,2.0,,3.0,,,1.0,,,
11409043,home,Rio Ave,Aziz,aziz,Aziz,F,187,741,M,984147,EUR,910656000,F,81,81,False,15.0,9.0,,,3.0,4.0,6.0,12.0,2.0,2.0,1.0,2.0,,,,,89.0,25.0,6.7,11.0,0.0118668,3,,,,9,1.0,2.0,6.0,,,,,,,4.0,,1.0,2.0,0.3752,0.5305,4.0,,,,,,,,2.0,1.0,
