match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_dispossessed,stat_totalContest,stat_wonContest,stat_fouls,stat_blockedScoringAttempt,captain,stat_accurateCross,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_penaltyConceded,stat_penaltyMiss,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_goals
10411549,home,Monza,Michele Di Gregorio,,,michele-di-gregorio,M. Di Gregorio,G,16,187,8129,M,L'UomoTigre,844609,EUR,869961600,G,16,16,False,28.0,24.0,10.0,6.0,22.0,23.0,2.0,5.0,9.0,1.0,90.0,36.0,6.4,4.0,0.0,0.0,0.00139576,0,-0.1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411549,home,Monza,Marlon,,,marlon,Marlon,D,4,182,529,M,,331853,EUR,810432000,D,4,4,False,108.0,102.0,6.0,4.0,60.0,62.0,42.0,47.0,5.0,,90.0,116.0,6.8,8.0,0.0287,0.0,0.0179088,1,,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10411549,home,Monza,Pablo Marí,,,pablo-mari,P. Marí,D,30,191,1707,M,,208988,EUR,746755200,D,3,3,False,107.0,99.0,9.0,5.0,68.0,72.0,31.0,35.0,8.0,,90.0,117.0,7.3,8.0,0.0,0.0,0.011176,0,,,,1.0,4.0,1.0,,1.0,,,2.0,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
10411549,home,Monza,Armando Izzo,,,armando-izzo,A. Izzo,D,4,183,521,M,,165583,EUR,699494400,D,55,55,False,65.0,63.0,5.0,4.0,42.0,44.0,21.0,21.0,3.0,,77.0,77.0,7.3,4.0,0.0,0.0,0.0687938,0,,,,2.0,5.0,,,2.0,2.0,,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10411549,home,Monza,Patrick Ciurria,,,patrick-ciurria,P. Ciurria,F,26,178,222,M,,346676,EUR,792288000,M,84,84,False,36.0,33.0,3.0,1.0,15.0,16.0,18.0,23.0,2.0,,90.0,51.0,6.4,10.0,0.1911,0.0,0.00601932,1,,3.0,,4.0,3.0,,1.0,,,1.0,1.0,1.0,,,2.0,,3.0,,1.0,,,,,,,,,,,,,,,,,
10411549,home,Monza,Nicolò Rovella,,,nicolo-rovella,N. Rovella,M,6,179,2966,M,,937324,EUR,1007424000,M,6,6,False,48.0,42.0,6.0,4.0,24.0,25.0,18.0,23.0,1.0,,45.0,58.0,6.7,9.0,0.046,0.0,0.0105678,1,,,,2.0,3.0,2.0,,2.0,1.0,3.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
10411549,home,Monza,Matteo Pessina,,,matteo-pessina,M. Pessina,M,32,183,659,M,,350210,EUR,861580800,M,32,32,False,66.0,62.0,7.0,5.0,27.0,28.0,35.0,40.0,6.0,,90.0,81.0,6.9,9.0,0.0,0.0,0.0205012,0,,2.0,2.0,3.0,1.0,,,,,3.0,,,2.0,1.0,1.0,,,,1.0,,True,,,,,,,,,,,,,,,
10411549,home,Monza,Carlos Augusto,,,carlos-augusto,C. Augusto,D,30,184,7355,M,,929199,EUR,915667200,M,30,30,False,48.0,43.0,3.0,1.0,26.0,28.0,18.0,23.0,4.0,,90.0,65.0,6.3,12.0,0.0,0.0,0.066181,0,,3.0,,5.0,1.0,,,,,1.0,1.0,,,1.0,,1.0,3.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,
10411549,home,Monza,Dany Mota,,,dany-mota,D. Mota,F,47,180,827,M,,838907,EUR,894067200,F,47,47,False,25.0,22.0,1.0,1.0,11.0,11.0,11.0,17.0,2.0,,62.0,38.0,6.7,11.0,0.0,0.0,0.00609955,0,,3.0,1.0,5.0,5.0,,,1.0,1.0,3.0,1.0,,,,1.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,
10411549,home,Monza,Andrea Petagna,,,andrea-petagna,A. Petagna,F,37,190,474,M,,295973,EUR,804470400,F,37,37,False,11.0,9.0,1.0,1.0,3.0,3.0,6.0,8.0,1.0,,45.0,17.0,6.6,4.0,0.0,0.0,0.023604,0,,,,2.0,3.0,,,,,,1.0,,,,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,
