match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_dispossessed,stat_interceptionWon,captain,stat_aerialWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_goalAssist,stat_bigChanceCreated,stat_keyPass,stat_challengeLost,stat_blockedScoringAttempt,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_totalOffside
11401885,home,Almere City FC,Nordin Bakker,nordin-bakker,N. Bakker,G,31,196,132,M,945955,EUR,878256000,G,1,1,False,32.0,12.0,28.0,8.0,6.0,6.0,6.0,26.0,2.0,15.0,1.0,2.0,1.0,4.0,2.0,90.0,49.0,7.6,21.0,0.0,0.0,0.00578908,0,0.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401885,home,Almere City FC,Hamdi Akujobi,hamdi-akujobi,H. Akujobi,D,,175,76,M,983662,EUR,948326400,D,20,20,False,22.0,13.0,1.0,,7.0,9.0,7.0,15.0,1.0,2.0,5.0,,,,,74.0,47.0,6.7,19.0,0.0,0.0,0.0651106,0,,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11401885,home,Almere City FC,Loïc Mbe Soh,loic-mbe-soh,L. M. Soh,D,4,186,287,M,904992,EUR,992390400,D,5,5,False,38.0,29.0,6.0,2.0,24.0,27.0,5.0,11.0,1.0,7.0,1.0,,,,,90.0,46.0,6.7,11.0,0.0,0.0,0.00845657,0,,,,7.0,,,,,,,,6.0,1.0,2.0,,,,,,,,,,,,,,,
11401885,home,Almere City FC,Damian van Bruggen,damian-van-bruggen,D. v. Bruggen,D,14,184,62,M,285991,EUR,827107200,D,4,4,False,21.0,17.0,2.0,1.0,12.0,14.0,5.0,7.0,1.0,3.0,,,,,,45.0,26.0,7.0,4.0,0.0,0.0,0.0028278,0,,,,,3.0,,,2.0,,,,,,1.0,True,3.0,,,,,,,,,,,,,
11401885,home,Almere City FC,Theo Barbet,theo-barbet,T. Barbet,D,22,184,56,M,911846,EUR,983836800,D,22,22,False,38.0,27.0,8.0,4.0,15.0,19.0,12.0,19.0,4.0,11.0,1.0,,,,,90.0,52.0,7.2,13.0,0.0,0.0,0.0244534,0,,,,3.0,3.0,1.0,1.0,,,,,2.0,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,
11401885,home,Almere City FC,Sherel Floranus,sherel-floranus,S. Floranus,D,2,181,189,M,803021,EUR,903830400,D,2,2,False,32.0,25.0,2.0,1.0,9.0,11.0,16.0,21.0,1.0,8.0,,,,,,90.0,59.0,7.9,14.0,0.0,0.0,0.402102,0,,,,3.0,8.0,2.0,1.0,,,Sherel,Floranus,,2.0,3.0,,,5.0,2.0,2.0,1.0,1.0,2.0,,,,,,,
11401885,home,Almere City FC,Peer Koopmeiners,peer-koopmeiners,P. Koopmeiners,M,6,186,510,M,922018,EUR,957398400,M,15,15,False,39.0,25.0,7.0,1.0,13.0,17.0,14.0,26.0,5.0,11.0,2.0,,,,,90.0,71.0,7.1,22.0,0.0236,0.0,0.572047,1,,4.0,2.0,9.0,8.0,3.0,1.0,,3.0,,,,2.0,1.0,,3.0,4.0,3.0,,,1.0,3.0,2.0,1.0,,,,,
11401885,home,Almere City FC,Thomas Robinet,thomas-robinet,T. Robinet,M,9,180,359,M,790802,EUR,840326400,M,9,9,False,27.0,21.0,3.0,2.0,3.0,8.0,18.0,20.0,,7.0,2.0,,,,,85.0,41.0,7.5,11.0,1.3449,0.9419,0.0362533,4,,1.0,,4.0,2.0,1.0,,,1.0,,,1.0,1.0,,,2.0,,,,,,1.0,,2.0,1.0,1.0,1.0,,
11401885,home,Almere City FC,Stije Resink,stije-resink,S. Resink,M,6,186,608,M,1090328,EUR,1053993600,M,28,28,False,43.0,33.0,3.0,1.0,12.0,14.0,21.0,29.0,,8.0,2.0,,,,,90.0,67.0,7.0,17.0,0.0385,0.1722,0.078016,2,,,,9.0,11.0,7.0,4.0,,2.0,Stije Resink,,1.0,2.0,1.0,,1.0,5.0,2.0,1.0,,,2.0,1.0,1.0,,1.0,,,
11401885,home,Almere City FC,Rajiv Van La Parra,rajiv-van-la-parra,R. V. L. Parra,M,7,181,101,M,38096,EUR,675993600,F,27,27,False,16.0,10.0,1.0,,2.0,2.0,9.0,15.0,,1.0,10.0,,,,,85.0,55.0,6.5,24.0,0.34,0.3725,0.0595333,6,,1.0,1.0,17.0,4.0,4.0,2.0,,3.0,,,7.0,6.0,,,,2.0,1.0,,,,2.0,,3.0,1.0,2.0,,1.0,
