match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_totalContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_totalCross,stat_aerialWon,stat_goals,stat_outfielderBlock,stat_totalTackle,captain,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wonTackle,stat_unsuccessfulTouch,stat_accurateCross,stat_wonContest,player_sofascoreId,stat_punches,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyMiss
14429527,home,Damac FC,Kewin,kewin,Kewin,G,1,187.0,116,M,865371,EUR,790992000,G,1,1,False,33.0,28.0,11.0,6.0,0.0,28.0,29.0,4.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,90.0,42.0,6.6,5.0,0.00014252,0.2581,0,0.238,0.03,0.0,-0.38,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429527,home,Damac FC,Alhwsawi Sanousi Mohammed,alhwsawi-sanousi-mohammed,A. S. Mohammed,D,12,172.0,20,M,1085415,EUR,902707200,D,12,12,False,27.0,23.0,2.0,,0.0,14.0,14.0,13.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,,,,,,64.0,41.0,5.7,7.0,0.00543799,,1,,-0.02,0.01,-0.53,,Alhwsawi Sanousi Mohammed,,9.0,2.0,1.0,1.0,1.0,0.1689,0.0843,1.0,0.1,,,,,,,,,,,,,,,,,,,,
14429527,home,Damac FC,Jamal Harkass,jamal-harkass,J. Harkass,D,15,185.0,1144,M,970761,EUR,817171200,D,15,15,False,73.0,65.0,10.0,7.0,0.0,48.0,50.0,23.0,3.0,3.0,2.0,5.0,,1.0,1.0,,,,,,90.0,81.0,8.1,9.0,0.0137943,,1,,0.27,0.13,-0.07,,,,17.0,2.0,,1.0,1.0,0.0135,0.07,,0.54,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
14429527,home,Damac FC,Abdelkader Bedrane,abdelkader-bedrane,A. Bedrane,D,3,185.0,1163,M,906407,EUR,702172800,D,3,3,False,72.0,59.0,19.0,9.0,0.0,42.0,43.0,29.0,4.0,9.0,4.0,12.0,,3.0,,,,,,,90.0,89.0,7.2,15.0,0.00780668,,2,,0.18,0.22,-0.09,,,,17.0,1.0,,,1.0,0.3268,,,-0.35,,3.0,,,3.0,True,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
14429527,home,Damac FC,Dhari Al-Enezi,dhari-al-enezi,D. Al-Enezi,D,20,170.0,42,M,1214301,EUR,957571200,D,20,20,False,39.0,31.0,5.0,1.0,0.0,14.0,15.0,24.0,1.0,3.0,,1.0,,1.0,2.0,,,,,,90.0,67.0,6.6,17.0,0.0594918,,0,,0.27,0.02,-0.15,,Dhari Al-Enezi,,17.0,,1.0,,,,,1.0,,4.0,,,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,
14429527,home,Damac FC,Khaled Al-Semeiry,khaled-al-semeiry,K. Al-Semeiry,M,88,170.0,35,M,857390,EUR,852076800,M,88,88,False,31.0,25.0,3.0,1.0,0.0,11.0,12.0,19.0,2.0,3.0,,1.0,,1.0,1.0,,,,,,64.0,38.0,6.5,8.0,0.00319174,,0,,-0.01,0.04,-0.09,,,,14.0,,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,1.0,2.0,,1.0,,,,,,
14429527,home,Damac FC,Morlaye Sylla,morlaye-sylla,M. Sylla,M,2,170.0,6357,M,822492,EUR,901497600,M,2,2,False,63.0,51.0,7.0,3.0,0.0,23.0,25.0,38.0,4.0,4.0,,3.0,,1.0,,,,,,,90.0,74.0,6.8,15.0,0.0152121,,1,,0.08,0.18,-0.06,,,,28.0,2.0,1.0,,2.0,0.0189,,,-0.04,,,,,2.0,,1.0,1.0,1.0,,,,,1.0,morlayesylla2,,,,,
14429527,home,Damac FC,Yahya Naji,yahya-naji,Y. Naji,F,80,170.0,27,M,984587,EUR,920332800,M,80,80,False,11.0,7.0,,,0.0,1.0,3.0,8.0,,,,3.0,,,,,,,,,45.0,15.0,6.5,7.0,0.00359542,,0,,-0.14,0.1,-0.02,,,,6.0,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,
14429527,home,Damac FC,Valentín Vada,valentin-vada,V. Vada,M,8,175.0,250,M,580802,EUR,826070400,M,8,8,False,50.0,46.0,9.0,9.0,1.0,17.0,19.0,31.0,,5.0,,4.0,,2.0,,,,,,,90.0,68.0,7.7,11.0,0.114129,,1,,0.19,0.1,0.13,,,,29.0,,,,,0.0384,,2.0,0.01,7.0,,,,3.0,,,,,1.0,1.0,2.0,2.0,,,,,,,
14429527,home,Damac FC,Nabil Alioui,alioui-nabil,N. Alioui,F,10,175.0,374,M,873049,EUR,919296000,M,10,10,False,18.0,12.0,1.0,,0.0,6.0,8.0,10.0,7.0,5.0,,4.0,,1.0,1.0,,,,,,80.0,27.0,6.2,11.0,0.00273833,,0,,-0.27,0.05,-0.15,,,,6.0,,1.0,,,,,,,,1.0,,,3.0,,2.0,3.0,,,3.0,1.0,,,,,,,,
