match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_blockedScoringAttempt,stat_totalOffside,stat_goalAssist,player_sofascoreId,stat_goals,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock,stat_errorLeadToAGoal
11406741,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,564,M,253391,EUR,820454400,G,1,1,False,27.0,17.0,20.0,10.0,8.0,8.0,9.0,19.0,1.0,4.0,1.0,90.0,29.0,6.3,10.0,0.00522247,0,-1.0287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406741,home,Hellas Verona,Fabien Centonze,fabien-centonze,F. Centonze,D,18,182,177,M,802034,EUR,821750400,D,18,18,False,22.0,15.0,5.0,2.0,5.0,7.0,12.0,20.0,,3.0,,90.0,51.0,6.9,14.0,0.0795532,0,,5.0,2.0,4.0,8.0,1.0,4.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11406741,home,Hellas Verona,Giangiacomo Magnani,giangiacomo-magnani,G. Magnani,D,96,190,252,M,812829,EUR,812764800,D,23,23,False,16.0,12.0,2.0,,11.0,13.0,1.0,3.0,1.0,1.0,,63.0,17.0,6.2,4.0,0.00027297,0,,,,8.0,1.0,,,,,,,,4.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
11406741,home,Hellas Verona,Diego Coppola,diego-coppola,D. Coppola,D,42,192,1399,M,1050692,EUR,1072569600,D,42,42,False,43.0,29.0,10.0,5.0,23.0,28.0,6.0,15.0,4.0,5.0,,90.0,54.0,6.7,14.0,0.00866916,1,,,,6.0,9.0,1.0,,,,,,,2.0,2.0,3.0,9.0,1.0,1.0,0.069,,,,,,,,,,,,,,,,,,
11406741,home,Hellas Verona,Juan Cabal,juan-cabal,J. Cabal,D,32,185,4400,M,988037,EUR,978912000,D,32,32,False,26.0,20.0,3.0,1.0,13.0,14.0,7.0,13.0,2.0,4.0,,81.0,51.0,7.1,11.0,0.00497472,0,,1.0,,3.0,5.0,,,,,4.0,4.0,,1.0,,1.0,1.0,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,
11406741,home,Hellas Verona,Paweł Dawidowicz,pawel-dawidowicz,P. Dawidowicz,D,27,188,1744,M,288321,EUR,800928000,M,27,27,False,43.0,27.0,7.0,1.0,15.0,22.0,12.0,21.0,1.0,7.0,,90.0,54.0,6.8,16.0,0.0175395,0,,,,5.0,13.0,1.0,,,,5.0,2.0,2.0,1.0,,3.0,6.0,,,,,2.0,,,,,,,,,,,,,,,,
11406741,home,Hellas Verona,Ondrej Duda,ondrej-duda,O. Duda,M,11,181,1121,M,246319,EUR,786585600,M,33,33,False,33.0,28.0,4.0,3.0,9.0,10.0,21.0,33.0,1.0,8.0,,90.0,57.0,7.8,13.0,0.0811549,1,,10.0,2.0,5.0,10.0,1.0,,,,4.0,4.0,5.0,3.0,1.0,1.0,1.0,,,0.023,,3.0,,,,1.0,0.0361,,,,,,,,,,,
11406741,home,Hellas Verona,Darko Lazović,darko-lazovic,D. Lazović,M,88,181,680,M,41157,EUR,653356800,M,8,8,False,19.0,14.0,1.0,1.0,3.0,3.0,12.0,19.0,,2.0,,63.0,29.0,6.9,10.0,0.0561196,1,,3.0,1.0,2.0,2.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,0.0327,,,2.0,,,,,True,1.0,1.0,,,,,,,,
11406741,home,Hellas Verona,Suat Serdar,suat-serdar,S. Serdar,M,8,183,687,M,800408,EUR,860716800,M,25,25,False,28.0,19.0,4.0,2.0,6.0,9.0,13.0,19.0,,5.0,,87.0,45.0,7.4,14.0,0.422648,1,,,,9.0,9.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,,1.0,0.034,1.0,,2.0,,,,,,,,1.0,,,,,,,
11406741,home,Hellas Verona,Tijjani Noslin,tijjani-noslin,T. Noslin,F,14,177,1223,M,1069244,EUR,931305600,M,17,17,False,33.0,19.0,,,3.0,4.0,16.0,29.0,,5.0,,90.0,53.0,6.6,24.0,0.0878278,4,,,,8.0,6.0,,2.0,,,2.0,,,3.0,2.0,3.0,4.0,1.0,1.0,0.2033,,,8.0,,,2.0,0.506,,1.0,,,,,,,,,
