match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_goalAssist,stat_bigChanceCreated,stat_fouls,stat_keyPass,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_dispossessed,stat_totalCross,stat_accurateCross,stat_totalOffside,stat_outfielderBlock,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_hitWoodwork
10385757,home,Chelsea,Edouard Mendy,,,edouard-mendy,E. Mendy,G,16,195,19994,M,edou_mendy,845074,EUR,699408000,G,16,16,False,18.0,14.0,7.0,3.0,14.0,14.0,4.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,90.0,25.0,6.8,4.0,0.0,0.0,3.734e-05,0,0.7384,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385757,home,Chelsea,Wesley Fofana,,,wesley-fofana,W. Fofana,D,29,186,14604,M,wesley_fofana3,923894,EUR,977011200,D,33,33,False,94.0,83.0,5.0,,39.0,41.0,53.0,7.0,2.0,6.0,1.0,,,,90.0,105.0,6.8,12.0,0.0136,0.0,0.0458286,1,,44.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
10385757,home,Chelsea,Thiago Silva,,,thiago-silva,T. Silva,D,3,181,42659,M,ThiagoSilva,33541,EUR,464659200,D,6,6,False,105.0,98.0,6.0,4.0,48.0,49.0,56.0,8.0,1.0,7.0,3.0,,,,90.0,117.0,7.8,7.0,0.0,0.0,0.082701,0,,50.0,1.0,2.0,2.0,,,2.0,3.0,3.0,,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10385757,home,Chelsea,Kalidou Koulibaly,,,kalidou-koulibaly,K. Koulibaly,D,3,187,26311,M,kkoulibaly26,126071,EUR,677376000,D,26,26,False,83.0,71.0,5.0,2.0,33.0,37.0,46.0,3.0,5.0,11.0,,,,,90.0,93.0,6.4,13.0,0.0932,0.0,0.0142258,1,,38.0,1.0,2.0,4.0,2.0,,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,
10385757,home,Chelsea,Ruben Loftus-Cheek,,,ruben-loftus-cheek,R. Loftus-Cheek,M,8,191,7232,M,rlc,284441,EUR,822355200,M,12,12,False,84.0,79.0,4.0,3.0,13.0,14.0,70.0,5.0,2.0,5.0,2.0,,,,83.0,94.0,6.9,7.0,0.0,0.0,0.0617203,0,,66.0,4.0,,6.0,,,,2.0,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,,,,,,,,
10385757,home,Chelsea,Reece James,,,reece-james,R. James,D,24,180,49594,M,ReeceJ,885908,EUR,944611200,M,24,24,False,44.0,40.0,,,11.0,12.0,38.0,5.0,,5.0,1.0,,,,90.0,67.0,6.8,13.0,0.0,0.0,0.0360009,0,,30.0,,1.0,1.0,,,,1.0,1.0,2.0,,,,,,2.0,2.0,,1.0,6.0,1.0,1.0,,,,,
10385757,home,Chelsea,Conor Gallagher,,,conor-gallagher,C. Gallagher,M,22,182,16658,M,conorgallagher92,904970,EUR,949795200,M,23,23,False,31.0,27.0,1.0,,6.0,6.0,30.0,2.0,,3.0,1.0,,,,60.0,41.0,6.8,9.0,0.0127,0.0,0.0700885,1,,22.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,5.0,1.0,,,,,,
10385757,home,Chelsea,Mateo Kovačić,,,mateo-kovacic,M. Kovačić,M,8,178,33708,M,Kova8,136710,EUR,768182400,M,8,8,False,61.0,52.0,3.0,1.0,18.0,19.0,42.0,3.0,,3.0,,,,,72.0,67.0,6.9,11.0,0.0333,0.0,0.190364,1,,34.0,,1.0,2.0,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,2.0,1.0,,,,,,,,,,
10385757,home,Chelsea,Marc Cucurella,,,marc-cucurella,M. Cucurella,D,3,175,37239,M,cucurella3,794939,EUR,901065600,M,32,32,False,38.0,33.0,3.0,1.0,8.0,9.0,37.0,3.0,,2.0,,,,,71.0,60.0,6.4,15.0,0.0,0.0,0.0171284,0,,25.0,,1.0,5.0,2.0,,,2.0,1.0,1.0,,,,2.0,,1.0,,,,8.0,,,1.0,,,,
10385757,home,Chelsea,Christian Pulišić,,,christian-pulisic,C. Pulišić,M,11,177,37774,M,CMPulisic,817957,EUR,906076800,F,10,10,False,24.0,24.0,,,5.0,5.0,20.0,2.0,,1.0,,,,,60.0,34.0,6.5,6.0,0.0695,0.0,0.0228462,1,,19.0,4.0,1.0,8.0,,,,,,,,,,,2.0,3.0,1.0,1.0,2.0,1.0,,,,,,,
