match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_interceptionWon,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_totalContest,stat_blockedScoringAttempt,stat_wonContest,stat_bigChanceCreated,player_firstName,player_lastName,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14025046,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185.0,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,33.0,22.0,16.0,5.0,0.0,18.0,20.0,4.0,13.0,7.0,2.0,3.0,90.0,40.0,6.7,12.0,0.00505877,63.30856937749,8.0,51.24,13.965,0.0555,0,0.7081,0.15,0.03,-0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025046,home,Everton,Jake O'Brien,jake-obrien,J. O'Brien,D,15,197.0,1429,M,,998253,EUR,989884800,D,15,15,False,38.0,28.0,,,0.0,12.0,13.0,16.0,25.0,,,,90.0,53.0,6.8,12.0,0.0964509,47.250231076664,9.0,12.705,6.3,,0,,0.15,-0.07,-0.05,,2.0,1.0,1.0,6.0,5.0,6.0,1.0,5.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025046,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185.0,2558,M,,145188,EUR,722131200,D,6,6,False,39.0,33.0,3.0,,0.0,21.0,24.0,12.0,15.0,1.0,,,90.0,59.0,7.1,7.0,0.0135096,47.05748911722,9.0,8.61,3.465,,0,,0.03,0.02,0.16,,,,3.0,9.0,4.0,12.0,,11.0,2.0,,2.0,True,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14025046,home,Everton,Michael Keane,michael-keane,M. Keane,D,5,188.0,1573,M,,110846,EUR,726710400,D,5,5,False,38.0,34.0,5.0,4.0,0.0,26.0,27.0,8.0,11.0,4.0,,,83.0,49.0,6.8,4.0,0.00327717,75.641795103486,11.0,34.545,20.265,,2,,0.09,0.06,-0.11,,,,2.0,4.0,3.0,5.0,,4.0,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4289,0.6923,20.57118180854,1.0,0.27,,,,,,,,,,
14025046,home,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180.0,4082,M,mikola_16,876643,EUR,927936000,D,16,16,False,45.0,38.0,2.0,,0.0,15.0,18.0,23.0,27.0,3.0,,,90.0,70.0,6.6,13.0,0.0120071,198.02134075326,23.0,147.21,30.345,,3,,0.04,0.27,-0.06,,2.0,,3.0,2.0,4.0,4.0,,7.0,,,,,,,2.0,,2.0,,2.0,,,,,,0.1295,,34.191912374421,2.0,-0.53,1.0,1.0,,,,,,,,
14025046,home,Everton,Harrison Armstrong,harrison-armstrong,H. Armstrong,M,45,185.0,581,M,,1627560,EUR,1169164800,M,45,45,False,26.0,19.0,1.0,,0.0,7.0,8.0,12.0,18.0,4.0,,,87.0,42.0,6.9,12.0,0.0195137,99.665912241745,9.0,79.485,28.98,,0,,0.13,0.11,-0.05,,,,2.0,2.0,7.0,7.0,1.0,4.0,2.0,,,,2.0,,2.0,,2.0,,,,,,2.0,1.0,,,35.129775632645,1.0,,3.0,,1.0,,,,,,,
14025046,home,Everton,James Garner,james-garner,J. Garner,M,37,182.0,3008,M,,927361,EUR,984441600,M,37,37,False,45.0,38.0,2.0,1.0,0.0,14.0,17.0,24.0,28.0,9.0,,,90.0,62.0,7.5,10.0,0.364686,143.42138424486,19.0,44.415,10.185,,1,,0.49,0.24,0.2,,5.0,2.0,,1.0,2.0,3.0,,3.0,,1.0,2.0,,1.0,,2.0,,,,,1.0,,,2.0,2.0,0.0796,0.2451,,,0.03,,,,1.0,,,,,,
14025046,home,Everton,Tim Iroegbunam,tim-iroegbunam,T. Iroegbunam,M,42,182.0,764,M,,1085950,EUR,1056931200,M,42,42,False,30.0,24.0,1.0,1.0,1.0,9.0,10.0,15.0,20.0,7.0,,,90.0,51.0,7.1,12.0,0.0221929,163.89701850339,18.0,74.445,17.535,,2,,0.07,0.13,-0.01,,1.0,,2.0,,8.0,9.0,3.0,,4.0,2.0,3.0,,,,4.0,,,,2.0,,,,1.0,2.0,0.1202,,18.80734497477,1.0,-0.1,2.0,,1.0,1.0,,,,,,
14025046,home,Everton,Dwight McNeil,dwight-mcneil,D. McNeil,M,7,183.0,1973,M,,935543,EUR,943228800,F,7,7,False,20.0,17.0,,,0.0,8.0,9.0,9.0,11.0,1.0,,,89.0,41.0,7.1,12.0,0.099036,137.05168980267,10.0,-4.83,25.2,,1,,0.26,0.12,0.15,,6.0,2.0,,1.0,3.0,4.0,2.0,2.0,1.0,,,,1.0,,1.0,,3.0,,,,,,,1.0,0.0188,,29.730828713643,1.0,-0.14,1.0,1.0,1.0,,Dwight,McNeil,,,,
14025046,home,Everton,Thierno Barry,thierno-barry,T. Barry,F,11,195.0,5887,M,t.barry29,1395746,EUR,1035158400,F,11,11,False,8.0,7.0,,,0.0,2.0,2.0,5.0,6.0,,,,87.0,22.0,6.6,5.0,0.0040799,38.265155636112,2.0,24.99,27.615,,1,,-0.01,-0.19,0.23,,1.0,,7.0,6.0,10.0,9.0,,5.0,1.0,2.0,,,,,1.0,,2.0,,1.0,,,,,1.0,0.0405,,30.402053894433,1.0,-0.23,2.0,,1.0,,,,,,,
